round,player_hand,dealer_hand,actions,reward
236,"4,11,5","7,8,6",2,-1
237,"11,6,10","10,10",2,-1
238,"2,5,10","9,3,7",2,-1
239,"4,10,10","3,5,7,5",1,-1
240,"4,7,10","8,2,9",2,1
241,"9,4,10","10,7",2,-1
242,"10,2,3","10,10",2,-1
243,"9,6","7,10",0,-1
244,"10,2,10","3,5,10",1,-1
245,"7,3","7,10",0,-1
246,"2,7,6","11,5,2",2,-1
247,"7,2,5,11,5,10","5,10,9","1,1,1,1",-1
248,"3,4","11,6",0,-1
249,"10,5,8","3,6,7,6",1,-1
250,"5,8,10","2,7,2,8",1,-1
251,"8,10,10","7,2,10",1,-1
252,"10,10,10","4,10,9",1,-1
253,"8,10,6","9,5,10",1,-1
254,"3,10,5","11,7",2,0
255,"4,11,3","10,10",2,-1
256,"6,5,10","8,7,11,2",2,1
257,"4,10,5","10,8",2,1
258,"2,10,10","8,10",2,-1
259,"4,10,9","9,10",2,-1
260,"10,11,7,3","5,4,2,6","1,1",1
261,"11,10","10,8",0,1
262,"10,10,10","6,10,10",1,-1
263,"10,11,11,10","2,6,10","1,1",-1
264,"10,9,9","5,9,6",1,-1
265,"10,3,6,3","4,8,10","1,1",-1
266,"10,4,4,2,11","3,2,8,5","1,1,1",1
267,"9,5,6","10,10",2,0
268,"10,10,10","5,11,10,10",1,-1
269,"9,10,10","4,10,10",1,-1
270,"4,10,9","6,2,6,8",1,-1
271,"2,5","10,3,11,7",0,-1
272,"4,8,9","5,11,3",1,1
273,"10,5","10,11",,-1
274,"10,11","10,10",0,1
275,"3,4,10","10,7",2,0
276,"2,10,9","4,3,10",1,1
277,"10,5,4,7","7,2,5,4","1,1",-1
278,"10,7,5","10,10",2,-1
279,"10,5,10","10,4,8",2,-1
280,"11,6","11,10",,-1
281,"4,9,9","4,8,9",1,-1
282,"4,10","4,5,10",0,-1
283,"3,6,4","10,10",2,-1
284,"9,11,11","8,10",1,1
285,"5,4,5","8,11",2,-1
286,"3,7,10","10,10","1,0",0
287,"5,8,10","11,5,6,11,3,4",2,-1
288,"10,6,7","3,10,7",1,-1
289,"9,10","10,10",0,-1
290,"10,10,10","9,10",2,-1
291,"2,10,6","10,5,4","1,0",-1
292,"10,5,2,8","5,10,4","1,1",-1
293,"3,2,10,10","3,3,2,2,3,5","1,1",-1
294,"3,9,2,9","7,10","1,1",-1
295,"6,10,6","8,9",1,-1
296,"6,10,10","2,2,7,10",1,-1
297,"11,4,6","10,3,11,2,7",2,1
298,"11,10","2,2,8,9",0,0
299,"8,6,5,4","7,10","1,1",-1
300,"10,9","10,10",0,-1
301,"10,10,5","7,10",1,-1
302,"10,10,6","5,6,10",2,-1
303,"11,6,3,8,3","8,2,10","1,1,1",1
304,"9,10","11,10",,-1
305,"3,8,8","10,6,11",2,1
306,"10,10","10,10",0,0
307,"4,6,7,7","3,8,10","1,1",-1
308,"7,10,10","10,4,10",2,-1
309,"8,6,5","10,10","3,2",-1
309,"8,8","10,10","3,2",-1
310,"6,6,10","3,8,3,3",1,-1
311,"2,9,9,10","6,9,2","1,1",-1
312,"7,4,10","3,10,5",1,1
313,"10,2,3","9,4,10",2,1
314,"9,2,8,10","5,7,10","1,1",-1
315,"2,10,10","2,11,8",1,-1
316,"9,4,3,9","3,5,3,6","1,1",-1
317,"10,4,10","10,7",2,-1
318,"3,10,6,3","3,7,10","1,1",-1
319,"10,10,11","8,10",1,1
320,"10,10,6","8,4,2,2,10",1,-1
321,"9,10","7,9,6",0,1
322,"6,5,3,3,8","4,10,7","1,1,1",-1
323,"7,10,7","9,7,8",1,-1
324,"9,11","10,7",0,1
325,"6,10,11","10,4,10",2,1
326,"10,10,10","6,4,7",1,-1
327,"2,10,11,10","7,10","1,1",-1
328,"11,9","10,6,4",0,0
329,"2,10,10","4,10,5",1,-1
330,"2,11,11","10,7",2,-1
331,"10,6,7","8,3,4,10",1,-1
332,"10,8,10","10,10",1,-1
333,"7,5","8,2,10",0,-1
334,"11,11","11,10",,-1
335,"9,10,10","5,7,6",1,-1
336,"9,10,10","8,6,11,4",1,-1
337,"11,10","3,6,10",0,1
338,"10,2","11,10",,-1
339,"10,2,4","10,10",2,-1
340,"2,2,8","4,4,8,10","1,0",1
341,"11,8,3,3,10","5,3,5,11,10","1,1,1",-1
342,"5,10,10","4,9,6",1,-1
343,"10,10","8,6,2,10",0,1
344,"4,10,10","4,3,10",1,-1
345,"4,4,2","10,3,11,10",2,1
346,"10,3,3,11,3","5,10,5","1,1,1,0",0
347,"7,8,3,9","7,10","1,1",-1
348,"2,10,10","9,8",2,-1
349,"11,9","5,10,8",0,1
350,"4,10,10","6,3,4,10",1,-1
351,"2,9,10","7,3,7",1,1
352,"11,8","10,10",0,-1
353,"5,9,11,10","2,9,5,10","1,1",-1
354,"5,11,4","9,2,5,10",2,1
355,"10,3,7","3,2,10,8","1,0",1
356,"5,2","9,7,3",0,-1
357,"4,6,2","10,2,11,10",2,1
358,"10,2,2","10,2,10",2,1
359,"4,7,4,10","5,10,5","1,1",-1
360,"10,7,10","11,5,11",2,-1
361,"8,10,10","10,10",2,-1
362,"11,10","8,9",0,1
363,"9,3,6,10","5,10,9","1,1",-1
364,"6,4,9","10,9",2,0
365,"5,7,6,10","5,3,10","1,1",-1
366,"10,3","10,11",,-1
367,"10,10,10","6,8,8",1,-1
368,"10,10,6","9,4,10",1,-1
369,"10,4,11,9","8,6,2,11","1,1",-1
370,"10,10","10,10",0,0
371,"3,6,10,10","5,9,10","1,1",-1
372,"10,2,7,4","3,6,3,7","1,1",-1
373,"11,8,4,5,10","10,9","1,1,1",-1
374,"2,6,4","5,5,4,10","1,0",1
375,"3,4,8","7,11",2,-1
376,"2,4,10","4,11,4","1,0",-1
377,"11,5,10","10,2,9",2,-1
378,"6,5,10","10,3,11,7",2,0
379,"3,10,5","9,10",2,-1
380,"5,10,11","10,10",2,-1
381,"6,7,9","11,3,5",2,-1
382,"7,6,8","4,10,8",1,1
383,"3,2,10,2,4","5,2,9,3","1,1,1",1
384,"11,9,5,7","8,3,3,10","1,1",-1
385,"2,9,6","10,5,8",2,1
386,"7,10,10","6,11",1,-1
387,"7,8,7","10,10",2,-1
388,"11,10,3","2,5,10",2,-1
389,"4,10","8,9",0,-1
390,"5,10,11","10,9",2,-1
391,"5,10,4,10","3,4,11","1,1",-1
392,"9,2,3,8","6,9,7","1,1",-1
393,"5,10,8","10,10",2,-1
394,"3,9","10,6,5",0,-1
395,"7,7,9","4,6,10",1,-1
396,"10,6,10","8,6,10",1,-1
397,"4,10,10","3,2,2,10",1,-1
398,"11,10,5","10,10","1,0",-1
399,"6,5,10","6,10,8",1,1
400,"9,7,10","10,8",2,-1
401,"10,11,8,7","5,2,6,8","1,1",-1
402,"6,11,10","9,2,10",2,-1
403,"10,10,10","2,5,6,11,7","3,1",-1
403,"10,4","2,5,6,11,7","3,1",-1
404,"11,6,10","9,4,9",2,1
405,"11,10","11,10",,0
406,"2,7,4","10,10",2,-1
407,"5,4,2,9,7","5,10,10","1,1,1",-1
408,"9,10","10,10",0,-1
409,"2,5,10,3,3","3,11,10,9","1,1,1",-1
410,"3,4,3,10,10","2,8,4,11,9","1,1,1",-1
411,"9,10,10","5,5,10",1,-1
412,"10,3,3","10,4,10",2,1
413,"3,5,3","10,10",2,-1
414,"3,2,8,11,8","3,10,10","1,1,1",-1
415,"4,6,5,5,10","7,10","3,1,1,1",-1
415,"4,10","7,10","3,1,1,1",-1
416,"10,4,7","9,4,10",2,1
417,"7,4,9","10,5,3",2,1
418,"10,8,8","11,8",2,-1
419,"2,10,5,7","6,10,4","1,1",-1
420,"10,10,9","8,10",1,-1
421,"8,7","9,6,9",0,1
422,"3,8,10","6,7,3,10",1,1
423,"2,7","6,9,10",0,1
424,"7,2,8,5","3,9,3,5","1,1",-1
425,"10,10,2","8,2,11",1,-1
426,"5,7,3,10","4,4,9","1,1",-1
427,"2,10,10","10,8",2,-1
428,"10,11,11,10","8,10","1,1",-1
429,"11,5,6,7,10","4,6,8","1,1,1",-1
430,"11,8,10,10","7,6,4","1,1",-1
431,"8,11,10,7","6,7,10","1,1",-1
432,"6,9,7","9,11",2,-1
433,"4,8,11,3,10","6,9,10","1,1,1",-1
434,"3,10,10","7,10",1,-1
435,"7,10,10","4,10,11,10",1,-1
436,"9,8,9","10,4,2,3",2,-1
437,"10,8,11","10,3,7",2,-1
438,"5,11,10","11,4,10,10","1,0",1
439,"2,7,10","11,9",2,-1
440,"6,8,4","9,9",2,0
441,"3,5,10","10,8",2,0
442,"8,11,10,2","7,6,4","1,1",1
443,"4,4,10,10","4,9,5","1,1",-1
444,"5,4,5,5,2","3,10,11,9","1,1,1",1
445,"10,6,7","10,8",2,-1
446,"6,5,5,6","2,10,9","1,1",-1
447,"10,2,10","2,10,8",1,-1
448,"10,8,10","10,9",2,-1
449,"11,8,2","7,10",1,1
450,"10,11,10","6,10,6",1,1
451,"10,10,10","9,10",1,-1
452,"2,8,7,10","6,5,10","1,1",-1
453,"3,2","11,5,6,9",0,-1
454,"4,8,9","9,8",2,1
455,"6,7,3","10,10",2,-1
456,"3,2,2,9,5","4,10,10","1,1,1",1
457,"6,8","10,11",,-1
458,"3,3","10,10",0,-1
459,"3,2","10,10",0,-1
460,"11,6,9,8","4,3,3,10","1,1",-1
461,"10,7,4","2,3,3,7,3",1,1
462,"2,9,10","2,5,5,4,2",1,1
463,"4,10,5","10,10",2,-1
464,"6,8,4","10,5,6",2,-1
465,"11,8,5,4,8","7,7,10","1,1,1",-1
466,"10,10,9","10,6,5","3,1",-1
466,"10,6","10,6,5","3,1",-1
467,"9,4,7","10,5,10","3,2",1
467,"9,10","10,5,10","3,2",1
468,"8,6,2,4,8","5,8,2,3","1,1,1",-1
469,"4,5,5,10","5,10,2","1,1",-1
470,"8,10,10","2,10,4,10",1,-1
471,"9,11,4,5,9","5,3,9","1,1,1",-1
472,"8,2,6","10,5,10","3,2",1
472,"8,10","10,5,10","3,2",1
473,"10,10,11","10,7",1,1
474,"10,10,10","9,9",1,-1
475,"4,10,10","8,2,2,7",1,-1
476,"3,10,9","3,10,10",1,-1
477,"10,3","11,3,4",0,-1
478,"6,2,4,6,4","3,6,5,9","1,1,1",-1
479,"3,10,3,2,6","6,4,11","1,1,1",-1
480,"8,10,10","8,11",1,-1
481,"10,8,7","10,9",1,-1
482,"2,5,10","10,10",2,-1
483,"10,10","10,11",,-1
484,"10,5,8","10,6,10",2,-1
485,"3,5","7,5,10",0,1
486,"10,8,10","7,10",1,-1
487,"5,2,10,3,11","3,10,8","1,1,1",0
488,"10,6,4,9","4,2,7,10","1,1",-1
489,"10,10,4","2,7,7,7",1,-1
490,"10,11,2","10,7",2,-1
491,"10,10,6","8,7,9",1,-1
492,"10,10,10","9,5,3",1,-1
493,"8,10,6","7,7,10",1,-1
494,"5,4,10","10,8",2,1
495,"8,10,5","8,7,9",1,-1
496,"2,10,2,2,10","2,6,11","1,1,1",-1
497,"5,10,8","9,6,10",1,-1
498,"10,10,10","10,3,8",1,-1
499,"2,11,9","11,6",2,-1
500,"10,5,8","10,10",2,-1
501,"11,4,8","10,10",2,-1
502,"6,3","6,7,4",0,-1
503,"4,3,7,8","6,8,10","1,1",-1
504,"2,10,2","11,3,8,7","3,2",-1
504,"2,11","11,3,8,7","3,2",-1
505,"10,3,9","11,3,4",2,-1
506,"9,6,7","5,9,4",1,-1
507,"11,10,3,10","7,5,7","1,1",-1
508,"10,6,10","5,2,11",1,-1
509,"7,4,7","10,9",2,-1
510,"6,4,7,7","6,3,4,10","1,1",-1
511,"10,10","4,2,2,4,3,10",0,1
512,"10,7,2,3","6,11","1,1",-1
513,"10,3,8","10,7",2,1
514,"11,6,10","10,9",2,-1
515,"9,4,3,8","5,11,10,4","1,1",-1
516,"10,6,9","11,5,7,10",2,-1
517,"6,8","11,10",,-1
518,"8,10,10","7,10",1,-1
519,"4,10,10","11,2,7",2,-1
520,"10,10","7,2,7,9",0,1
521,"10,10","11,4,3",0,1
522,"2,7,10","9,7,9",2,1
523,"10,10","6,3,3,5",0,1
524,"6,8,11","10,6,10",2,1
525,"7,11,4,3,11,8","4,4,6,2,9","1,1,1,1",-1
526,"11,4,10,9","3,8,7","1,1",-1
527,"5,11,10,9","2,11,3,9,10","1,1",-1
528,"10,10","6,8,10",0,1
529,"10,10","9,10",0,1
530,"10,11","10,10",0,1
531,"8,8,10","4,7,8",1,-1
532,"4,2,10","7,10",2,-1
533,"10,10","6,11",0,1
534,"10,8","10,3,10",0,1
535,"3,10,11","10,10",2,-1
536,"10,10","10,5,10",0,1
537,"5,9,2","3,5,4,8","1,0",-1
538,"9,5,6","5,2,5,8","1,0",0
539,"8,6,10","5,10,10",1,-1
540,"9,10","4,10,3",0,1
541,"7,5,10","9,7,10",2,-1
542,"4,10,10","4,2,9,10",1,-1
543,"7,10,9","5,10,10",1,-1
544,"2,9,3,10","2,2,6,10","1,1",-1
545,"5,4,5,8","2,10,5","1,1",-1
546,"9,11","4,11,9,10",0,1
547,"7,3","3,11,8,10",0,1
548,"6,11","10,11",,-1
549,"2,11,10,11,2,11,9","4,2,10,10","1,1,1,1,1",-1
550,"6,10,10","10,4,7",2,-1
551,"10,10","11,7",0,1
552,"4,10,3,10","3,10,11,7","1,1",-1
553,"9,10","10,11",,-1
554,"8,9,2,4","9,11","1,1",-1
555,"9,11","7,8,4",0,1
556,"10,8","10,10",0,-1
557,"11,10","11,5,3",0,1
558,"10,8,8","7,7,10",1,-1
559,"10,10","10,2,10",0,1
560,"10,9","10,10",0,-1
561,"5,4,9","10,10",2,-1
562,"9,5,5","10,2,5","3,2",1
562,"9,4","10,2,5","3,2",-1
563,"10,10","10,10",0,0
564,"10,6,10","8,10",1,-1
565,"4,8,2","10,10","3,3,2",-1
565,"4,9","10,10","3,3,2",-1
565,"4,8","10,10","3,3,2",-1
566,"2,6,3","8,6,5",2,-1
567,"10,7,3","3,3,9,7","1,0",1
568,"2,5,10","10,2,2,10",2,1
569,"8,9,5","10,6,4",2,-1
570,"3,11,6","10,7",2,1
571,"10,10","4,10,4",0,1
572,"11,3,7","9,8","3,2",1
572,"11,10","9,8","3,2",1
573,"3,7,5","10,5,9",2,1
574,"10,7,6","10,3,5",2,-1
575,"6,5,5,10","6,10,6","1,1",-1
576,"3,5,10","10,8",2,0
577,"10,6,3,10","4,5,2,10","1,1",-1
578,"6,10,4","11,7","3,2",1
578,"6,2","11,7","3,2",-1
579,"5,7,9","8,8,7",1,1
580,"5,11,10,10","2,5,11","1,1",-1
581,"3,5,8","10,5,4",2,-1
582,"3,8,2","10,2,9",2,-1
583,"4,3,10","8,3,10",2,-1
584,"10,6,10","9,10",1,-1
585,"10,4,10","7,5,3,4",1,-1
586,"9,2,11,7","4,8,9","1,1,0",-1
587,"8,10,9","10,10",1,-1
588,"10,3","11,8","3,0",-1
588,"10,6","11,8","3,0",-1
589,"10,8,10","10,10",1,-1
590,"7,11,11,9,10","5,2,3,10","1,1,1",-1
591,"10,7,11,10","6,9,2","1,1",-1
592,"10,3,10","10,4,9",2,-1
593,"10,4,6,10","2,3,8,5","1,1",-1
594,"8,10,10","2,2,6,2,3,10",1,-1
595,"11,10,9,6","9,6,8","1,1",-1
596,"4,6,6,9","5,8,4","1,1",-1
597,"8,11,10","10,2,2,11,10","1,0",1
598,"10,5,7","10,10",2,-1
599,"3,5,11","10,5,4","3,2",0
599,"3,11","10,5,4","3,2",-1
600,"10,10,11","10,8",1,1
601,"7,10,5","9,11",1,-1
602,"4,7,5","10,7",2,-1
603,"7,10,10","4,5,5,9",1,-1
604,"2,11,4,5,10","6,9,6","1,1,1",-1
605,"4,8,10","5,6,4,10",1,-1
606,"2,10","11,10",,-1
607,"9,10,10","10,3,2,4",1,-1
608,"5,10,6","10,7",2,1
609,"10,2,3,3,9","3,11,11,2","1,1,1",-1
610,"4,7,7,10","4,2,6,4,5","1,1",-1
611,"6,6,10","3,2,7,7",1,-1
612,"9,5,10","3,6,11",1,-1
613,"10,9,5","10,9",1,-1
614,"4,10,11,3,10","2,8,3,10","1,1,1",-1
615,"10,10,10","6,10,9",1,-1
616,"10,5,10","5,3,8,4",1,-1
617,"10,9,7","2,10,5",1,-1
618,"10,3,10","6,2,6,7",1,-1
619,"10,8,4","8,11",1,-1
620,"6,5","10,11",,-1
621,"5,10,10","2,3,4,10",1,-1
622,"3,9","10,11",,-1
623,"4,10,8","10,7",2,-1
624,"10,10","10,9",0,1
625,"9,3,11","10,4,5",2,-1
626,"11,2,6","9,10",2,0
627,"8,3","2,3,10,10",0,1
628,"3,7,7","7,10","1,0",0
629,"4,10,5,10","7,3,11","1,1",-1
630,"9,8,10","3,7,2,10",1,-1
631,"8,7,10","8,4,11,10",1,-1
632,"9,6,10","8,10",1,-1
633,"11,2,10","10,3,9",2,1
634,"11,10","10,8",3,1
634,"11,10","10,8",3,1
635,"6,5","11,10",,-1
636,"4,11,3,7,3,9","3,10,3,10","1,1,1,1",-1
637,"4,10,6,11","8,4,9","1,1",0
638,"8,4,9","5,8,11,6",1,1
639,"6,10,5","10,6,4",2,1
640,"10,10","3,8,10",0,-1
641,"10,6,8","10,10",2,-1
642,"11,9","10,10",0,0
643,"10,10,10","4,10,3",1,-1
644,"10,10,9","5,6,8",1,-1
645,"10,6,6","10,10",2,-1
646,"8,11,3,10","2,11,10,10","1,1",-1
647,"5,11","11,10",,-1
648,"10,10,10","3,11,5",1,-1
649,"10,8,2,10","7,10","1,1",-1
650,"4,10,4","9,8",2,1
651,"10,8,10","4,8,11,10",1,-1
652,"8,10,9","9,5,7",1,-1
653,"10,9,6","6,11",1,-1
654,"7,3,5,7","5,5,2,7","1,1",-1
655,"2,10,10","8,9",1,-1
656,"10,10,5","3,4,10",1,-1
657,"10,4,2,6","6,4,8","1,1",-1
658,"6,10,2,5","4,4,9","1,1",-1
659,"10,7,10","2,6,10",1,-1
