round,player_hand,dealer_hand,actions,reward
316,"10,10","7,10",0,1
317,"3,9","11,7",0,-1
318,"7,10,9","4,10,10",1,-1
319,"9,10","7,5,2,11,10",0,1
320,"5,7","9,9",0,-1
321,"10,10,10","10,3,10",1,-1
322,"7,8,10","5,7,10",1,-1
323,"6,11,2","2,8,4,9","1,0",1
324,"10,11,8,10","11,4,9,10","1,1",-1
325,"4,11,6","2,11,8",1,0
326,"5,10,11,2","5,10,7","1,1,0",1
327,"3,11,2,6,4,11,7","7,2,9","1,1,1,1,1",-1
328,"3,7","10,10",0,-1
329,"7,9,6","8,10",1,-1
330,"10,10","6,6,8",0,0
331,"2,6","10,7",0,-1
332,"2,8,10","2,3,11,3","1,0",1
333,"10,10,4","9,10",1,-1
334,"11,10","5,8,10",0,1
335,"2,10,4,11","2,10,5","1,1,0",0
336,"3,5","8,9",0,-1
337,"10,10","6,5,8",0,1
338,"10,7","11,10",,-1
339,"7,6,10","7,10",1,-1
340,"6,10,10","8,7,10",1,-1
341,"10,5,10","6,3,7,2",1,-1
342,"3,9,8","6,7,10","1,0",1
343,"3,10","9,2,10",0,-1
344,"10,10","9,10",0,1
345,"10,10","2,10,3,5",0,0
346,"11,9,11","10,10",1,1
347,"10,7","3,9,2,2,8",0,1
348,"6,5","10,7",0,-1
349,"6,10,3,9","10,5,10","1,1",-1
350,"4,3","10,4,3",0,-1
351,"11,4,5","5,6,4,8","1,0",1
352,"2,11,10,11,10","3,6,8","1,1,1",-1
353,"6,4","10,2,10",0,1
354,"5,9,10","10,2,10",1,-1
355,"7,6","10,9",0,-1
356,"4,8","10,10",0,-1
357,"4,4,3,6","2,6,3,9","1,1,0",-1
358,"3,6","10,3,10",0,1
359,"10,5,10","7,8,6",1,-1
360,"9,10","2,5,4,5,10",0,1
361,"3,7","8,4,2,10",0,1
362,"8,10,5","8,2,3,6",1,-1
363,"3,10","10,4,2,7",0,1
364,"9,2","9,10",0,-1
365,"8,9","6,9,2",0,0
366,"7,11,8,10","8,2,10","1,1",-1
367,"10,4,2,8","9,10","1,1",-1
368,"10,3,5","6,7,3,2","1,0",0
369,"4,10","10,10",0,-1
370,"6,10,3","5,9,3","1,0",1
371,"8,8,7","6,7,8",1,-1
372,"3,10,8","4,2,2,2,10",1,1
373,"7,10,2","3,10,7","1,0",-1
374,"9,5,8","6,6,10",1,-1
375,"10,2","10,10",0,-1
376,"10,10","8,10",0,1
377,"9,10","6,6,7",0,0
378,"4,8","10,9",0,-1
379,"6,11,7","10,2,10","1,0",1
380,"2,9,10","5,11,8,6",1,1
381,"4,10,11,4,4","9,10","1,1,1",-1
382,"5,4,4,3,10","2,5,7,10","1,1,1",-1
383,"10,10","5,11,10,10",0,1
384,"11,2","8,10",0,-1
