round,player_hand,dealer_hand,actions,reward
72,"8,10,4","5,11,3",1,-1
73,"11,5,2","10,2,6","3,2",0
73,"11,7","10,2,6","3,2",0
74,"4,8,4","6,8,5","3,2",-1
74,"4,6","6,8,5","3,2",-1
75,"10,9,10","5,7,5",1,-1
76,"3,2,10,4,3","5,9,10","1,1,1",-1
77,"10,4,11","7,10",2,-1
78,"10,2,9","7,10",2,1
79,"3,10,8","9,10",2,1
80,"7,9,10","2,10,6","3,1",-1
80,"7,10","2,10,6","3,1",-1
81,"8,2,3","10,7",2,-1
82,"2,11,7","3,9,3,10","1,0",1
83,"4,11,8","10,2,6",2,-1
84,"10,10","4,10,7",0,-1
85,"10,9","11,7",0,1
86,"9,3,7","8,8,9",2,1
87,"2,10,2,10","3,8,6","1,1",-1
88,"9,10","11,10",,-1
89,"7,6,10","11,8","3,2",-1
89,"7,10","11,8","3,2",-1
90,"11,6,11,3","7,10","1,1",1
91,"2,9,10","10,4,10",2,1
92,"3,6,7","8,6,5",2,-1
93,"5,6,9","6,10,10",2,1
94,"10,9,4","3,9,5",1,-1
95,"6,2,9","10,10",2,-1
96,"5,10,4","11,3,8,7","3,2",0
96,"5,8","11,3,8,7","3,2",-1
97,"10,10,3","4,7,10",1,-1
98,"10,11","10,2,10",0,1
99,"11,5,10,2,8","6,10,2","3,1,1,1",-1
99,"11,11","6,10,2","3,1,1,1",-1
100,"10,8,8","3,10,4",1,-1
101,"10,10","10,5,3",0,1
102,"10,10","7,3,3,10",0,1
103,"11,8,7,11,10","3,9,10","1,1,1",-1
104,"5,4,2","10,9","3,2",-1
104,"5,5","10,9","3,2",-1
105,"6,4,10","10,10",2,0
106,"6,2","9,9",0,-1
107,"10,8,5","2,2,6,4,3",1,-1
108,"3,6,4","11,2,8","3,2",-1
108,"3,6","11,2,8","3,2",-1
109,"7,10,10","6,9,11,9",1,-1
110,"10,8","11,5,7,2,2",0,1
111,"8,10,3","10,10",1,1
112,"4,5,9","10,2,7",2,-1
113,"10,10","11,10",,-1
114,"4,7,5","10,10",2,-1
115,"10,4,6","10,4,2,8",2,1
116,"3,10,10","10,8",2,-1
117,"10,5,10","6,8,9",1,-1
118,"4,5","11,11,7",0,-1
119,"10,10","8,8,10",0,1
120,"3,10,11","9,7,8",2,1
121,"3,9,4","11,8",2,-1
122,"10,10,3","3,10,2,10",1,-1
123,"5,10,10","5,10,10",1,-1
124,"10,5,5","11,11,10,6",2,1
125,"3,10,7,6","2,10,10","1,1",-1
126,"4,6,6","6,8,10",2,1
127,"7,8,7","4,7,10",1,-1
128,"3,10,11","10,4,4",2,-1
129,"11,5,2","10,2,5",2,1
130,"4,2","9,10",0,-1
131,"10,4,8","5,3,3,2,5",1,-1
132,"10,9,6","3,8,6",1,-1
133,"10,8,10","3,6,2,9",1,-1
134,"3,5","10,10",0,-1
135,"10,2,10","11,7",2,-1
136,"10,6,5","8,7,3",1,1
137,"2,4","10,7",0,-1
138,"10,10,8","6,10,5",1,-1
139,"10,10,11","10,6,7",1,1
140,"4,8,2,11,10","4,11,10,10","1,1,1",-1
141,"2,4","10,7",0,-1
142,"6,10,9","10,9",2,-1
143,"10,9,3","9,11",1,-1
144,"2,11,4,10,10","2,10,9","1,1,1",-1
145,"9,10,6","10,7","3,1",-1
145,"9,4","10,7","3,1",-1
146,"10,4,2","7,7,11,11,10",2,1
147,"4,11,10,2,4","2,10,4,10","1,1,1",1
148,"9,5,5,6","2,10,10","1,1",-1
149,"2,8","8,10",0,-1
150,"8,3,6","4,10,3",2,0
151,"11,7,2,7,5","9,3,10","3,1,1,1",-1
151,"11,6","9,3,10","3,1,1,1",1
152,"10,4,10","4,8,9",1,-1
153,"6,3","9,10",0,-1
154,"10,5,9","7,10",1,-1
155,"11,6,3","10,2,10",2,1
156,"3,2","10,9",0,-1
157,"3,9,6","7,10",2,1
158,"10,9,2","6,11",1,1
159,"9,3,10","7,10",2,-1
160,"10,3,4,10","2,7,10","1,1",-1
161,"7,6,4","9,10",2,-1
162,"7,10,4","7,7,10",1,1
163,"5,8,10","10,9",2,-1
164,"10,8,10","10,6,2",1,-1
165,"10,4,8","10,7",2,-1
166,"3,6","10,10",0,-1
167,"11,9,10,5","3,10,7","1,1",-1
168,"5,5,8","4,5,2,11,10",2,1
169,"5,6,2","4,9,9",2,1
170,"10,2,8,3","2,8,10","1,1",-1
171,"11,3,7","9,10",2,1
172,"9,5,11,11,10","4,10,10","1,1,1",-1
173,"7,3,10,6","10,9","3,1,1",-1
173,"7,5","10,9","3,1,1",-1
174,"10,10,10","2,10,4,7",1,-1
175,"8,7,11,9","5,6,10","1,1",-1
176,"10,3,3","10,4,9",2,1
177,"8,8,8","5,8,10",1,-1
178,"6,8,10","10,3,10",2,-1
179,"10,2,10","10,2,5",2,-1
180,"5,3","4,4,3,10",0,-1
181,"10,6,2","9,7,8",2,1
182,"5,2","8,2,9",0,-1
183,"10,11","10,6,5",0,0
184,"7,10,8","10,8",2,-1
185,"4,10,4,5","4,10,4","1,1",-1
186,"10,10,7","2,11,3,2",1,-1
187,"7,3,10","5,10,3",2,1
188,"11,4,10","10,10",2,-1
189,"10,10,10","10,10",1,-1
190,"11,2,10","6,11",2,-1
191,"10,9,10","8,10",1,-1
192,"9,10,6","2,8,5,4",1,-1
193,"8,3,5","10,10",2,-1
194,"7,11,10,10","4,6,10","1,1",-1
195,"8,10","10,11",,-1
196,"8,5,2","10,10",2,-1
197,"3,10,3","9,11",2,-1
198,"10,10,10","3,9,3,11,5",1,-1
199,"10,6,8","10,10",2,-1
200,"7,10,10","10,5,9",2,-1
201,"7,2","10,3,2,10",0,1
202,"5,9,5","9,5,6",2,-1
203,"10,4,6","10,10",2,0
204,"10,10,5","2,4,10,9",1,-1
205,"2,10,10","5,6,11,10",2,-1
206,"10,4,7","8,10",2,1
207,"2,10,10","2,7,2,10","3,1",-1
207,"2,10","2,7,2,10","3,1",-1
208,"10,4,11,4,8","6,10,8","1,1,1",-1
209,"2,8","9,10",0,-1
210,"3,10,8","6,10,9","3,2",1
210,"3,10","6,10,9","3,2",1
211,"8,11,9,8","2,3,8,4","1,1",-1
212,"10,5,10","6,4,10",1,-1
213,"10,5,3,6","2,3,10,10","1,1",-1
214,"5,10,6","5,8,10",1,1
215,"5,2","4,7,3,9",0,1
216,"6,10,10","2,7,11",1,-1
217,"3,10,9","10,6,10",2,-1
218,"6,11,6,10","5,9,5","1,1",-1
219,"5,10,5,5","7,10","1,1",-1
220,"8,2","10,4,3",0,-1
221,"6,7,3","10,10",2,-1
222,"8,2","7,10",0,-1
223,"9,2","10,4,10",0,1
224,"10,10,7","8,10",1,-1
225,"2,10,6","6,4,10",2,-1
226,"2,10,3","5,9,2,10",2,1
227,"7,6,10","3,11,10,4",1,-1
228,"7,8,11","9,11","3,2",-1
228,"7,5","9,11","3,2",-1
229,"11,4,8","8,3,10",2,-1
230,"10,7,10","10,10",2,-1
231,"11,9,5","8,11","1,0",-1
232,"9,11,4","8,10","1,0",-1
233,"10,3","9,6,8",0,1
234,"10,3,11","6,9,2",2,-1
235,"11,4,3","9,8",2,1
236,"10,9,2","3,10,6",1,1
237,"11,4","11,10",,-1
238,"6,10,10","10,10",2,-1
239,"10,5,8","2,7,11",1,-1
240,"6,10,2,10","2,7,3,5","3,1,1",-1
240,"6,10","2,7,3,5","3,1,1",-1
241,"3,9","10,4,10",0,1
242,"4,2,10","10,7","1,0",-1
243,"8,10,10","10,10",2,-1
244,"4,10,9","5,8,10",1,-1
245,"7,6","10,3,9",0,1
246,"4,3","6,10,2",0,-1
247,"10,9,9","3,8,10",1,-1
248,"7,7","11,10",,-1
249,"5,10,4,11,4","4,10,10","1,1,1",-1
250,"10,8,6","3,3,11",1,-1
251,"10,2,11,5,4","4,5,7,3","1,1,1",-1
252,"2,7","8,10",0,-1
253,"8,11,11,8,6","10,5,10","1,1,1",-1
254,"11,5,10","11,8","3,2",-1
254,"11,4","11,8","3,2",-1
255,"8,10,7","9,10",1,-1
256,"10,6,11","10,8",2,-1
257,"8,10,4","7,2,10",1,-1
258,"7,5,10","3,6,2,9",1,-1
259,"10,10,8","9,4,2,7",1,-1
260,"6,10,4","11,7",2,1
261,"3,10,10","5,5,10",1,-1
262,"10,7,9","11,6",2,-1
263,"10,5,10","5,7,9",1,-1
264,"10,6,10","5,8,10","3,3,1",-1
264,"10,7","5,8,10","3,3,1",1
264,"10,9","5,8,10","3,3,1",1
265,"10,3,3","7,10",2,-1
266,"6,7,10","6,5,2,3,11",2,-1
267,"10,11","2,5,2,7,9",0,1
268,"9,11,5","10,10","1,0",-1
269,"10,10","10,11",,-1
270,"3,9,2,10","2,5,4,2,4","1,1",-1
271,"6,9,7","9,8",2,-1
272,"10,7,4","4,9,9",1,1
273,"5,8,8","4,10,11,10",1,1
274,"2,4","7,11",0,-1
275,"6,7,10","5,9,4",1,-1
276,"2,5","6,2,10",0,-1
277,"2,8,3","4,11,3",2,-1
278,"8,8,2,5","6,6,10","1,1",-1
279,"8,5","8,3,10",0,-1
280,"4,7","11,8","3,0",-1
280,"4,10","11,8","3,0",-1
281,"2,10","8,7,10",0,1
282,"8,3,10","3,7,5,5",1,1
283,"10,6,9","4,5,9",1,-1
284,"6,10,10","10,2,10",2,-1
285,"9,10,10","10,10",1,-1
286,"10,9,10","10,10","3,1",-1
286,"10,10","10,10","3,1",0
287,"5,4","5,7,7",0,-1
288,"4,9","7,10",0,-1
289,"3,9","9,5,4",0,-1
290,"6,7,3,10","2,10,8","1,1",-1
291,"4,10","10,2,11,4",0,-1
292,"11,8,11,10,11","10,9","1,1,1",1
293,"6,10,4","11,7",2,1
294,"5,10,10","8,10",2,-1
295,"9,2,4,5,9","2,2,10,10","1,1,1",-1
296,"8,3,10","3,6,9",1,1
297,"9,10,5","10,5,7",1,-1
298,"3,9","10,2,10",0,1
299,"7,9,2,8","3,8,7","1,1",-1
300,"5,11,7,10","3,2,10,10","1,1",-1
301,"10,8,4","10,10",2,-1
302,"10,10,10","6,10,8",1,-1
303,"10,7,6","6,6,3,10",1,-1
304,"7,5","10,6,4",0,-1
305,"7,10,9","10,3,11,8",2,-1
306,"10,6,11","10,5,2",2,0
307,"11,10,10","3,9,10",1,1
308,"2,11,11","10,10",2,-1
309,"10,10","10,11",,-1
310,"10,9,4","10,6,6",1,-1
311,"2,11,3,10,3,11,2","5,2,4,2,10","1,1,1,1,1",-1
312,"5,10,10","7,10",2,-1
313,"6,8,7","2,10,11,3,9",1,1
314,"4,10,9","10,3,3,5",2,-1
315,"5,10,9","10,10",2,-1
316,"4,10,8","9,9",2,-1
317,"10,6,10","10,10",2,-1
318,"10,10,7","4,9,7",1,-1
319,"10,11,10","2,3,5,4,3",1,1
320,"11,5,5","5,10,10",1,1
321,"10,4,11","10,6,5",2,-1
322,"4,2,6","9,8","1,0",-1
323,"3,11,4,6,4,5","3,5,3,8","1,1,1,1",-1
324,"7,9,9","10,8",2,-1
325,"11,7,11","10,2,2,3",2,1
326,"2,10,10","2,7,8",1,-1
327,"2,5","2,8,8",0,-1
328,"10,10","10,11",,-1
329,"6,10,10","10,10",2,-1
330,"10,2","10,7",0,-1
331,"2,5","4,3,3,10",0,-1
332,"10,11","10,11",,0
333,"10,9","10,11",,-1
334,"7,6","11,2,8",0,-1
335,"6,8,7","2,10,10",1,1
336,"7,11,5","11,11,7",2,-1
337,"2,11","9,2,11,7",0,-1
338,"11,10,10","10,10",1,1
339,"11,10,2","9,10","1,0",-1
340,"6,2","6,3,9",0,-1
341,"6,10","10,10",0,-1
342,"8,9,7","5,2,10",1,-1
343,"10,5","10,7",0,-1
344,"10,3,10","5,5,10",1,-1
345,"10,3,4,11,11,10","6,7,4","1,1,1,1",-1
346,"9,5,10","3,10,2,10",1,-1
347,"10,7,10","11,3,6",2,-1
348,"4,3,10,10","8,7,6","1,1",-1
349,"10,6,8","2,3,10,2",1,-1
350,"3,9,6,8","4,4,9","1,1",-1
351,"5,10,4,4","5,7,10","1,1",-1
352,"9,9,8","6,3,10",1,-1
353,"8,4,4,4,10","9,7,5","1,1,1",-1
354,"2,5,11,10,4","7,10","1,1,1",-1
355,"10,10,10","6,7,2,10",1,-1
356,"11,3","9,4,5",0,-1
357,"9,10,10","7,10",1,-1
358,"7,5,2,6,10","3,10,5","1,1,1",-1
359,"3,10","8,10",0,-1
360,"2,10,10","10,10",2,-1
361,"9,8,3,4","10,8","1,1",-1
362,"5,3","3,10,11,10","3,0",1
362,"5,8","3,10,11,10","3,0",1
363,"4,7,11,10","2,10,2,5","1,1",-1
364,"7,10,10","10,10",1,-1
365,"9,10,2","6,8,10",1,1
366,"11,5","10,10","3,0",-1
366,"11,6","10,10","3,0",-1
367,"3,6,10,10","10,9","1,1",-1
368,"10,7,11,4","10,10","1,1",-1
369,"3,5","7,3,9",0,-1
370,"8,2,8,10","8,10","1,1",-1
371,"10,9,3","6,8,7",1,-1
372,"10,11,3","8,10","1,0",-1
373,"11,8,6,6","7,2,5,10","1,1",1
374,"10,4,3,3,8","7,8,10","1,1,1",-1
375,"5,4,4","3,10,10",2,1
376,"10,10,10","2,8,10",1,-1
377,"10,10,4","10,10",1,-1
378,"10,8,10","2,10,10",1,-1
379,"10,9,4","7,6,8",1,-1
380,"2,6","6,11",0,-1
381,"3,2,11,4,7,7","8,8,7","1,1,1,1",-1
382,"10,9,10","6,5,3,9",1,-1
383,"10,10,6","4,10,10",1,-1
384,"10,5","11,7",0,-1
385,"10,2","10,10",0,-1
386,"9,10,7","7,9,8",1,-1
387,"11,10,11","9,10","1,0",-1
388,"2,10,11,6,9","4,7,9","1,1,1",-1
389,"2,5,8","9,4,9","1,0",1
390,"4,11","10,6,5",0,-1
391,"9,4","9,5,10",0,1
392,"10,4,6,10","4,7,8","1,1",-1
393,"10,6,6","7,8,7",1,-1
394,"4,10","8,10",0,-1
395,"3,9","10,6,8","3,0",1
395,"3,3","10,6,8","3,0",1
396,"8,10,11,2","6,7,10","1,1",1
397,"11,6,10,6","7,6,10","1,1",-1
398,"9,11,8,6","3,9,10","1,1",-1
399,"11,10,10","3,4,9,11",1,1
400,"10,10,10","8,7,2",1,-1
401,"2,10","10,10",0,-1
402,"10,3,8","2,11,10,7",1,1
403,"4,2","2,10,10",0,1
404,"10,11","3,3,10,11",0,1
405,"9,5","9,2,10",0,-1
406,"2,5","6,3,7,4",0,-1
407,"6,5,10","3,4,10",1,1
408,"3,7","9,8",0,-1
409,"8,11,8,2,10","9,7,5","1,1,1",-1
410,"11,4","10,7",0,-1
411,"6,10,11","10,8",2,-1
412,"11,2,5,8,10","2,5,7,10","1,1,1",-1
413,"10,6,10","10,10",2,-1
414,"10,4","10,5,4",0,-1
415,"4,10,4,10","5,3,5,10","1,1",-1
416,"10,4,10","2,10,7",1,-1
417,"10,10,2","10,10",1,-1
418,"7,3","5,8,6",0,-1
419,"6,5,10","9,4,5","3,1",1
419,"6,4","9,4,5","3,1",-1
420,"5,10","9,10",0,-1
421,"4,10,7","4,5,8",1,1
422,"10,10,7","9,9",1,-1
423,"10,11","10,10",0,1
424,"2,5,9","10,7","1,0",-1
425,"9,6","10,7",0,-1
426,"10,9,5","11,11,11,9,4,5",1,-1
427,"3,7,6","3,3,3,8","3,3,2",-1
427,"3,3","3,3,3,8","3,3,2",-1
427,"3,10","3,3,3,8","3,3,2",-1
428,"10,9,8","5,9,11,10",1,-1
429,"10,10","9,10",0,1
430,"10,10","6,10,10",0,1
431,"6,11,3","9,8","1,0",1
432,"2,10","2,3,5,3,6",0,-1
433,"10,5,10","8,5,11,5",1,-1
434,"6,10,8","10,9",2,-1
435,"7,10,9","10,10",1,-1
436,"8,2","9,2,2,11,2,10",0,1
437,"10,4,10","11,7",2,-1
438,"3,6,10","3,8,3,8",2,1
439,"10,10","10,4,2,10",0,1
440,"9,10","5,10,9",0,1
441,"6,7","7,6,10",0,1
442,"9,8,10","5,10,10",1,-1
443,"3,7","9,6,8",0,1
444,"9,10","6,5,5,2",0,1
445,"11,8","10,10",0,-1
446,"10,11","10,5,4",0,1
447,"9,4","11,10",,-1
448,"3,11","10,6,10",0,1
449,"10,11","10,10",0,1
450,"10,8,4","10,10",1,-1
451,"10,10","10,9",0,1
452,"7,5,2,2,5","4,5,10","1,1,1",1
453,"6,10,4","10,2,6",2,1
454,"8,5,4,3","3,3,3,9","1,1,0",1
455,"2,6","3,6,6,9",0,1
456,"9,4","10,2,2,7",0,-1
457,"3,8","10,11",,-1
458,"10,7,8","10,3,8",1,-1
459,"5,11,5","4,10,6",1,1
460,"6,10,10","3,4,3,2,3,10",1,-1
461,"10,2","7,8,3",0,-1
462,"7,2","6,4,2,11,8",0,-1
463,"3,2,5,10","10,9","1,1,0",1
464,"6,10,10","10,8",2,-1
465,"10,4,11,8","7,11","1,1",-1
466,"10,6,6","4,5,10",1,-1
467,"11,10","10,10",0,1
468,"4,6","7,9,10",0,1
469,"5,10,10","3,7,6,10",1,-1
470,"10,8,9","9,11",1,-1
471,"7,4","11,3,10,11,7",0,1
472,"4,10,5","8,10","3,2",1
472,"4,10","8,10","3,2",-1
473,"7,4","2,5,10",0,-1
474,"10,4,10","7,5,7","3,1",-1
474,"10,5","7,5,7","3,1",-1
475,"9,4","10,8",0,-1
476,"8,7,10","8,5,10",1,-1
477,"10,4,10","6,7,10",1,-1
478,"5,10,7","4,2,2,8,11",1,-1
479,"2,10","10,10",0,-1
480,"10,11","8,7,3",0,1
481,"6,10,9","10,9",2,-1
482,"8,3,4","10,8","1,0",-1
483,"6,10,8","10,10",2,-1
484,"10,11","9,11",0,1
485,"6,8","10,7",0,-1
486,"5,4","5,10,10",0,1
487,"10,10","11,5,3",0,1
488,"9,2","11,10",,-1
489,"3,4,6","8,7,3","1,0",-1
490,"3,11,9,3,10","4,10,6","1,1,1",-1
491,"10,8,10","10,10",1,-1
492,"2,10","6,6,10",0,1
493,"6,10,5","9,7,11",1,1
494,"9,6,11,10","6,2,10","1,1",-1
495,"4,10,10","11,5,4",2,-1
496,"4,10","10,11",,-1
497,"2,10","10,2,10",0,1
498,"10,3","7,11",0,-1
499,"10,10","6,10,5",0,-1
500,"7,9,3,10","3,11,2,8,3","1,1",-1
501,"5,10,10","10,10",2,-1
502,"3,10,7","6,5,5,10","1,0",1
503,"10,7,5","4,7,10",1,-1
504,"3,11","10,6,11",0,-1
505,"4,10","10,2,10","3,0",1
505,"4,9","10,2,10","3,0",1
506,"10,11","10,2,11,7",0,1
507,"10,3,4,3,11","4,9,4","1,1,1",1
508,"9,2,5,6","2,8,5,4","1,1",-1
509,"9,10,7","8,10",1,-1
510,"10,8,8","10,4,3",1,-1
511,"7,6","11,9",0,-1
512,"10,2","8,3,5,10",0,1
513,"9,6,2,4","4,9,9","1,1",1
514,"8,6","10,7",0,-1
515,"2,10","10,7",0,-1
516,"10,2,9","11,3,11,11,7,7",1,1
517,"10,5,6","5,3,10",1,1
518,"5,10","10,2,10",0,1
519,"10,6,10","10,10",2,-1
520,"10,7,6","10,5,8",1,-1
521,"7,10,7","7,8,10",1,-1
522,"4,11","9,4,10",0,1
523,"11,2","10,3,10",0,1
524,"6,8,11,6","5,8,9","1,1",1
525,"3,10","9,2,8",0,-1
526,"10,10,2","4,8,5",1,-1
527,"5,7","6,10,10",0,1
528,"9,6,9","8,9",1,-1
529,"9,2,10","10,6,10",1,1
530,"8,2","7,10",0,-1
531,"11,3","10,11",,-1
532,"10,10,8","10,4,10",1,-1
533,"7,4","7,10",0,-1
534,"7,9,10","8,6,5",1,-1
535,"3,4,11,10,7","10,8","1,1,1",-1
536,"3,10,5,6","5,4,10","1,1",-1
537,"10,11","7,10",0,1
538,"3,10","8,10","3,0",-1
538,"3,10","8,10","3,0",-1
539,"9,4,2,8","4,8,4,6","1,1",-1
540,"4,3,7","8,10","1,0",-1
541,"8,6,11,5,10","3,10,7","1,1,1",-1
542,"10,4","8,10",0,-1
543,"10,7,10","2,5,3,2,6",1,-1
544,"7,2","6,4,10",0,-1
545,"10,10,2","10,3,9",1,-1
546,"9,7","11,10",,-1
547,"10,2,10","2,6,9",1,-1
548,"10,10,2","4,11,11,3",1,-1
549,"10,10,2","10,7",1,-1
550,"5,3,10,11,2","6,6,10","1,1,1",1
551,"6,10","10,10",0,-1
552,"10,3","10,10",0,-1
553,"10,11","5,10,9",0,1
554,"7,9","10,3,10",0,1
555,"5,4,2,9,4","11,8","1,1,1",-1
556,"2,4","3,8,5,2",0,-1
557,"5,5","10,11",,-1
558,"7,10,6","3,7,8",1,-1
559,"6,8","11,10",,-1
560,"10,8,10","2,10,2,8",1,-1
561,"4,10","11,10",,-1
562,"7,7,10","3,6,11",1,-1
563,"8,4","8,5,7",0,-1
564,"5,10,5,10","3,10,5","1,1",-1
565,"8,10,10","10,3,10",1,-1
566,"11,9,10,10","10,4,10","1,1",-1
567,"10,7","10,10",0,-1
568,"5,2","9,8",0,-1
569,"11,9,9,10","5,3,4,4,2","1,1",-1
570,"3,10,8","4,3,6,5",1,1
571,"2,10,11,2,3,7","3,10,2,2","1,1,1,1",-1
572,"4,2","10,10",0,-1
573,"9,10","10,11",,-1
574,"11,10","6,9,11,3",0,1
575,"4,2","8,10",0,-1
576,"10,7,11","10,9",2,-1
577,"2,4","6,10,10",0,1
578,"9,9,7","8,2,9",1,-1
579,"10,3","11,4,9,7",0,-1
580,"8,10,9","5,8,11,6",1,-1
581,"10,10,10","7,4,6",1,-1
582,"10,6","9,11",0,-1
583,"5,10,10","3,10,11,5",1,-1
584,"10,4,10","4,6,9",1,-1
585,"5,3","2,10,10",0,1
586,"9,3","10,10",0,-1
587,"6,7","7,6,11,4",0,-1
588,"4,3","7,10",0,-1
589,"5,7","10,2,6","3,0",-1
589,"5,10","10,2,6","3,0",-1
590,"3,11,2,8,10","5,5,10","1,1,1",-1
591,"7,10","10,11",,-1
592,"10,9,5","11,2,3,7,11,6",2,-1
593,"10,6,9","3,9,8",1,-1
594,"10,2,6,2,4","2,6,10","1,1,1",-1
595,"9,9,7","7,10",1,-1
596,"9,11,2","5,6,10","1,0",-1
597,"10,8,10","10,7",1,-1
598,"10,5","10,10",0,-1
599,"10,9,10","5,8,11,10",1,-1
600,"10,9,4","10,5,11,2","3,1",-1
600,"10,10","10,5,11,2","3,1",1
601,"10,10,10","6,10,2",1,-1
602,"10,3","10,9","3,3,0",-1
602,"10,2","10,9","3,3,0",-1
602,"10,10","10,9","3,3,0",1
603,"10,11","2,10,10",0,1
604,"10,9,10","8,10",1,-1
605,"5,10,10","2,11,11,10,10",1,-1
606,"10,8","11,11,11,3,5","3,0",-1
606,"10,10","11,11,11,3,5","3,0",-1
607,"2,11","10,10",0,-1
608,"7,9,7","4,10,10",1,-1
609,"10,5,2,7","5,10,10","1,1",-1
610,"7,8,8","4,3,10",1,-1
611,"9,4","10,3,8",0,-1
612,"10,10,8","5,10,5",1,-1
613,"7,10,7","7,9,2",1,-1
614,"7,8,10","2,6,10",1,-1
615,"9,3","7,3,10",0,-1
616,"10,6,3,10","6,9,2","1,1",-1
617,"10,6","10,10",0,-1
618,"4,10,4,10","2,10,10","1,1",-1
619,"3,2,2","8,9","1,0",-1
620,"10,3","10,4,7",0,-1
621,"4,10","11,5,10,10",0,1
622,"8,10","11,3,10,9",0,1
623,"4,11,6","6,10,6",1,1
624,"10,10,9","5,8,3,9",1,-1
625,"2,3,10","9,4,2,3","1,0",-1
626,"11,6,11,6,3,8","5,9,11,5","1,1,1,1",-1
627,"8,10,2,10","7,3,10","1,1",-1
628,"11,6","10,6,2",0,-1
629,"11,4,8,2,7","3,4,11","1,1,1",-1
630,"10,3,10","5,4,10",1,-1
631,"10,10,10","6,8,10",1,-1
632,"4,10,9","4,3,10",1,-1
633,"11,10,9,2","5,10,9","1,1",-1
634,"4,3","9,11",0,-1
635,"4,8,7,4","2,6,4,5","1,1",-1
636,"9,8,6","6,3,8",1,-1
637,"10,6,10","8,3,10",1,-1
638,"4,11","10,10","3,0",-1
638,"4,10","10,10","3,0",-1
639,"10,2","7,5,8",0,-1
640,"7,10,10","8,5,10",1,-1
641,"10,8","11,10",,-1
642,"7,4","10,10",0,-1
643,"2,10","10,10",0,-1
644,"4,5","5,2,10",0,-1
645,"10,11,10","9,10",1,1
646,"6,6,5,10","4,11,8,10","1,1",-1
647,"10,11","2,3,5,6,10",0,1
648,"8,4","7,10",0,-1
649,"3,6","10,5,10",0,1
650,"3,6","11,10",,-1
651,"3,10","6,7,10",0,1
652,"10,11","2,10,8",0,1
