round,player_hand,dealer_hand,actions,result
2192,"8,5,4","10,7",2,0
2193,"4,2,10","6,2,10",2,-1
2194,"10,2,10","8,9",2,-1
2195,"5,7","2,11,10,8",0,-1
2196,"11,10,9,7","3,9,3,11,2","1,1",-1
2197,"11,8,10,10","5,4,5,10","1,1",-1
2198,"9,10,4","3,10,9",1,-1
2199,"3,10,9","5,10,3","3,2",-1
2199,"3,10","5,10,3","3,2",-1
2200,"11,4,2","10,10",2,-1
2201,"10,10,7","8,6,7",1,-1
2202,"3,2","10,5,4",0,-1
2203,"4,10,9","9,7,3",2,-1
2204,"8,10,10","3,3,9,2",1,-1
2205,"10,7,3","10,10",2,0
2206,"9,10,9","6,9,2",1,-1
2207,"8,10,4","7,8,11,2",1,-1
2208,"5,6,2","2,9,10","3,3,2",-1
2208,"5,5","2,9,10","3,3,2",-1
2208,"5,11","2,9,10","3,3,2",-1
2209,"11,10,2","7,10","1,0",-1
2210,"8,2,10","10,10",2,0
2211,"4,10,11","10,9",2,-1
2212,"9,10,7","3,9,9",1,-1
2213,"2,3","10,11",,-1
2214,"6,6,2","6,5,11,4,10",2,0
2215,"5,3,10","4,6,10",2,-1
2216,"10,9,6","10,10",1,-1
2217,"10,7,7","6,6,8",1,-1
2218,"10,8,10","3,7,2,5",1,-1
2219,"2,6,10","10,10",2,-1
2220,"11,3,9","10,8",2,-1
2221,"5,8,10","10,10",2,-1
2222,"3,10,7","8,9","3,2",1
2222,"3,10","8,9","3,2",-1
2223,"10,6,10","8,3,7",2,-1
2224,"10,11","9,4,8",0,0
2225,"5,4,6","11,3,2,4",2,-1
2226,"2,10,6","10,10",2,-1
2227,"10,10,11","4,2,4,10",1,1
2228,"10,2,4","10,9",2,-1
2229,"8,6,9","5,9,6",2,-1
2230,"10,10,10","6,10,10",1,-1
2231,"5,4,6","3,10,4",2,-1
2232,"8,7,10","6,5,5,11",1,-1
2233,"8,10,10","2,3,8,7",1,-1
2234,"10,3,7","10,10",2,0
2235,"11,11,10","8,11",2,-1
2236,"11,10","4,2,10,8",0,1
2237,"3,7,4","7,7,4",2,-1
2238,"10,11","10,11",,-1
2239,"10,8,4","11,5,10,5",2,-1
2240,"11,11,2","5,8,2,4",2,-1
2241,"2,6,4","10,8",2,-1
2242,"7,7,6","11,4,6",2,-1
2243,"10,8,10","9,10",1,-1
2244,"2,7,9","10,10",2,-1
2245,"11,8,10,3","7,10","1,1",-1
2246,"10,7,10","10,7",2,-1
2247,"2,5,11","6,10,6",2,0
2248,"3,8,9","7,3,11",2,-1
2249,"5,10,9","4,3,11",1,-1
2250,"3,7,5","4,4,2,10",2,-1
2251,"8,10,3","9,4,10",1,1
2252,"2,10,6,6","2,4,7,7","1,1",-1
2253,"6,4,5","6,8,2,9",2,0
2254,"4,8,10","9,11",2,-1
2255,"11,3","10,11",,-1
2256,"10,10,10","10,5,2",1,-1
2257,"10,10,11","10,9",1,1
2258,"3,5,9","6,2,10",2,-1
2259,"9,10,10","2,5,10",1,-1
2260,"9,10,2","10,3,7",1,1
2261,"8,7,6","11,6",2,1
2262,"4,10,11","11,11,2,3",2,-1
2263,"10,7,5","10,10",2,-1
2264,"10,3,2,8","3,9,9","1,1",-1
2265,"3,6,7","3,10,4",2,-1
2266,"6,10,10","10,7",2,-1
2267,"3,10,10","4,10,5",1,-1
2268,"11,10","3,5,10",0,1
2269,"3,10,5","5,9,9",2,0
2270,"4,9,4","10,10",2,-1
2271,"9,2,9","6,10,5","1,0",-1
2272,"10,9,10","6,10,10",1,-1
2273,"6,10,10","10,8",2,-1
2274,"10,8,9","11,7",1,-1
2275,"10,6,8","10,10",2,-1
2276,"10,5,7","10,7",2,-1
2277,"3,8,2","4,4,6,10",2,0
2278,"5,10,10","8,10",1,-1
2279,"7,3,11","8,10",2,1
2280,"6,4,7","10,10",2,-1
2281,"11,3,6","8,10",2,1
2282,"11,10","6,9,8",3,1
2282,"11,2","6,9,8",3,0
2283,"10,7,10","10,6,5",2,-1
2284,"4,11,11,4,10,9","4,2,6,7","1,1,1,1",-1
2285,"5,8,10","5,8,11,10",2,-1
2286,"4,10,6,2","6,2,10","1,1",-1
2287,"7,10,9","4,10,10",1,-1
2288,"11,10","10,3,9",0,1
2289,"11,3,9","10,8",2,-1
2290,"7,10,8","9,10",1,-1
2291,"11,7,11,3","10,4,8","1,1,0",0
2292,"11,10","10,10",0,1
2293,"9,7,8","6,4,8",1,-1
2294,"10,11","3,5,10",0,1
2295,"9,2","11,10",,-1
2296,"7,6","11,10",,-1
2297,"4,10,2","10,4,10",2,0
2298,"8,10","10,4,2,10",0,0
2299,"5,10,2,10","5,7,11,3,10","1,1",-1
2300,"10,11","10,7",0,1
2301,"2,3","4,2,11",0,-1
2302,"10,10","8,10",0,1
2303,"10,6,10","3,9,10",1,-1
2304,"5,3","8,10",0,-1
2305,"6,10,10","7,8,4",1,-1
2306,"6,5,11","10,7",2,-1
2307,"3,10,9","4,11,5",1,-1
2308,"10,3,8","2,10,5",1,1
2309,"6,8,5","10,5,3",2,1
2310,"6,9,5","6,9,3","1,0",1
2311,"10,10","7,8,10",0,0
2312,"5,4,2","10,10","3,2",-1
2312,"5,10","10,10","3,2",-1
2313,"7,11,6,9","10,2,5","1,1",-1
2314,"7,11,10","3,2,8,6","1,0",-1
2315,"9,10","4,7,5,10",0,0
2316,"5,8,4,10","5,7,7","1,1",-1
2317,"7,10,11,10","3,10,9","1,1",-1
2318,"7,2,10","10,2,3,5",2,-1
2319,"6,2,4","10,9",2,-1
2320,"4,7,4","5,3,11",2,-1
2321,"10,8,10","3,4,10",1,-1
2322,"11,10","7,2,10",0,1
2323,"7,9,4","10,6,10","1,0",0
2324,"10,11","8,5,9",0,1
2325,"11,6,6","7,10","1,0",-1
2326,"10,4","11,10",,-1
2327,"10,9","8,10",0,1
2328,"10,10","4,6,10",0,0
2329,"10,10","10,11",,-1
2330,"10,8","10,11",,-1
2331,"9,4,10","8,9",2,-1
2332,"7,9,3,5","7,10","1,1",-1
2333,"3,10,3,9","2,3,10,3","1,1",-1
2334,"11,6,10,10","9,9","1,1",-1
2335,"10,10","10,11",,-1
2336,"6,7,11","10,10",2,-1
2337,"3,8,5","10,7",2,-1
2338,"10,8,10","8,10",1,-1
2339,"6,7","5,5,4,6",0,-1
2340,"10,5,10","5,2,2,5,10",1,-1
2341,"9,10,2","10,10",1,1
2342,"2,11,10","10,2,9",2,-1
2343,"9,8,10","9,2,6",1,-1
2344,"8,6,3","10,5,10",2,0
2345,"3,6","9,11",0,-1
2346,"7,3,2","10,4,6",2,-1
2347,"5,2","10,10",0,-1
2348,"8,3,6","4,3,8,5",2,-1
2349,"10,5,6","2,5,10",1,1
2350,"4,2","10,8",0,-1
2351,"11,10,10","2,9,3,4",1,1
2352,"3,4","10,7",0,-1
2353,"2,9,7","11,8",2,-1
2354,"2,7,7,7","11,9","1,1",-1
2355,"10,4,5","8,10",2,1
2356,"4,10,5,2","3,10,6","1,1",1
2357,"2,6","6,3,5,6",0,-1
2358,"4,9,2","10,10",2,-1
2359,"10,3,4,10","4,10,10","1,1",-1
2360,"10,6,9","10,6,10",1,-1
2361,"3,11,10","11,5,7,10","3,2",0
2361,"3,10","11,5,7,10","3,2",0
2362,"10,9,2","10,10",1,1
2363,"2,5,9,4,11","10,3,9","1,1,1",1
2364,"11,7,10,10","10,10","1,1",-1
2365,"7,10,10","3,10,10","3,1",-1
2365,"7,11","3,10,10","3,1",0
2366,"6,9,10","10,7",2,-1
2367,"10,6,6","4,6,9",1,-1
2368,"3,4","8,8,8",0,0
2369,"11,10","5,11,4",0,1
2370,"9,3","10,11",,-1
2371,"2,10,10","11,6",2,-1
2372,"7,2","4,8,4,10",0,0
2373,"4,10,3,10","2,5,6,9","1,1",-1
2374,"7,10,4","5,10,10",1,1
2375,"9,10,11,2","7,4,10","1,1",-1
2376,"10,11","9,5,7",0,0
2377,"10,10,10","10,8",1,-1
2378,"8,2,10,10","11,4,10,2","1,1",-1
2379,"6,2","5,11,3",0,-1
2380,"9,11,5,3,10","7,6,4","1,1,1",-1
2381,"2,11,5,4,8,5","3,10,4","1,1,1,1",-1
2382,"10,6","11,10",,-1
2383,"8,10,5","10,10",1,-1
2384,"10,10,5","5,4,10",1,-1
2385,"10,10,10","2,10,7",1,-1
2386,"2,3","7,10",0,-1
2387,"8,10,10","3,10,6",1,-1
2388,"2,8,8","7,10",2,1
2389,"7,10,9","10,4,2,10",1,-1
2390,"10,10,3","10,2,10",1,-1
2391,"6,5,10","8,10",2,1
2392,"10,10,11","5,5,9",1,1
2393,"7,10","11,10",,-1
2394,"10,3","11,10",,-1
2395,"5,2","9,9",0,-1
2396,"9,5,8","11,7",2,-1
2397,"6,4,5","10,6,8",2,0
2398,"8,3,2","10,7",2,-1
2399,"6,7,11,9","2,8,4,2,10","1,1",-1
2400,"7,10,3,2","7,9,6","1,1",-1
2401,"11,7,9,3,2","10,3,4","1,1,1",-1
2402,"6,5,6","6,2,9",2,0
2403,"8,4,10","11,3,10,10",2,-1
2404,"4,3","6,7,10",0,0
2405,"5,11,8","9,7,10","1,0",0
2406,"4,10,11","10,8",2,-1
2407,"6,10","10,11",,-1
2408,"9,10,4","3,8,10",1,-1
2409,"9,4,10","7,11",2,-1
2410,"11,5,4","11,3,4",2,1
2411,"10,10,4","10,2,8",1,-1
2412,"11,10","3,3,4,4,6",0,1
2413,"3,10,3,10","2,6,7,7","1,1",-1
2414,"6,11,10,10","5,2,8,5","1,1",-1
2415,"5,9,7","10,10",2,1
2416,"10,6,2","10,10",2,-1
2417,"7,10,4","10,10",1,1
2418,"10,11","10,2,10",0,1
2419,"8,10,3","3,4,11",1,1
2420,"10,8,6","2,3,10,5",1,-1
2421,"10,5,6","10,5,10",2,1
2422,"5,8,3","9,9",2,-1
2423,"2,10,4","10,8",2,-1
2424,"7,9,10","2,2,10,10",1,-1
2425,"8,6,4,5","5,10,3","1,1",-1
2426,"10,2,10","10,5,8",2,-1
2427,"9,3,10","3,10,10",1,-1
2428,"7,10,7","2,5,10",1,-1
2429,"5,2","10,10",0,-1
2430,"2,4","10,2,8",0,-1
2431,"2,11,10","7,8,10",2,0
2432,"10,8,11,9","7,9,7","1,1",-1
2433,"10,8,10","9,4,11,4","3,1",-1
2433,"10,10","9,4,11,4","3,1",1
2434,"5,6,9","9,10",2,1
2435,"7,6,10","11,11,7",2,-1
2436,"10,5,6","10,10",2,1
2437,"7,9,6","10,2,8",2,-1
2438,"10,7,9","7,7,6",1,-1
2439,"4,7,4","10,6,5",2,-1
2440,"3,9,4","6,9,10",2,0
2441,"6,10,6","8,11",1,-1
2442,"8,11,2","10,6,3",1,1
2443,"5,3","9,11",0,-1
2444,"6,9,8","7,5,8",1,-1
2445,"10,3,6,10","3,5,9","3,1,1",-1
2445,"10,4","3,5,9","3,1,1",-1
2446,"2,10","11,10",,-1
2447,"10,10,5","3,10,10",1,-1
2448,"10,11","7,6,5",0,1
2449,"10,10,10","10,5,4",1,-1
2450,"11,4,2,9,6","3,2,6,10","1,1,1",-1
2451,"9,10,11,4","9,10","1,1",-1
2452,"7,10,4","9,10",1,1
2453,"10,11","6,11",0,1
2454,"5,9,7","10,10",2,1
2455,"9,3,6","6,7,3,4",2,-1
2456,"5,10,4,11,11","4,5,6,8","1,1,1",1
2457,"10,2,10","11,9",2,-1
2458,"4,8,10","10,9",2,-1
2459,"10,9,11,10","3,2,6,4,7","1,1",-1
2460,"10,8,7","10,6,10",1,-1
2461,"10,2,6,4","2,5,5,11,11,10","1,1",-1
2462,"8,10,10","10,10",1,-1
2463,"6,8","10,11",,-1
2464,"3,10,8","7,3,6,10",2,1
2465,"10,8,2,9","10,10","1,1",-1
2466,"10,10,3","10,9",1,-1
2467,"10,4,9","7,2,3,6",1,-1
2468,"8,6,2","10,9",2,-1
2469,"11,4,3,9,10","4,7,6","3,1,1,1",-1
2469,"11,8","4,7,6","3,1,1,1",1
2470,"10,10,5","10,8",1,-1
2471,"10,5,5","10,9",2,1
2472,"2,8,6","10,2,10",2,0
2473,"10,3,10","8,10",2,-1
2474,"9,4","10,11",,-1
2475,"5,10,5","10,10",2,0
2476,"7,6,10","11,7",2,-1
2477,"11,10,2","6,3,10","1,0",-1
2478,"10,2,2","10,5,2",2,-1
2479,"11,8,4,5,10","2,10,3,10","1,1,1",-1
2480,"3,2","9,9",0,-1
2481,"10,10,5","10,10",1,-1
2482,"5,7,2","10,2,9",2,-1
2483,"2,3","10,5,2",0,-1
2484,"11,8,10,4","5,10,6","1,1",-1
2485,"10,8,10","10,10",1,-1
2486,"8,10,4","8,6,7",1,-1
2487,"5,11,8","10,2,9",2,-1
2488,"9,3,4,10","3,10,11,4","1,1",-1
2489,"4,10,10","10,5,7",2,-1
2490,"11,7,10,8","10,5,9","1,1",-1
2491,"9,7,10","7,4,5,3",1,-1
2492,"11,3,2","10,8",2,-1
2493,"9,9,11,3","6,6,11,10","1,1",-1
2494,"9,11,8,5","10,6,7","1,1",-1
2495,"2,11,10","5,3,3,4,8",2,0
2496,"7,9,6","5,10,4",1,-1
2497,"10,7,9","10,10",1,-1
2498,"10,4,10","8,4,10",2,-1
2499,"9,10,3","3,5,10",1,-1
2500,"6,4","2,8,10",0,-1
2501,"5,8,11","5,3,10",2,-1
2502,"6,2,2","3,7,9",2,-1
2503,"2,6,10,2,3","10,3,5","1,1,1",-1
2504,"11,9,10,8","10,10","1,1",-1
2505,"6,2,3","5,10,9",2,0
2506,"5,10","10,11",,-1
2507,"10,10,3","6,10,8",1,-1
2508,"11,3,4","10,9",2,-1
2509,"10,5,10","7,10",1,-1
2510,"7,10,11,10","8,6,10","1,1",-1
2511,"9,6,7","10,10",2,-1
2512,"5,10,4,10","6,4,9","1,1",-1
2513,"8,8","11,10",,-1
2514,"10,10,7","4,10,5",1,-1
2515,"10,10,8","9,10",1,-1
2516,"10,11,3","10,10","1,0",-1
2517,"11,2,7,2,10","2,6,6,6","1,1,1",-1
2518,"4,10,10","8,4,11,8",2,-1
2519,"6,10,10","6,4,6,2",1,-1
2520,"10,3,10","8,10",2,-1
2521,"10,6,9","7,3,4,10",1,-1
2522,"5,10,10","3,10,10",1,-1
2523,"10,10,10","2,2,3,4,9",1,-1
2524,"9,4","11,10",,-1
2525,"8,4,5,2,4","3,5,10","3,1,1,1",-1
2525,"8,2","3,5,10","3,1,1,1",-1
2526,"10,10","11,10",,-1
2527,"10,7,11,10","3,9,7","1,1",-1
2528,"10,10,10","5,9,10",1,-1
2529,"11,3,6","10,7",2,1
2530,"10,4,10","10,10",2,-1
2531,"8,11,6,9","8,10","1,1",-1
2532,"5,10,10","6,7,2,8",1,-1
2533,"5,7,10","9,4,3,6",2,-1
2534,"5,3","2,10,10",0,0
2535,"11,3,4","8,10",2,0
2536,"10,2,10","5,10,10",2,-1
2537,"11,5,8,8","4,10,7","1,1",-1
2538,"4,11,11,10,6","2,6,8,9","1,1,1",-1
2539,"11,2,10,5,10","3,7,3,6","1,1,1",-1
2540,"3,10,7","6,2,2,10",2,0
2541,"9,7,9","4,4,11",1,-1
2542,"5,7,11","10,4,6",2,-1
2543,"4,10,2","9,9",2,-1
2544,"9,8,4","2,5,9,6",1,1
2545,"11,10","10,10",3,1
2545,"11,8","10,10",3,-1
2546,"7,2,7","10,6,10",2,0
2547,"3,8,6","10,10",2,-1
2548,"5,11,4,9,7","6,9,6","1,1,1",-1
2549,"5,11,11","10,4,4",2,-1
2550,"5,10,11,6","4,10,8","1,1",-1
2551,"4,8,11","10,10",2,-1
2552,"7,3,8","5,10,10",2,0
2553,"8,7,10","6,10,10",1,-1
2554,"11,10,10","10,5,10",1,1
2555,"5,11,2","10,7",2,1
2556,"7,5,2,2,10","2,8,10","1,1,1",-1
2557,"3,10,10","8,3,10",2,-1
2558,"3,8,6","8,9",2,0
2559,"5,4,10","10,6,2",2,1
2560,"2,9","2,6,9",0,-1
2561,"8,11,10,6","9,4,2,10","1,1",-1
2562,"10,6,5","10,6,6",2,1
2563,"10,5,10","8,11",2,-1
2564,"5,7,3","8,8,4",2,-1
2565,"4,10,10","10,10",2,-1
2566,"8,3,10","3,10,7",2,1
2567,"7,10,10","10,6,7",2,-1
2568,"4,8,9","10,10",2,1
2569,"5,9,10","10,3,10","3,2",-1
2569,"5,3","10,3,10","3,2",0
2570,"2,6","11,10",,-1
2571,"2,10,4","10,10",2,-1
2572,"10,9,9","7,11",1,-1
2573,"4,7,3","8,10",2,-1
2574,"9,4","11,10",,-1
2575,"10,10,10","10,3,10",1,-1
2576,"10,2,10","7,10",2,-1
2577,"4,9,7","11,5,2",2,1
2578,"11,10","10,10",0,1
2579,"11,7,9,6","4,8,10","1,1",-1
2580,"6,5","2,7,3,10",0,0
2581,"6,10,10","10,4,7",2,-1
2582,"5,11,10","10,8","3,2",-1
2582,"5,8","10,8","3,2",-1
2583,"2,4","2,10,10",0,0
2584,"4,8,10","8,3,10",2,-1
2585,"9,11,10,7","10,5,10","1,1",-1
2586,"10,5,9","5,3,10",1,-1
2587,"11,10","7,7,8",0,1
2588,"10,2,2","9,10",2,-1
2589,"6,8,10","5,10,11,3","3,1",-1
2589,"6,10","5,10,11,3","3,1",-1
2590,"9,10,8","4,7,10",1,-1
2591,"5,6,10","4,10,11,4",2,1
2592,"4,7,3","8,3,7",2,-1
2593,"7,10,6","6,9,5",1,-1
2594,"10,10","3,8,11,10",0,0
2595,"3,10,6","9,8",2,1
2596,"5,8,11","10,3,2,5",2,-1
2597,"10,10","10,5,10",0,0
2598,"2,10,3","7,2,4,11,10",2,0
2599,"2,10,9","9,10",2,1
2600,"8,9,6","6,10,10",1,-1
2601,"9,10,10","9,3,10",1,-1
2602,"5,8,10","11,8",2,-1
2603,"10,7,11","10,3,6",2,-1
2604,"4,10,2","9,10",2,-1
2605,"10,8,5","11,6",2,-1
2606,"2,10,8","11,7","3,2",1
2606,"2,4","11,7","3,2",-1
2607,"11,10","7,10",0,1
2608,"2,8,5","4,9,8",2,-1
2609,"3,10,10","8,5,2,2",2,-1
2610,"6,3,10","10,10",2,-1
2611,"5,10,9","3,11,8,10",1,-1
2612,"11,4,6","10,2,2,6",2,1
2613,"11,11,5","6,10,10",2,0
2614,"4,7,10","7,8,11,3",2,1
2615,"2,5,10","3,10,6",2,-1
2616,"6,8,10","8,4,11,2,3",2,-1
2617,"4,5,9","6,10,9",2,0
2618,"7,4,6","3,8,10",2,-1
2619,"7,10,2","9,9",2,1
2620,"7,10,3","5,8,10","1,0",0
2621,"10,2,10","10,10",2,-1
2622,"3,10","11,10",,-1
2623,"8,7,10","10,10",2,-1
2624,"4,6,3","10,9",2,-1
2625,"8,10,10","10,3,7",2,-1
2626,"7,2,4","3,10,6",2,-1
2627,"10,5,3","10,2,7",2,-1
2628,"6,5,11","10,6,6",2,0
2629,"8,10,3","6,10,11",1,1
2630,"5,4,9","9,10",2,-1
2631,"7,10,11,9","7,5,3,4","1,1",-1
2632,"7,11,8","10,2,8",2,-1
2633,"9,6,4","11,2,10,5",2,1
2634,"4,9,7","8,9",2,1
2635,"10,4,8","5,11,6,3,10",1,-1
2636,"10,5,7","4,10,3",1,-1
2637,"10,11","2,10,10",0,1
2638,"10,10","10,3,9",0,0
2639,"5,6,5","8,10",2,-1
2640,"10,7,11","11,6",2,1
2641,"9,4,9","7,7,5",2,-1
2642,"4,2","7,10",0,-1
2643,"5,3,10","10,9",2,-1
2644,"10,10","11,6",0,1
2645,"3,10,3","10,5,9",2,0
2646,"9,2,8","7,10",2,1
2647,"8,10,10","7,7,7",1,-1
2648,"10,10","10,5,10",0,0
2649,"9,3,10","7,10",2,-1
2650,"2,8,5","3,3,11",2,-1
2651,"10,9","8,4,10",0,0
2652,"5,6,9","7,4,10",2,-1
2653,"3,2","2,9,4,8","3,0",0
2653,"3,9","2,9,4,8","3,0",0
2654,"6,9,6","4,9,5",1,1
2655,"11,5,2","10,10",2,-1
2656,"8,6,10","11,2,3,2",2,-1
2657,"10,7,5","5,3,6,10",1,-1
2658,"2,8,7","10,6,10",2,0
2659,"10,11","10,4,2,3",0,1
2660,"4,10,7","11,9",2,1
2661,"10,4,5","5,10,10","1,0",0
2662,"2,5","9,10",0,-1
2663,"2,10,10","4,3,10",2,-1
2664,"4,10,8","10,10",2,-1
2665,"11,10","10,10",0,1
2666,"9,9,6","9,3,10",1,-1
2667,"11,8","11,4,3",0,1
2668,"3,7,10","10,4,11,4",2,1
2669,"10,10","7,10",0,1
2670,"7,2,8","10,10",2,-1
2671,"6,8,10","7,2,11",2,-1
2672,"5,8,10","4,2,4,2,10",1,-1
2673,"8,11","10,10",0,-1
2674,"9,7,10","10,10",2,-1
2675,"10,10","7,5,10",0,0
2676,"10,11","10,11",,-1
2677,"4,10,11,10","3,11,8,8","1,1",-1
2678,"2,11,8","5,9,5",2,1
2679,"10,10","10,10",0,0
2680,"11,6,8","10,10",2,-1
2681,"10,3,11","10,3,3,10",2,0
2682,"2,8,10","9,10",2,1
2683,"11,2,4,9,10","2,4,3,11","1,1,1",-1
2684,"6,8,7","6,2,2,6,5",2,0
2685,"10,5,3","10,10",2,-1
2686,"10,10,11","4,10,10",1,1
2687,"7,10,10","5,10,8","3,1",-1
2687,"7,8","5,10,8","3,1",0
2688,"9,4,10","10,5,9",2,-1
2689,"6,2,2","5,7,10",2,0
2690,"10,7,8","11,11,4,2",2,-1
2691,"2,3","9,11",0,-1
2692,"8,10","10,11",,-1
2693,"11,9,10,10","9,7,8","1,1",-1
2694,"10,8,10","2,10,8","3,1",-1
2694,"10,6","2,10,8","3,1",-1
2695,"5,10,4","10,9",2,0
2696,"10,9,10","9,10",1,-1
2697,"8,11","11,10",,-1
2698,"3,10","6,9,8",0,0
2699,"10,7,3","11,11,4,10,5",2,-1
2700,"5,10,5,6","3,10,8","1,1",-1
2701,"11,4,10","10,7","3,2",-1
2701,"11,10","10,7","3,2",1
2702,"5,10,4","7,3,10",2,-1
2703,"10,3,8","10,10",2,1
2704,"4,10","11,10",,-1
2705,"10,7,9","11,7",2,-1
2706,"9,11,10,2","10,10","1,1",-1
2707,"2,5","10,10",0,-1
2708,"2,4","6,5,8",0,-1
2709,"2,3","8,4,10",0,0
2710,"10,9,10","10,9",2,-1
2711,"2,3","3,10,7",0,-1
2712,"6,10,2","10,6,9","3,2",0
2712,"6,10","10,6,9","3,2",0
2713,"5,3","2,9,10",0,-1
2714,"5,10,3,10","5,11,2","1,1",-1
2715,"10,10,7","10,4,9",1,-1
2716,"8,10,4","4,8,6",1,-1
2717,"4,10,10","9,10",2,-1
2718,"8,6,11,4,9","2,2,10,10","1,1,1",-1
2719,"10,10,2","7,10",1,-1
2720,"11,7,6","5,3,7,6","1,0",-1
2721,"9,6,10","3,11,2,10,4",1,-1
2722,"8,4,5","3,2,6,2,11,5",2,-1
2723,"10,10,10","3,9,10",1,-1
2724,"6,10,3","8,6,5",2,0
2725,"10,7,6","10,5,7",2,-1
2726,"6,2,11","6,3,10",2,0
2727,"11,6,11,7,10","7,11","1,1,1",-1
2728,"2,10","10,11",,-1
2729,"10,10,3","5,5,10",1,-1
2730,"5,4,7","10,10",2,-1
2731,"2,6,3","4,9,5",2,-1
2732,"10,10,10","8,7,6",1,-1
2733,"8,4,7","4,8,9",2,-1
2734,"4,7,10","8,3,10",2,0
2735,"10,9,6","8,6,10",1,-1
2736,"4,9","10,11",,-1
2737,"3,8,10","7,5,3,10",2,1
2738,"4,2","10,7",0,-1
2739,"9,8,3","10,10",2,0
2740,"7,10,10","9,2,10",2,-1
2741,"9,2,11","10,10",2,-1
2742,"2,10,10","10,7",2,-1
2743,"9,4,11","10,7",2,-1
2744,"4,11,10,5,5","3,10,6","1,1,1",-1
2745,"11,7,10,9","6,3,3,10","1,1",-1
2746,"6,10,8","2,6,11",1,-1
2747,"4,11,10,7","2,10,7","1,1",-1
2748,"10,11,8,8","8,2,6,10","1,1",-1
2749,"11,10,5","10,10","1,0",-1
2750,"11,10","10,5,10",3,1
2750,"11,2","10,5,10",3,0
2751,"2,6,4","10,10",2,-1
2752,"10,9,9","10,3,9","3,2",-1
2752,"10,5","10,3,9","3,2",0
2753,"3,11,10","5,7,8",2,-1
2754,"6,10,5","5,4,10",1,1
2755,"2,4","11,2,8",0,-1
2756,"8,10,2","10,8",2,1
2757,"8,6,10","10,4,2,10",2,-1
2758,"3,9,10","4,6,10",2,-1
2759,"10,5,11","9,4,10",2,0
2760,"10,10,8","8,2,4,10",1,-1
2761,"11,10","3,10,4",0,1
2762,"3,8,5","10,10",2,-1
2763,"7,4,10","10,5,5",2,1
2764,"10,8,4","5,10,2",1,-1
2765,"10,10,9","5,6,8",1,-1
2766,"10,2,5","10,10","3,3,2",-1
2766,"10,4","10,10","3,3,2",-1
2766,"10,6","10,10","3,3,2",-1
2767,"2,11,7","10,2,5",2,1
2768,"3,6,9","11,9",2,-1
2769,"3,5","10,8",0,-1
2770,"8,6,7","10,3,7",2,1
2771,"5,2","2,7,4,10",0,0
2772,"2,6","9,10",0,-1
2773,"3,8,9","10,4,7","3,2",-1
2773,"3,10","10,4,7","3,2",-1
2774,"10,6,4","10,3,11,11,10",2,0
2775,"7,10,10","4,10,10",1,-1
2776,"10,11,2","10,10","1,0",-1
2777,"10,7,4","11,4,5",2,1
2778,"3,2","9,8",0,-1
2779,"4,10,2","9,3,11,2,10",2,0
2780,"9,6,5","10,10",2,0
2781,"10,9,7","10,10","3,2",-1
2781,"10,10","10,10","3,2",0
2782,"2,4","2,6,10",0,-1
2783,"9,10,10","10,4,9",2,-1
2784,"11,2,11","10,8",2,-1
2785,"10,6,9","10,10",2,-1
2786,"10,10,3","4,10,3",1,-1
2787,"4,6","10,11",,-1
2788,"7,5","3,9,8",0,-1
2789,"10,10,11","11,7",2,1
2790,"9,11,11","10,9",1,1
2791,"4,10,10","10,4,5",2,-1
2792,"9,7,4","11,11,8",2,0
2793,"10,11","7,8,10",0,1
2794,"10,8,11,2","6,7,11,10","1,1",1
2795,"10,9,10","6,11",1,-1
2796,"2,9,10","10,5,10",2,1
2797,"11,9,6,6","7,7,3","1,1",-1
2798,"7,3,10","8,10",2,1
2799,"11,10","10,2,3,7",0,1
2800,"9,4","4,2,4,3,3,8",0,0
2801,"10,3,6","10,2,5",2,1
2802,"10,10,5","3,10,3,4",1,-1
2803,"10,9,6","5,10,10",1,-1
2804,"8,10,5","10,8",2,-1
2805,"9,4,6","5,2,8,3",2,1
2806,"8,5,9","9,4,10","3,2",-1
2806,"8,5","9,4,10","3,2",0
2807,"3,10","11,10",,-1
2808,"8,6,11,10","2,10,10","1,1",-1
2809,"3,7","3,11,3",0,-1
2810,"4,2","6,5,10",0,-1
2811,"4,9,11","8,7,7",2,0
2812,"5,10,2,3,10","5,7,9","1,1,1",-1
2813,"8,7,10","8,8,5",2,-1
2814,"6,11,9,9","3,9,10","1,1",-1
2815,"10,3","11,10",,-1
2816,"9,10,10","2,2,10,5",1,-1
2817,"3,10,10","10,4,7",2,-1
2818,"10,7,3,2","6,4,7","1,1",-1
2819,"8,6,8","2,5,7,3",1,-1
2820,"10,10,10","10,10",1,-1
2821,"11,6,10","10,7",2,0
2822,"10,5,10","4,9,8",1,-1
2823,"6,10,10","7,11",2,-1
2824,"10,11","8,10",0,1
2825,"10,11,4,4,5","4,3,3,9","1,1,1",-1
2826,"10,10,6","10,10",1,-1
2827,"10,6","11,10",,-1
2828,"7,8,2,2,6","5,4,10","1,1,1",-1
2829,"4,10,10","10,10","3,2",-1
2829,"4,4","10,10","3,2",-1
2830,"2,10,10","5,2,5,3,9",2,-1
2831,"9,10,11,10","9,2,10","3,1,1",-1
2831,"9,10","9,2,10","3,1,1",-1
2832,"11,5,6","10,2,4,2",2,-1
2833,"2,10,9","10,6,10",2,1
