round,player_hand,dealer_hand,actions,result
80,"2,10,10","10,6,10",2,-1
81,"6,8,3","10,7",2,0
82,"4,10,10","8,8,7",2,-1
83,"10,10","10,4,11,9",0,0
84,"10,6,9","10,2,5",2,-1
85,"9,8,9","4,11,5",1,-1
86,"11,9","3,7,3,10","3,0",0
86,"11,4","3,7,3,10","3,0",0
87,"11,6,7","6,7,2,7","1,0",0
88,"4,7,10","8,2,2,10",2,1
89,"7,9,10","6,4,5,10",1,-1
90,"3,6,10","2,7,11",2,-1
91,"4,11,10","7,10",2,-1
92,"11,10","11,6",0,1
93,"8,10,2","3,6,3,9","1,0",-1
94,"2,10,11","3,10,9",2,0
95,"6,5,5","2,5,9,10",2,0
96,"10,4,4","9,7,10",2,0
97,"10,10","4,2,11",0,1
98,"10,11","5,10,8",0,1
99,"10,11","10,10",0,1
100,"2,8,4","8,10",2,-1
101,"10,8,6","10,10",2,-1
102,"9,8,6","5,5,5,10",1,-1
103,"8,10,10","4,10,3",1,-1
104,"11,4","10,11",,-1
105,"3,8,10","5,2,8,8",2,1
106,"3,8,8","6,8,10",2,0
107,"10,2,3","6,8,10",2,0
108,"10,10","8,8,7",0,0
109,"3,10,3","10,3,4","3,2",-1
109,"3,10","10,3,4","3,2",-1
110,"10,10","11,7",0,1
111,"10,10","4,3,9,2",0,1
112,"5,8,4","8,3,9",2,-1
113,"8,5,2","6,10,2",2,-1
114,"2,7","10,11",,-1
115,"4,3,10","10,2,3,10",2,0
116,"3,10,4","4,10,10",2,0
117,"6,7,4","6,10,5",2,-1
118,"11,3,6","9,10",2,1
119,"10,4,10","7,5,10",2,-1
120,"10,8","11,4,3",0,0
121,"2,10,10","9,10",2,-1
122,"10,5","10,11",,-1
123,"3,10","10,11",,-1
124,"2,3","9,10","3,0",-1
124,"2,3","9,10","3,0",-1
125,"3,11,10","10,10",2,-1
126,"10,10","10,8",0,1
127,"11,7,10,8","5,10,8","1,1",-1
128,"10,5,4","10,2,9",2,-1
129,"11,5,7","4,4,3,10","1,0",-1
130,"2,3","9,7,10",0,0
131,"10,2,6","6,6,11,10",2,0
132,"10,7,3","7,2,11","1,0",0
133,"11,5,11,6","3,10,4","1,1,0",-1
134,"4,9,10","10,7",2,-1
135,"7,2,10","7,9,6",2,0
136,"5,10,10","8,10",2,-1
137,"10,3,2","8,5,2,11,6",2,0
138,"10,10","5,3,8,9",0,0
139,"10,10","6,4,10",0,0
140,"6,2,9","10,10",2,-1
141,"7,2,10","5,5,6,5",2,-1
142,"10,5,10","2,4,7,9",1,-1
143,"2,9,10","5,8,3,11",2,1
144,"2,10,10","7,11",2,-1
145,"7,4,8","8,11",2,0
146,"10,8,10","8,3,6",1,-1
147,"4,3,10","9,6,6",2,-1
148,"10,10","7,10",0,1
149,"3,4,10","8,3,10",2,-1
150,"10,7,10","10,4,8",2,-1
151,"3,11,11","10,7",2,-1
152,"3,9,6","10,10",2,-1
153,"2,8,4","5,10,10","3,2",0
153,"2,6","5,10,10","3,2",0
154,"7,6,7","10,2,4,10",2,0
155,"11,9","9,10",0,1
156,"10,8","10,7",0,1
157,"9,11","8,3,7",0,1
158,"10,10","9,10",0,1
159,"10,10","4,10,10",0,0
160,"9,4,11","4,11,3",2,-1
161,"5,7,9","5,10,10",2,1
162,"6,10,2,6","5,10,11,5","1,1",-1
163,"10,5","10,11",,-1
164,"10,11","10,3,4",0,1
165,"3,10,8","8,10",2,1
166,"6,9,10","8,10",2,-1
167,"2,6,5","5,4,2,10",2,-1
168,"6,10,10","4,11,4",1,-1
169,"10,11","11,7",0,1
170,"6,10,3","10,10",2,-1
171,"10,5,9","4,9,5",1,-1
172,"10,2,8","3,10,10",2,0
173,"5,9,3","8,10",2,-1
174,"5,8,5","10,10",2,-1
175,"10,6,9","5,7,10",1,-1
176,"3,7,4","9,10",2,-1
177,"10,10","10,8",0,1
178,"11,5,5","7,10",1,1
179,"6,2,10","10,7","3,2",1
179,"6,2","10,7","3,2",-1
180,"8,10,11","7,7,11,9","1,0",0
181,"11,4,5","2,10,2,4","1,0",1
182,"10,10","2,7,10",0,1
183,"10,7,3","3,5,7,10","1,0",0
184,"9,6","10,11",,-1
185,"10,2,7","7,2,8",2,1
186,"10,3,9","4,7,10",2,-1
187,"10,2","10,11",,-1
188,"10,10","10,10",0,0
189,"9,7,10","3,6,8",1,-1
190,"9,5","3,10,5",0,-1
191,"10,10","7,10",0,1
192,"8,9,3","3,4,10","1,0",1
193,"8,11","5,10,3",0,1
194,"4,10,2","11,6",2,-1
195,"2,6,10","8,9",2,1
196,"8,10","10,9",0,-1
197,"9,8,10","5,2,10",1,-1
198,"6,4,6","10,5,4",2,-1
199,"2,11,2","7,10",2,-1
200,"10,4,7","11,7",2,1
201,"10,4,10","9,7,10",2,-1
202,"10,4,2","10,9",2,-1
203,"10,4,8","8,2,6,2",2,-1
204,"5,11,5","10,10",2,1
205,"9,10","10,7",0,1
206,"11,10","11,10",,-1
207,"4,9,5","6,5,11,11,8",2,-1
208,"4,10,3","10,8",2,-1
209,"7,2,2","3,6,10",2,-1
210,"7,6,2","10,2,8",2,-1
211,"6,8","3,2,8,10",0,0
212,"9,11","3,10,2,3",0,1
213,"5,10,11","10,10",2,-1
214,"6,5","11,10",,-1
215,"10,7,10","10,10",2,-1
216,"10,8,3","3,9,5",1,1
217,"5,10,10","4,4,6,10",1,-1
218,"9,9,10","8,10",1,-1
219,"7,10","10,11",,-1
220,"8,5,10","4,10,9",2,-1
221,"10,2,2","8,10",2,-1
222,"2,7,7","9,4,7",2,-1
223,"10,10","5,11,10,5",0,-1
224,"6,2,8","6,2,11",2,-1
225,"3,6,10","7,11",2,1
226,"4,3,3","5,10,10",2,0
227,"10,8,2","6,5,10","1,0",-1
228,"9,10","10,8",0,1
229,"10,8","10,4,9",0,0
230,"9,8,8","10,10",2,-1
231,"8,11,5,5,10","4,10,9","1,1,1",-1
232,"5,9","2,2,9,7",0,-1
233,"10,10","10,5,10",0,0
234,"3,11,10","8,4,10",2,0
235,"10,7,10","9,10",1,-1
236,"10,4","2,4,10,6",0,0
237,"10,10","5,10,11,10",0,0
238,"11,10","8,10",0,1
239,"5,4,2","10,7",2,-1
240,"10,10","3,8,2,7",0,0
241,"10,5,6","7,10",1,1
242,"4,5,4","11,9",2,-1
243,"2,8,6","6,10,10",2,0
244,"7,6,10","6,6,10",2,-1
245,"6,10,5","9,4,11,9",2,1
246,"2,3","11,3,8,10",0,0
247,"10,3,4","11,7",2,-1
248,"7,10,5","10,10",2,-1
249,"10,6,10","8,7,10",1,-1
250,"11,6,9,10","4,9,7","1,1",-1
251,"10,2,5","10,2,11,6",2,-1
252,"10,7,10","5,9,10",1,-1
253,"3,8,9","8,10",2,1
254,"8,11,2","6,10,10",1,1
255,"4,8,5","10,3,10",2,0
256,"9,11","2,5,10",0,1
257,"6,10,3","9,10",2,0
258,"10,10","2,9,5,7",0,0
259,"4,8,4","10,3,4",2,-1
260,"10,10","11,10",,-1
261,"10,8","10,10",0,-1
262,"7,10,8","5,11,8,3",1,-1
263,"10,9,2","5,10,10",1,1
264,"11,10","11,10",,-1
265,"3,4","7,2,10",0,-1
266,"10,7,10","9,4,5",1,-1
267,"11,7,10,6","4,9,2,10","1,1",-1
268,"10,10","9,8",0,1
269,"11,2,2","9,11",2,-1
270,"10,10","10,11",,-1
271,"11,3,9","4,3,10","1,0",-1
272,"11,2,4","9,6,7",2,0
273,"5,7,3","10,6,2","3,2",-1
273,"5,6","10,6,2","3,2",-1
274,"2,3","10,7",0,-1
275,"8,4,2","10,10",2,-1
276,"3,4","10,10",0,-1
277,"8,10,6","10,10",1,-1
278,"10,7,2,5","5,6,10","1,1",-1
279,"6,8,11","7,6,5",2,-1
280,"5,7,4","3,8,3,7",2,-1
281,"5,6,10","9,7,3","3,2",1
281,"5,4","9,7,3","3,2",-1
282,"5,9,7","10,8",2,1
283,"5,7,3","9,2,10",2,-1
284,"8,10,8","10,4,10",1,-1
285,"4,2","3,2,5,11","3,0",-1
285,"4,2","3,2,5,11","3,0",-1
286,"10,8,5","11,2,8",2,-1
287,"5,10,11,4","5,10,6","1,1,0",-1
288,"10,10","6,10,10",0,0
289,"10,10","5,10,4",0,1
290,"3,7,10","8,6,6",2,0
291,"2,10,9","7,8,9",2,1
292,"4,2,10","8,6,3",2,-1
293,"7,10,8","8,8,8",1,-1
294,"10,4","3,3,2,10",0,-1
295,"10,10","10,3,11,5",0,1
296,"5,4,10","6,7,4",2,1
297,"10,7,5","10,5,10",2,-1
298,"7,6,11","3,10,10",2,0
299,"5,7,7","10,3,4","3,2",1
299,"5,3","10,3,4","3,2",-1
300,"10,9","10,4,10",0,0
301,"10,10","11,9",0,0
302,"10,11","9,3,8",0,1
303,"6,2,11","2,10,10",2,0
304,"9,10","10,10",0,-1
305,"6,3,3","10,3,4",2,-1
306,"8,10,7","6,4,10",1,-1
307,"10,5,6","10,3,8",2,0
308,"10,3,6","10,8",2,1
309,"10,9,4","7,8,11,5",1,-1
310,"2,10,5","8,9",2,0
311,"3,10,7","9,10",2,1
312,"10,7,3","7,4,3,7","1,0",-1
313,"8,10,2","10,9","1,0",1
314,"10,10","10,2,5",0,1
315,"8,10,2","2,11,9,9","1,0",-1
316,"6,3,6","10,4,7","1,0",-1
317,"2,3","9,7,10",0,0
318,"11,10","6,4,7",0,1
319,"9,7,4","10,10",2,0
320,"6,10,4","7,6,5","1,0",1
321,"9,8,10","2,10,3,10",1,-1
322,"2,11","2,6,2,10",0,-1
323,"8,8,11,10","3,10,10","1,1",-1
324,"3,4,10","4,4,9",2,0
325,"10,5,2","10,10",2,-1
326,"11,8","10,2,10",0,0
327,"11,11,10","6,10,10",2,0
328,"3,10,10","10,8",2,-1
329,"11,7,11","10,10","1,0",-1
330,"10,10","6,2,5,2,2",0,1
331,"11,4,4","9,6,10","3,2",0
331,"11,10","9,6,10","3,2",1
332,"9,10","10,6,11",0,1
333,"10,10","10,10",0,0
334,"10,10","6,9,10",0,0
335,"8,5,3","10,10",2,-1
336,"5,4,10","3,8,3,9",2,0
337,"2,5,10,11,4","10,10","1,1,1",-1
338,"3,11","11,10",,-1
339,"2,4","7,10",0,-1
340,"10,2,4","8,10",2,-1
341,"10,10","10,10",0,0
342,"7,10","10,11",,-1
343,"7,5,3","10,10",2,-1
344,"3,4,10,10","10,7","1,1",-1
345,"10,9","6,4,2,10",0,0
346,"4,2","7,5,4,3","3,0",-1
346,"4,8","7,5,4,3","3,0",-1
347,"3,6","11,10",,-1
348,"9,10","10,10",0,-1
349,"3,4,2,7","11,5,10,10","1,1,0",0
350,"8,6,11","7,11",2,-1
351,"4,7,9","10,10","3,2",0
351,"4,2","10,10","3,2",-1
352,"5,10,6","5,9,6",1,1
353,"10,7,3","10,5,8",2,0
354,"9,9,10","4,5,3,2,4",1,-1
355,"10,6,9","9,8",2,-1
356,"6,2,10","9,5,8",2,0
357,"4,8","11,10",,-1
358,"9,8,4","9,5,10",1,1
359,"2,10,5","10,9",2,-1
360,"7,11,6","10,5,5","1,0",-1
361,"9,10,10","5,10,7",1,-1
362,"10,3,6","4,9,6",2,0
363,"5,3,8","10,5,9",2,0
364,"2,9,10","6,10,8",2,1
365,"11,4,11","9,7,3",2,-1
366,"5,11,10,10","6,10,3","1,1",-1
367,"8,2,3","6,11",2,-1
368,"10,3,10","3,9,11,11,8",2,-1
369,"11,10","4,8,10",0,1
370,"10,11","7,3,8",0,1
371,"10,11","10,7",0,1
372,"10,10","10,10",0,0
373,"2,8,6","2,10,7","3,3,2",-1
373,"2,4","2,10,7","3,3,2",-1
373,"2,5","2,10,7","3,3,2",-1
374,"10,6,10","11,9",2,-1
375,"3,9,8","4,9,8",2,-1
376,"10,10","10,6,2",0,1
377,"10,7,9","2,3,9,10",1,-1
378,"8,3","11,10",,-1
379,"10,10","2,4,5,2,8",0,-1
380,"9,7,5","10,8",2,1
381,"4,5,10","2,2,6,11",2,-1
382,"10,10","6,10,4",0,0
383,"9,4,5","6,6,2,6",2,-1
384,"10,8,2","2,7,10","1,0",1
385,"4,10,9","4,4,8,3",1,-1
386,"10,8,10","5,6,5,9",1,-1
387,"10,10","7,7,3",0,1
388,"10,3,10","10,4,4",2,-1
389,"6,11,7,2,3","6,10,10","1,1,1,0",0
390,"10,8,8","9,10",1,-1
391,"4,5,5","5,10,10",2,0
392,"6,10,2,3","2,2,2,9,8","1,1",1
393,"10,11","9,10",0,1
394,"6,10,4","10,9",2,1
395,"3,7,5","10,9",2,-1
396,"4,11,8","5,6,3,10","1,0",0
397,"5,10","11,10",,-1
398,"6,11,11,8,10","2,8,10","1,1,1",-1
399,"10,6,11","10,8",2,-1
400,"11,3,8","6,3,6,8","1,0",0
401,"11,7,10,10","5,9,10","1,1",-1
402,"5,5","10,11",,-1
403,"5,10","10,11",,-1
404,"7,2","11,10",,-1
405,"9,3,2","10,3,10",2,0
406,"10,11","2,6,4,10",0,1
407,"10,3,7","10,10",2,0
408,"6,4","11,10",,-1
409,"11,9","10,9",0,1
410,"10,10,10","7,9,2",2,-1
411,"10,4,10","10,4,4",2,-1
412,"10,9","5,8,3,10",0,0
413,"6,7","10,11",,-1
414,"9,10","7,7,5",0,0
415,"7,4","10,11",,-1
416,"5,3","11,10",,-1
417,"4,10,5","9,11",2,-1
418,"10,2,11","10,10",2,-1
419,"10,7,9","3,10,10",1,-1
420,"5,10,10","11,6",2,-1
421,"10,9","5,2,10",0,1
422,"9,5,4,7","3,7,6,10","1,1",-1
423,"4,10,8","5,5,3,11,3",1,-1
424,"2,7,8","10,4,3",2,0
425,"10,10","7,10",0,1
426,"10,10","3,9,5",0,1
427,"7,6,10","8,5,7",2,-1
428,"10,9","8,10",0,1
429,"4,9,8","10,3,9",2,1
430,"11,7,10,10","3,10,8","3,1,1",-1
430,"11,10","3,10,8","3,1,1",0
431,"4,10,3","9,8","3,2",0
431,"4,2","9,8","3,2",-1
432,"7,10,10","4,4,10","3,1",-1
432,"7,11","4,4,10","3,1",0
433,"11,10","4,7,8",3,1
433,"11,6","4,7,8",3,-1
434,"10,8","7,3,4,10",0,0
435,"10,6,11","10,6,7",2,0
436,"10,6,10","4,4,7,3",2,-1
437,"9,11","2,9,10",0,-1
438,"8,2,3","5,2,6,5",2,-1
439,"10,3","2,8,6,10",0,0
440,"8,2","11,10",,-1
441,"11,2","11,10",,-1
442,"5,10,10","7,2,7,3",1,-1
443,"9,10,6","3,11,11,11,3",1,-1
444,"4,9,10","9,10",2,-1
445,"4,7,10","9,10",2,1
446,"4,11,9","10,6,10",2,0
447,"8,9,3","4,2,8,11,10","1,0",0
448,"10,10","6,2,8,2",0,1
449,"6,2,11","10,10",2,-1
450,"10,6,2,10","6,5,6","1,1",-1
451,"10,6,11,2,4","2,10,6","1,1,1",-1
452,"10,8,6","3,10,7",1,-1
453,"5,10,10","9,5,2,10",2,-1
454,"2,10,6","10,10",2,-1
455,"9,10,9","5,5,10",1,-1
456,"10,11","10,3,11,2,3",0,1
457,"5,6,9","9,10",2,1
458,"10,4,10","6,10,10",2,-1
459,"11,10","11,11,10,3,6",0,0
460,"2,11,10","8,10",2,-1
461,"8,6,5","8,4,10",2,0
462,"2,4","5,11,10,5",0,-1
463,"9,2,6","5,8,10",2,0
464,"10,10","5,10,2",0,1
465,"10,7,10","3,4,9,10",1,-1
466,"6,11,9,10","6,2,8,3","1,1",-1
467,"9,10","10,2,11,10",0,0
468,"10,8,9","7,11",1,-1
469,"4,7,3","10,10",2,-1
470,"8,7,8","11,7",2,-1
471,"7,4,8","4,9,6",2,0
472,"10,9","10,8",0,1
473,"10,3,5","5,4,4,4",2,1
474,"3,6,7","5,3,4,11,5",2,-1
475,"3,2","4,7,9",0,-1
476,"10,5,10","4,5,3,7",1,-1
477,"10,10","8,2,10",0,0
478,"8,5,10","9,3,10",2,-1
479,"10,11","6,5,9",0,1
480,"10,4,10","8,2,6,7",2,-1
481,"10,9,3","4,2,11",1,-1
482,"8,10,11","9,4,10","1,0",0
483,"2,8,2","8,9",2,-1
484,"8,9,3","7,10","1,0",1
485,"5,8,6","9,7,2",2,1
486,"8,3,4","9,7,8",2,0
487,"10,10","10,10",0,0
488,"10,11","4,10,5",0,1
489,"10,10","9,10",0,1
490,"11,10","10,7",0,1
491,"10,10","10,7",0,1
492,"10,2,10","10,7",2,-1
493,"2,7,9","10,4,10",2,0
494,"10,10","9,10",0,1
495,"3,8,10","6,10,4",2,1
496,"6,10","10,11",,-1
497,"6,7","11,10",,-1
498,"5,7,10","7,4,6",2,-1
499,"7,11,9,4","7,9,8","1,1",1
500,"6,10,5","10,5,5",2,1
501,"2,11,9","7,5,3,9",2,0
502,"2,11,4","5,8,9",2,0
503,"3,10,10","10,3,8",2,-1
504,"6,10,11","10,10",2,-1
505,"10,4","4,9,10",0,0
506,"4,5,10","10,10",2,-1
507,"9,10","8,2,10",0,-1
508,"3,5,5","8,10","3,2",-1
508,"3,4","8,10","3,2",-1
509,"10,10","10,9",0,1
510,"3,10,10","10,3,10",2,-1
511,"11,10","10,4,9",0,1
512,"5,9","10,11",,-1
513,"7,9,3,10","3,10,8","1,1",-1
514,"7,8,10","11,8",2,-1
515,"10,9","6,10,10",0,0
516,"4,10,10","6,8,3",2,-1
517,"9,10","9,5,10",0,0
518,"3,10,4","10,10","3,2",-1
518,"3,10","10,10","3,2",-1
519,"11,8,7,3,6","2,10,7","1,1,1",-1
520,"7,5,7","10,8",2,1
521,"2,6,10","10,10",2,-1
522,"2,9,10","10,10",2,1
523,"10,11","10,5,4",0,1
524,"10,6,10","4,6,8",1,-1
525,"5,5,6","6,6,10",2,0
526,"4,2","6,10,9",0,0
527,"10,2","3,7,11",0,-1
528,"10,11","2,2,6,8",0,1
529,"3,9,5","9,8",2,0
530,"6,8,2","5,10,7",2,0
531,"4,6,10","2,10,10",2,0
532,"4,10","4,3,6,11,2,9",0,0
533,"7,10,10","3,4,8,10",1,-1
534,"11,5,9,11,6","4,10,2,3","1,1,1",-1
535,"3,2","4,10,7",0,-1
536,"10,7,2","10,6,8",2,0
537,"7,10,4","4,10,11,10",1,1
538,"11,10","7,2,9",0,1
539,"10,11","11,5,3",0,1
540,"9,7,10","6,11",1,-1
541,"10,5,6","11,5,2",2,1
542,"10,10","11,6",0,1
543,"7,6,10","4,2,10,10",2,-1
544,"6,11,10,6","4,10,5","1,1",-1
545,"7,2,8","2,9,7",2,-1
546,"10,9","11,4,10,10",0,0
547,"3,10,10","5,2,3,10",2,-1
548,"4,10,10","7,10",2,-1
549,"11,2","3,10,10",0,0
550,"10,8,10","3,10,10",1,-1
551,"8,2,3","11,7",2,-1
552,"9,8,10","8,10",1,-1
553,"3,8,2","10,4,9",2,0
554,"4,2","6,3,9",0,-1
555,"10,4,10","7,10",2,-1
556,"10,11","10,7",0,1
557,"10,9","9,11",0,-1
558,"9,5,10","10,4,11,7",2,-1
559,"4,3,10","4,8,10",2,0
560,"11,10","5,10,10",0,1
561,"10,10","4,6,10",0,0
562,"8,7,10","8,4,9",2,-1
563,"6,3,2","10,8",2,-1
564,"6,9,5","8,7,10",2,0
565,"11,6,11","10,10",2,-1
566,"6,10,10","10,9",2,-1
567,"3,8","2,10,11,5",0,-1
568,"5,10,10","5,10,10",1,-1
569,"5,9","3,3,3,4,2,10",0,0
570,"7,10,10","4,4,10",1,-1
571,"7,9,5","10,10",2,1
572,"9,2,5","10,10",2,-1
573,"10,11","5,3,11",0,1
574,"10,10","11,5,2",0,1
575,"4,10","2,10,10",0,0
576,"10,2,10","9,6,11,6",2,-1
577,"6,8,10","10,8",2,-1
578,"3,4","10,6,8",0,0
579,"10,10","10,11",,-1
580,"4,10","2,6,6,5",0,-1
581,"10,3","3,5,3,7",0,-1
582,"4,10","2,6,10",0,-1
583,"7,7","11,10",,-1
584,"10,4","3,3,6,5",0,-1
585,"10,8,11,9","9,6,3","1,1",-1
586,"3,5,10","10,4,6",2,-1
587,"6,10","10,11",,-1
588,"5,4,7","6,3,8",2,-1
589,"2,11,10","8,8,11","3,3,2",-1
589,"2,4","8,8,11","3,3,2",-1
589,"2,9","8,8,11","3,3,2",-1
590,"10,10,9","2,9,10",1,-1
591,"10,10","9,8",0,1
592,"10,10,8","7,9,2",1,-1
593,"9,6,8","7,10",1,-1
594,"10,4,3","10,9",2,-1
595,"5,6","11,10",,-1
596,"10,10,8","4,7,4,3",1,-1
597,"10,11","5,4,3,4,2",0,1
598,"10,10,8","10,3,10",1,-1
599,"5,6,10","6,6,8","3,2",1
599,"5,9","6,6,8","3,2",-1
600,"9,7,10","10,5,6",2,-1
601,"10,10,10","10,7",1,-1
602,"7,10,4","8,10","3,1",1
602,"7,10","8,10","3,1",-1
603,"10,2,4","10,10",2,-1
604,"5,9,7","5,11,10,10",2,1
605,"6,11,11,6,10","4,10,8","1,1,1",-1
606,"7,10,3","10,9",2,1
607,"11,7,7,9","3,9,10","1,1",-1
608,"3,10","3,8,10",0,-1
609,"10,4","3,10,8",0,-1
610,"11,10,10","3,2,7,5",1,1
611,"10,10,5","2,10,7",1,-1
612,"2,10,10","5,10,3",2,-1
613,"8,6,2","10,10",2,-1
614,"6,7,3,10","2,9,4,10","1,1",-1
615,"9,10,6","8,5,6",1,-1
616,"3,8,5","9,11",2,-1
617,"10,10","11,11,10,11,10",0,0
618,"10,10,3","2,4,4,3,10",1,-1
619,"10,10,10","8,4,6",1,-1
620,"8,5,5","10,9",2,-1
621,"2,7,6","4,8,10",2,0
622,"7,6,10","10,8",2,-1
623,"10,10,2","7,4,3,10",1,-1
624,"9,3,11","9,4,2,9",2,0
625,"5,10,10","3,10,5",1,-1
626,"10,9,6","10,10",1,-1
627,"9,8,3","10,8",2,1
628,"11,11,9","11,8",2,1
629,"4,10,10","9,6,8",2,-1
630,"7,10,10","2,8,6,6",1,-1
631,"10,10,5","6,9,4",1,-1
632,"4,6,6","8,10",2,-1
633,"5,6,8","11,2,10,10",2,0
634,"2,4","6,10,10",0,0
635,"7,10,11","10,3,7",2,-1
636,"8,9,9","10,7",2,-1
637,"11,10","9,10",0,1
638,"7,6,10","10,5,10",2,-1
639,"10,8,2,7","5,10,4","1,1",-1
640,"4,5,10","3,4,10",2,1
641,"6,10,9","9,7,10",2,-1
642,"5,3","10,10",0,-1
643,"10,11","10,7",0,1
644,"3,4","6,3,10",0,-1
645,"5,6,7","5,3,4,6",2,0
646,"10,3,10","2,9,11,10",1,-1
647,"9,11,5","10,8","1,0",-1
648,"10,9,10","10,9",1,-1
649,"10,6,8","7,11",1,-1
650,"6,10,11,8","4,7,3,8","1,1",-1
651,"7,5,2","6,11",2,-1
652,"11,10","4,10,10",0,1
653,"2,10,4","8,6,3","3,2",-1
653,"2,3","8,6,3","3,2",-1
654,"4,11,9","10,4,7",2,-1
655,"7,8","11,10",,-1
656,"10,5,10","11,2,4",2,-1
657,"2,3","10,3,5",0,-1
658,"10,8,10","10,6,7",2,-1
659,"6,10","10,11",,-1
660,"2,11,8","9,10",2,1
661,"4,2","6,10,7",0,0
662,"11,10","2,5,10",3,1
662,"11,7","2,5,10",3,1
663,"2,11,3","3,10,7",2,-1
664,"7,3,10","9,4,10",2,0
665,"6,9,3,4","7,9,10","1,1",-1
666,"10,9,2","10,10",1,1
667,"10,2,2","10,10",2,-1
668,"8,10,2","5,10,10","1,0",0
669,"7,9,9","4,10,6",1,-1
670,"11,10","6,3,11",0,1
671,"10,10","10,10",0,0
672,"10,8,6","10,7",1,-1
673,"3,10,3","4,10,10",2,0
674,"4,3,3","11,9",2,-1
675,"10,9,2","3,10,8",1,0
676,"5,6,5","2,7,4,2,11,10",2,0
677,"11,6,9","10,2,10",2,0
678,"5,2,8","4,5,5,8",2,0
679,"4,6,10","7,10",2,1
680,"10,6","11,10",,-1
681,"5,10,2","10,7",2,0
682,"8,8,3","10,10",2,-1
683,"11,10","9,4,9",0,1
684,"2,10","2,10,5",0,-1
685,"2,10,4","5,7,5",2,-1
686,"10,11","9,2,5,10",0,1
687,"7,10,5","8,2,10",1,-1
688,"8,3,6","9,4,10",2,0
689,"5,10,6","9,11","3,2",1
689,"5,9","9,11","3,2",-1
690,"9,9","10,10",0,-1
691,"10,6,8","9,9",2,-1
692,"10,7,6","5,10,3",1,-1
693,"10,9","10,8",0,1
694,"3,9,4","3,10,10",2,0
695,"7,6,8","6,5,11,10",2,1
696,"11,10","10,10",0,1
697,"10,4,10","5,4,5,11,10",1,-1
698,"8,10,7","4,2,4,8",1,-1
699,"10,4,7","11,3,10,4",2,1
700,"6,3,10","11,8",2,0
