round,player_hand,dealer_hand,actions,result
199,"4,10,4","11,7",2,0
200,"10,3,10","6,10,9",1,-1
201,"10,10","7,10",0,1
202,"11,7","3,10,4",0,1
203,"7,10","11,10",,-1
204,"8,9","10,7",0,0
205,"7,5,3","7,8,7","1,0",0
206,"2,9,3","11,2,10,6",2,-1
207,"5,10,6","10,2,5",2,1
208,"6,2","10,9",0,-1
209,"10,11","9,7,2",0,1
210,"7,5,9","10,10",2,1
211,"2,8,8","10,3,2,10",2,0
212,"7,2,8","8,10",2,-1
213,"10,2,4","9,10",2,-1
214,"5,2","10,7",0,-1
215,"9,10","5,7,5",0,1
216,"10,7","10,5,11,8",0,0
217,"3,2","8,10",0,-1
218,"10,2","11,10",,-1
219,"2,10,4","6,9,7","1,0",0
220,"11,10","9,11",0,1
221,"8,9","4,9,3,7",0,0
222,"2,6,2,6","5,3,5,8","1,1,0",-1
223,"7,4,11","8,8,10",2,0
224,"4,2,3","7,10",2,-1
225,"6,2,11","5,10,10","1,0",0
226,"4,7,10","10,2,5",2,1
227,"10,3,4","2,10,5","1,0",0
228,"6,8,7","10,10",2,1
229,"10,10","10,10",0,0
230,"8,10","4,4,5,9",0,0
231,"10,9","3,4,10",0,1
232,"8,3,2","3,3,3,7,10","1,0",0
233,"6,4,10","11,8",2,1
234,"10,10","8,2,3,2,10",0,0
235,"10,10","11,10",,-1
236,"10,10","6,3,3,6",0,1
237,"10,8","2,7,7,9",0,0
238,"10,9","5,6,5,5",0,-1
239,"10,10","10,10",0,0
240,"10,8","6,2,10",0,0
241,"11,10","10,2,8",0,1
242,"11,3,3","7,6,8",2,-1
243,"7,10","2,8,7",0,0
244,"8,10","4,4,4,10",0,0
245,"2,10,2","10,5,6",2,-1
246,"10,6,9","10,10",2,-1
247,"6,4,7","7,10",2,0
248,"3,7","5,2,5,8",0,-1
249,"7,10,5","9,5,10",2,-1
250,"10,8,10","10,10",2,-1
251,"4,11,6","9,9",2,1
252,"11,8","10,7",0,1
253,"10,10","3,10,4",0,1
254,"6,6,8","2,10,6","1,0",1
255,"4,7,4","5,10,6","1,0",-1
256,"2,10","10,11",,-1
257,"6,10","4,2,10,11",0,-1
258,"10,10","7,11",0,1
259,"11,11,2","5,10,10","1,0",0
260,"10,2,4","8,9",2,-1
261,"9,8","7,2,10",0,-1
262,"7,10","3,8,6",0,0
263,"2,9,10","10,3,8",2,0
264,"10,5,6","10,10",2,1
265,"6,2,10","4,10,4","1,0",0
266,"7,3,3","7,4,10",2,-1
267,"5,4,2,9","5,10,10","1,1,0",0
268,"2,5,9","4,4,7,10","1,0",0
269,"6,8,4","10,5,5","3,2",-1
269,"6,2","10,5,5","3,2",-1
270,"7,9","9,3,3,10",0,0
271,"3,9","4,4,5,4",0,-1
272,"2,10,10","3,10,10",1,-1
273,"3,10,8","9,10",2,1
274,"6,7","6,5,5,3",0,-1
275,"2,5,3,8","2,11,10,10","1,1,0",0
276,"5,6,9","10,6,10",2,0
277,"7,4","10,11",,-1
278,"5,10","8,10",0,-1
279,"10,10","2,10,11,10",0,0
280,"10,11","7,2,8",0,1
281,"11,11","4,9,7",0,-1
282,"5,6,3","10,3,10",2,0
283,"3,9,10","10,5,11,4",2,-1
284,"2,10,8","9,9",2,1
285,"6,9","11,10",,-1
286,"3,8,2","7,10",2,-1
287,"4,10","7,11",0,-1
288,"2,6,7","10,8",2,-1
289,"11,10","11,9",0,1
290,"8,5","3,5,4,11,9",0,0
291,"3,10,2","9,10",2,-1
292,"11,10","6,6,8",0,1
293,"4,11","8,7,11,11",0,-1
294,"10,10","10,10",0,0
295,"2,7,4","8,10",2,-1
296,"11,10","10,6,10",0,1
297,"6,10","3,10,10",0,0
298,"10,11","11,9",0,1
299,"10,6,8","10,8",2,-1
300,"6,2,7","10,10",2,-1
301,"7,9","6,6,8",0,-1
302,"10,6","10,5,10",0,0
303,"2,8,10","5,10,5","1,0",0
304,"10,10","3,11,10,10",0,0
305,"6,3,10","3,3,10,5","1,0",-1
306,"7,10","6,11",0,0
307,"11,10","2,10,11,6",0,1
308,"11,2","2,3,5,10",0,-1
309,"10,10","5,5,10",0,0
310,"4,9","2,7,9",0,-1
311,"8,2,3","10,10",2,-1
312,"6,2,6","10,3,9",2,0
313,"10,8","10,3,11,5",0,-1
314,"2,10,6","11,9",2,-1
315,"10,2,10","9,11",2,-1
316,"11,4","6,9,9",0,0
317,"10,11","3,7,11",0,0
318,"4,11","10,4,7","3,0",-1
318,"4,7","10,4,7","3,0",-1
319,"7,10","2,5,5,11,3,2",0,-1
320,"10,9","7,10",0,1
321,"10,5","2,10,7",0,-1
322,"11,4","3,8,4,10",0,0
323,"8,11","6,6,10",0,0
324,"10,4","10,8",0,-1
325,"11,4","10,10",0,-1
326,"4,5,4","6,10,5","1,0",-1
327,"6,10","10,10",0,-1
328,"2,5","10,11",,-1
329,"3,5,10","6,4,2,7","3,1,0",-1
329,"3,10","6,4,2,7","3,1,0",-1
330,"10,10","10,10",0,0
331,"8,2,10","5,10,8","1,0",0
332,"7,6,10","11,3,5",2,-1
333,"8,6,10","10,7","3,2",-1
333,"8,2","10,7","3,2",-1
334,"11,10","7,9,10",0,1
335,"7,9","6,3,6,8",0,0
336,"9,8","9,10",0,-1
337,"8,10","10,6,10",0,0
338,"6,8","8,9",0,-1
339,"4,9,10","10,8",2,-1
340,"10,10","10,10",0,0
341,"10,8","7,6,2,4",0,-1
342,"10,4","8,4,8",0,-1
343,"9,5","11,3,10,2,4",0,-1
344,"7,10","4,8,6",0,-1
345,"4,10","6,4,4,7",0,-1
346,"7,10","8,5,6",0,-1
347,"11,6","10,10",0,-1
348,"9,10","10,10",0,-1
349,"10,9","5,5,11",0,-1
350,"6,5,6","10,10",2,-1
351,"10,10","2,3,9,4",0,1
352,"2,10,10","11,5,10,6",2,-1
353,"10,9","9,10",0,0
354,"4,5,10","6,10,2","1,0",1
355,"10,3,10","11,2,6","3,2",-1
355,"10,6","11,2,6","3,2",-1
356,"9,7,5","4,10,10",1,1
357,"8,10","5,5,4,10",0,0
358,"10,6","8,10",0,-1
359,"3,8,8","9,9","1,0",1
360,"10,10","10,10",0,0
361,"10,2,5","3,10,10","1,0",0
362,"10,3,4","4,8,10","1,0",0
363,"10,10","7,7,3",0,1
364,"3,7,8","10,10","1,0",-1
365,"11,10","8,10",0,1
366,"6,7,7","2,10,7","1,0",1
367,"10,5","10,10",0,-1
368,"6,10","10,4,10",0,0
369,"2,8,7","2,8,10","1,0",-1
370,"9,7","7,3,2,10",0,0
371,"7,5,11,10","8,11","1,1",-1
372,"10,8","2,3,10,6",0,-1
373,"6,10","10,10",0,-1
374,"11,11,11","6,8,10","1,0",0
375,"4,10,11","10,3,11,10","1,0",0
376,"3,10,8","9,9",1,1
377,"11,2,10,10","3,9,10","1,1",-1
378,"10,6","9,6,10",0,0
379,"10,10","11,6",0,1
380,"10,10","9,5,4",0,1
381,"2,11,10,2","9,4,10","1,1,0",0
382,"5,8,11","7,7,10","1,0",0
383,"9,4,7","10,2,2,8","1,0",0
384,"4,3,5,5","3,10,4","1,1,0",0
385,"10,3,10","2,10,3,11,11",1,-1
386,"10,4","10,6,10",0,0
387,"2,7,10","7,9,4","1,0",-1
388,"5,2,4,11","5,10,10","1,1,0",0
389,"10,6","10,9",0,-1
390,"7,4,10","6,6,5",1,1
391,"5,10","6,10,10",0,0
392,"6,7,10","3,10,11,7",1,-1
393,"8,2","10,10",0,-1
394,"10,7","4,10,3",0,0
395,"3,6","10,10",0,-1
396,"10,9","2,11,11,2,7,9",0,0
397,"10,10","10,11",,-1
398,"2,11","9,7,11",0,-1
399,"2,4","9,10",0,-1
400,"7,2,11","7,2,10","1,0",1
401,"6,2,10","8,10","1,0",0
402,"10,10","10,10",0,0
403,"11,7","10,10",0,-1
404,"6,10","11,11,7",0,-1
405,"10,5,10","10,10",1,-1
406,"11,8","4,7,10",0,-1
407,"8,10","10,10",0,-1
408,"3,7,8","5,6,10","1,0",-1
409,"10,3,8","6,9,5",1,1
410,"9,11","4,11,11,6,8",0,0
411,"5,10,2,7","6,4,4,6","1,1",-1
412,"5,10,2,3,3","5,4,7,3","1,1,1",-1
413,"10,2,11,10","8,10","1,1",-1
414,"8,10,8","10,10",1,-1
415,"3,4,4","10,10",2,-1
416,"3,9,7","9,10","1,0",0
417,"10,10,10","4,10,10",1,-1
418,"8,10","7,9,4",0,-1
419,"6,8,10","2,10,8",1,-1
420,"5,6,9","10,10","1,0",0
421,"7,8,6","10,10",1,1
422,"6,10,9","8,4,6",2,-1
423,"2,9,5,9","3,10,10","1,1",-1
424,"2,4","10,4,3","3,0",-1
424,"2,5","10,4,3","3,0",-1
425,"4,10,3","7,11","1,0",-1
426,"2,10,9","10,10",1,1
427,"4,5,10,8","5,11,9,3","1,1",-1
428,"11,5","10,11",,-1
429,"3,5,5,7,7","3,10,5","1,1,1",-1
430,"6,8,4,2,5","10,10","1,1,1",-1
431,"2,6,3,8","7,10","1,1,0",1
432,"7,5,6","8,5,8","1,0",-1
433,"3,10,2,2,4","10,10","1,1,1",1
434,"3,2,9,2,10","5,5,4,5","1,1,1",-1
435,"6,10,7","6,2,2,10",1,-1
436,"4,10,3,7","2,9,10","1,1",-1
437,"10,8","5,7,11,7",0,-1
438,"10,10","5,4,6,11,10",0,0
439,"3,9","9,9",0,-1
440,"2,5","10,10",0,-1
441,"10,10","8,2,7",0,1
442,"10,4,4","6,5,10","1,0",-1
443,"8,8","11,10",,-1
444,"10,8,7","2,11,3,10,3",1,-1
445,"2,7,4,5","6,10,2","1,1,0",0
446,"4,6","10,10",0,-1
447,"8,10","11,10",,-1
448,"5,6,4,3","5,10,2","1,1,0",1
449,"4,10,4,2","3,4,9,11","1,1,0",1
450,"11,9","6,4,5,10",0,0
451,"10,3,8","10,10",1,1
452,"6,7,4,10","9,6,10","1,1",-1
453,"10,10","3,9,7",0,1
454,"2,4","8,6,11,9",0,0
455,"9,7,10","11,6",1,-1
456,"11,5,9,10","7,10","1,1",-1
457,"8,9","11,10",,-1
458,"6,10","3,4,5,4,3",0,-1
459,"8,11","10,5,2",0,1
460,"10,11","6,10,3",0,1
461,"10,10","10,11",,-1
462,"4,7","9,10",0,-1
463,"10,9","10,8",0,1
464,"2,10","10,3,10",0,0
465,"10,5","11,10",,-1
466,"10,6","11,7",0,-1
467,"2,10,10","8,9",1,-1
468,"11,3,4","3,3,6,3,7","1,0",0
469,"10,10","3,2,10,10",0,0
470,"9,6,3","11,7","1,0",0
471,"8,7,7","10,9",1,-1
472,"10,8","6,10,11",0,1
473,"11,8","8,5,10",0,0
474,"4,6","10,6,10",0,0
475,"7,3","10,11",,-1
476,"10,2","10,5,8",0,0
477,"10,11","4,9,10",0,1
478,"9,2,3","6,2,10","1,0",-1
479,"6,4,5","5,10,4","1,0",-1
480,"9,10","10,9",0,0
481,"9,6","7,11",0,-1
482,"7,10","9,10",0,-1
483,"9,4","11,10",,-1
484,"7,10","4,10,4",0,-1
485,"11,9","6,10,3",0,1
486,"3,10,5","5,11,10,10","1,0",0
487,"10,9","2,11,10,10",0,0
488,"3,10,10","2,4,10,8",1,-1
489,"10,5","2,10,5",0,-1
490,"7,10","5,2,10",0,0
491,"9,8","7,2,6,10",0,0
492,"10,8","8,6,11,9",0,0
493,"2,7,6","7,10","1,0",-1
494,"8,6,2","10,10","1,0",-1
495,"3,3,2,6","2,7,2,3,11,7","1,1,0",0
496,"10,10","6,10,6",0,0
497,"10,2,10","6,9,11,4",1,-1
498,"10,3,9","8,10",1,-1
499,"10,8","10,5,8",0,0
500,"10,4,5","10,8","1,0",1
501,"7,5,2,10","9,7,6","1,1",-1
502,"9,3,8","10,8","1,0",1
503,"2,10,10","10,5,10",1,-1
504,"10,9","4,10,10",0,0
505,"10,11","4,11,4",0,1
506,"11,5","4,5,10",0,-1
507,"10,7","8,3,10",0,-1
508,"2,6","8,3,3,10",0,0
509,"10,11","10,9",0,1
510,"10,8","9,6,10",0,0
511,"4,9","5,2,3,10","3,0",-1
511,"4,4","5,2,3,10","3,0",-1
512,"2,6,10","6,5,2,11,10","1,0",0
513,"3,10","6,7,6",0,-1
514,"10,4","10,4,2,8",0,0
515,"10,10","10,8",0,1
516,"9,10","9,2,8",0,0
517,"4,5,10","5,10,11,5","1,0",-1
518,"6,2","7,10",0,-1
519,"4,7,4","6,10,10","1,0",0
520,"6,10","4,3,10",0,-1
521,"9,6","3,7,2,10",0,0
522,"10,2","7,10",0,-1
523,"9,10","8,8,8",0,0
524,"2,6,7","3,9,10","1,0",0
525,"11,6","10,9",0,-1
526,"8,2","10,10",0,-1
527,"3,11","10,9",0,-1
528,"2,5","10,10",0,-1
529,"2,5,8","3,2,10,10","1,0",0
530,"8,8","3,9,5",0,-1
531,"3,10","4,7,6",0,-1
532,"3,6,9","4,2,10,7","1,0",0
533,"8,4","5,10,4",0,-1
534,"10,11","8,6,11,10",0,1
535,"9,6","7,2,5,10",0,0
536,"8,10","10,10",0,-1
537,"10,9","2,10,11,7",0,-1
538,"10,11","10,2,5",0,1
539,"10,10","2,4,3,11",0,0
540,"7,10","4,3,5,4,2",0,-1
541,"10,11","10,10",0,1
542,"6,3","10,3,9",0,0
543,"4,3,10","6,2,11","1,0",-1
544,"3,10","10,9",0,-1
545,"10,9","2,4,10,3",0,0
546,"9,10","11,10",,-1
547,"7,10","5,5,8",0,-1
548,"6,10","10,4,4",0,-1
549,"5,3,11","6,10,5","1,0",-1
550,"7,10","11,5,11",0,0
551,"5,8,4","8,10","1,0",-1
552,"4,10,3","3,11,8,10",2,0
553,"10,3,3","10,6,10","1,0",0
554,"11,9","10,10",0,0
555,"10,7","5,10,3",0,-1
556,"6,2","10,10",0,-1
557,"10,7","6,7,8","3,0",-1
557,"10,10","6,7,8","3,0",-1
558,"8,11","7,6,8",0,-1
559,"10,5,7","4,7,11,8",2,-1
560,"6,5,10","6,8,10",1,1
561,"10,7","10,2,4,10",0,0
562,"4,8,9","9,5,7","3,1",0
562,"4,2","9,5,7","3,1",-1
563,"10,8","6,2,11",0,-1
564,"10,2,9","7,7,8",1,1
565,"10,8","4,9,6",0,-1
566,"10,7","6,9,6",0,-1
567,"8,4,11,10","10,10","1,1",-1
568,"11,3,5","10,10","1,0",-1
569,"6,4,7,10","7,10","1,1",-1
570,"10,6,10","10,10",1,-1
571,"10,10,11","5,11,10,10",1,1
572,"10,2,10","2,5,3,11",1,-1
573,"10,3,2,5,5","4,10,8","1,1,1",-1
574,"8,7,10","10,5,3",1,-1
575,"3,11,7","5,4,9",1,1
576,"11,8,9,5","3,10,3,9","1,1",-1
577,"5,8,10","10,9",1,-1
578,"10,10","8,10",0,1
579,"6,9,2,9","10,10","1,1",-1
580,"9,10","11,2,9,7",0,0
581,"11,9","10,5,10","3,0",0
581,"11,2","10,5,10","3,0",0
582,"5,8,3,9","11,3,7","1,1",-1
583,"10,10","2,3,2,2,10",0,1
584,"2,9","11,4,6",0,-1
585,"8,10","10,11",,-1
586,"10,5,9","10,9",1,-1
587,"5,5,2,10","3,10,8","1,1",-1
588,"6,5,7","3,6,10","1,0",-1
589,"6,11","10,10",0,-1
590,"2,11,10,3","11,7","1,1,0",-1
591,"10,10","10,5,6",0,-1
592,"9,5,6","3,10,7","1,0",0
593,"2,10,4","7,8,2","1,0",-1
594,"7,9,9","10,8",1,-1
595,"11,10","3,10,8",0,0
596,"3,2","10,5,11,6",0,0
597,"10,7,10","2,7,2,10",1,-1
598,"2,10,10","10,3,6",1,-1
599,"4,7,4,3","10,10","1,1,0",-1
600,"10,7,7","10,10",1,-1
601,"5,7,8","8,4,10","1,0",0
602,"11,10","10,2,10",0,1
603,"10,10","6,9,6",0,-1
604,"10,7","5,5,3,11,10",0,0
605,"8,10","10,4,11,7",0,0
606,"10,8","10,8",0,0
607,"5,10,10","10,10",1,-1
608,"5,4,4,4","6,10,5","1,1,0",-1
609,"3,10,6","10,10","1,0",-1
610,"10,6","3,7,8",0,-1
611,"11,10","6,10,2",0,1
612,"9,10","10,9",0,0
613,"10,7","9,9",0,-1
614,"10,5","10,11",,-1
615,"7,2,10","5,10,10","1,0",0
616,"3,5","10,11",,-1
617,"6,11","10,9",0,-1
618,"10,7","11,10",,-1
619,"10,11","4,4,7,5",0,1
620,"4,5","10,3,4",0,-1
621,"3,5","10,8",0,-1
622,"5,9,11,6","2,2,4,10","3,1,1",1
622,"5,10","2,2,4,10","3,1,1",-1
623,"10,3","10,11",,-1
624,"7,10","4,3,6,2,4",0,-1
625,"11,9","11,10",,-1
626,"10,6","6,11",0,-1
627,"6,4,10","10,10",2,0
628,"10,7","10,7","3,0",0
628,"10,2","10,7","3,0",-1
629,"3,5,7","7,2,11",2,-1
630,"9,10","3,5,10",0,1
631,"2,10,11,10","10,4,8","1,1",-1
632,"8,4,10","9,10",1,-1
633,"3,10","11,10",,-1
634,"10,6","7,10",0,-1
635,"8,9","3,6,10",0,-1
636,"8,3,8","6,6,6","1,0",1
637,"6,4,10","9,5,9",2,0
638,"8,8","2,10,10",0,0
639,"11,6","11,7",0,-1
640,"4,3,11","8,2,8",2,0
641,"9,7","3,10,10",0,0
642,"5,11,6","10,3,7",2,-1
643,"5,10","2,2,9,11,2,10",0,0
644,"3,8,10","10,4,4",2,1
645,"8,5,9","9,10",1,-1
646,"2,10,9","10,10",2,1
647,"10,10","3,10,6",0,1
648,"10,6","4,4,8,9",0,0
649,"2,10,9","10,9",2,1
650,"7,2,5","8,10",2,-1
651,"5,3,7","7,10",2,-1
652,"11,6,3","10,10",2,0
653,"11,10","3,4,2,9",0,1
654,"5,9,7","8,2,10",2,1
655,"10,11","10,10",0,1
656,"10,11","5,2,7,9",0,1
657,"10,10","4,3,8,11,5",0,-1
658,"6,10","2,7,4,9",0,0
659,"4,8,10","8,4,7",2,-1
660,"11,2,6","5,10,3",2,1
661,"11,4","5,7,10",0,0
662,"9,9,8","10,10",2,-1
663,"2,2","11,10",,-1
664,"6,10,6","10,10",2,-1
665,"10,10","6,3,3,10",0,0
666,"6,8","11,10",,-1
667,"9,10","5,3,6,8",0,0
668,"3,10,8","9,10",2,1
669,"6,10,4","10,8",2,1
670,"2,6,10","9,6,10",2,0
671,"4,10,2","9,10",2,-1
672,"10,4,8","8,5,10",2,-1
673,"11,5","11,10",,-1
674,"4,2,10","10,9",2,-1
675,"5,8,2","10,10",2,-1
676,"11,9","6,7,10",0,0
677,"10,6,4","10,2,10",2,0
678,"4,10","4,10,11,8",0,0
679,"5,7,3","10,8",2,-1
680,"10,9","7,10",0,1
681,"8,10","3,10,2,6",0,-1
682,"6,10","2,11,5",0,-1
683,"6,10","5,2,4,3,2,3",0,-1
684,"10,3,10","5,10,10",2,-1
685,"6,11","7,3,5,10",0,0
686,"9,4,11","11,8",2,-1
687,"10,5,7","10,10",2,-1
688,"7,9","7,3,11","3,0",-1
688,"7,3","7,3,11","3,0",-1
689,"4,10,7","6,11",2,1
690,"4,2,2,5","2,9,11,5","1,1,0",-1
691,"10,2,10","5,8,7",2,-1
692,"5,4,10","3,8,10","1,0",-1
693,"7,4,3","6,8,11,6",2,-1
694,"8,7,3","10,5,10","3,2",0
694,"8,9","10,5,10","3,2",0
695,"6,10,8","7,7,10",2,-1
696,"7,10,10","8,6,5",2,-1
697,"5,4,10","6,10,4","1,0",-1
698,"6,8,10","10,9",2,-1
699,"11,10","4,10,11,4",0,1
700,"4,3,10","5,8,10",2,0
701,"3,4,10","9,8",2,0
702,"11,10","7,10",0,1
703,"10,2,5","10,10",2,-1
704,"8,10","10,10",0,-1
705,"9,9","7,10",0,1
706,"10,11","8,10",0,1
707,"9,10","2,10,6",0,1
708,"10,10","6,3,2,10",0,-1
709,"7,7","11,10",,-1
710,"9,10","10,6,10",0,0
711,"3,9","6,3,6,8",0,0
712,"10,10","11,10",,-1
713,"3,10,5","9,10",2,-1
714,"4,2,4","10,5,11,11",2,-1
715,"10,11","2,10,7",0,1
716,"6,8","3,10,2,8",0,0
717,"6,3,5","4,2,5,2,3,9","1,0",0
