round,player_hand,dealer_hand,actions,reward
82,"9,2,10","10,8",1,1
83,"10,2,10","10,8",2,-1
84,"10,5,7","8,10","3,3,2",-1
84,"10,3","8,10","3,3,2",-1
84,"10,4","8,10","3,3,2",-1
85,"5,10,11","10,9",2,-1
86,"10,6,6","10,10",2,-1
87,"9,10","11,10",,-1
88,"9,4,6","4,7,9",2,-1
89,"7,4,7","9,4,3,3",2,-1
90,"6,8","11,10",,-1
91,"11,10,10","2,5,2,3,10",1,1
92,"10,5,7","3,6,8",1,-1
93,"2,5,10","7,7,10",2,1
94,"2,9,10","6,4,10",1,1
95,"10,11,6,6","5,6,10","1,1",-1
96,"11,10,2,9","3,4,9,11","1,1",-1
97,"3,2,10,7","3,4,10","3,1,1",-1
97,"3,5","3,4,10","3,1,1",-1
98,"10,5,3,9","3,8,9","3,1,1",-1
98,"10,7","3,8,9","3,1,1",-1
99,"3,4,3","11,8",2,-1
100,"2,10,8","11,9","3,2",0
100,"2,4","11,9","3,2",-1
101,"5,6,10","9,6,7",1,1
102,"10,7,10","7,10",1,-1
103,"4,3,8","10,2,10",2,1
104,"3,10,9","11,7",1,-1
105,"7,8,2,10","5,3,5,10","1,1",-1
106,"4,10,7","8,3,9",1,1
107,"10,6,2,11,10","10,2,5","1,1,1",-1
108,"4,10,10","7,7,2,10",1,-1
109,"8,4,10","10,3,5",1,-1
110,"2,10,10","5,10,11,10",1,-1
111,"2,10,7,4","10,8","1,1",-1
112,"10,10","6,10,4",0,0
113,"10,5,10","10,2,8",1,-1
114,"7,6,10","4,3,4,10",1,-1
115,"3,10,10","6,10,8",1,-1
116,"10,4,10","9,8","3,1",-1
116,"10,4","9,8","3,1",-1
117,"8,2,3,10","9,8","1,1",-1
118,"3,10,7","4,10,6","1,0",0
119,"11,6,9,7","9,3,2,10","1,1",-1
120,"10,10","5,10,7",0,1
121,"10,9","2,5,10",0,1
122,"11,10","8,11",0,1
123,"10,4,11,10","7,5,10","1,1",-1
124,"3,10,4,11","10,8","1,1,0",0
125,"10,8,10","11,8",1,-1
126,"8,10","6,7,11,10",0,1
127,"2,9,3,5","10,6,8","1,1,0",1
128,"10,10","10,5,10",0,1
129,"4,6,8","8,10","1,0",0
130,"6,10,10","9,9",1,-1
131,"10,9","4,9,10",0,1
132,"4,8","11,10",,-1
133,"10,2","5,3,2,8",0,-1
134,"7,3,3,4,3","9,3,5","1,1,1,0",1
135,"10,4,10","6,8,10",1,-1
136,"2,7,11","6,10,10","1,0",1
137,"8,10,2","10,10","1,0",0
138,"7,5,10","11,9",1,-1
139,"4,10,4","7,9,2","1,0",0
140,"10,5,10","4,10,10",1,-1
141,"3,6,10","5,10,7","1,0",1
142,"3,11,4,11","10,8","1,1,0",1
143,"10,10","11,9",0,0
144,"10,5,10","9,5,10",1,-1
145,"4,2,9","7,5,7",2,-1
146,"10,2,5","6,10,5","1,0",-1
147,"10,2,5,3","10,6,7","1,1,0",1
148,"6,7,5","10,10","1,0",-1
149,"10,10","6,11",0,1
150,"10,2,6","10,6,5","1,0",-1
151,"10,2,4,10","10,6,8","1,1",-1
152,"11,7,3","10,10",1,1
153,"10,11","7,6,4",0,1
154,"3,5","9,7,2",0,-1
155,"5,6,10","5,2,6,10",1,1
156,"10,5,9","8,3,11,10",1,-1
157,"10,2,10","10,2,10",1,-1
158,"10,9","6,2,7,6",0,-1
159,"10,9,8","10,2,10",1,-1
160,"8,6,3,10","3,2,6,10","1,1",-1
161,"4,8,6,4","10,3,3,10","1,1",-1
162,"10,11","6,3,10",3,1
162,"10,5","6,3,10",3,-1
163,"10,9","4,10,9",0,1
164,"10,6,10","2,9,8",1,-1
165,"6,2,4,8","5,2,5,5","1,1,0",1
166,"5,7,7,10","10,5,7","1,1",-1
167,"2,10,10","2,10,5",1,-1
168,"10,11","10,10",3,1
168,"10,3","10,10",3,-1
169,"9,10","7,10",0,1
170,"10,10","7,5,4,11",0,1
171,"8,10","9,9",0,0
172,"11,10","3,9,6",0,1
173,"9,11","10,10",0,0
174,"10,10","10,4,7",0,-1
175,"11,10","11,10",,0
176,"3,10,6","10,7","1,0",1
177,"10,4,8","5,7,5",1,-1
178,"8,3,10","10,9",1,1
179,"10,5,7","4,3,3,3,9",1,-1
180,"10,11","3,2,10,2",0,1
181,"10,5,10","8,10",1,-1
182,"2,4","6,11",0,-1
183,"6,8,3,7","10,9","3,1,1",-1
183,"6,10","10,9","3,1,1",-1
184,"10,4,2,2","7,7,5","1,1,0",-1
185,"10,10","6,2,6,3",0,1
186,"10,10","10,10",0,0
187,"8,11,6,4,11","10,2,7","1,1,1,0",1
188,"8,4,5","7,7,10","1,0",1
189,"9,11","10,10",0,0
190,"5,11","3,7,10",0,-1
191,"3,9,11,8","8,7,4","1,1",1
192,"11,4","11,10",,-1
193,"10,8","8,9",0,1
194,"11,10","2,7,6,8",0,1
195,"5,8,10","2,11,7",1,-1
196,"5,8,10","4,9,4",1,-1
197,"6,10,2,9","10,10","1,1",-1
198,"8,3","10,7",0,-1
199,"3,11,10,10","5,10,10","1,1",-1
200,"2,10,7","4,2,5,3,5","1,0",0
201,"2,10,10","2,10,10",1,-1
202,"6,2,5","10,3,6",2,-1
203,"4,10,6","5,9,10","3,1,0",1
203,"4,3","5,9,10","3,1,0",1
204,"7,4","3,5,8,9",0,1
205,"11,10","3,6,4,6",0,1
206,"11,9","4,9,7",0,0
207,"10,10","4,8,7",0,1
208,"9,8,2","8,7,8","1,0",1
209,"3,11","11,2,4","3,3,0",-1
209,"3,11","11,2,4","3,3,0",-1
209,"3,11","11,2,4","3,3,0",-1
210,"9,5,10","5,5,6,11",1,-1
211,"8,6","10,10",0,-1
212,"10,5","10,3,4",0,-1
213,"10,5,11,9","6,9,10","1,1",-1
214,"6,9","10,10",0,-1
215,"10,10","3,9,7",0,1
216,"10,10","10,10",0,0
217,"10,7","4,11,5",0,-1
218,"8,6,10","7,11",1,-1
219,"7,2","3,11,7",0,-1
220,"9,10","9,7,8",0,1
221,"5,9,10","2,10,10",1,-1
222,"4,2","6,9,9",0,1
223,"4,11,10,8","8,10","1,1",-1
224,"10,4,8","2,11,2,11,9,7",1,-1
225,"3,7","9,2,2,5",0,-1
226,"5,10","10,10",0,-1
227,"10,6,9","3,4,5,10",1,-1
228,"10,7,10","6,7,10",1,-1
229,"9,6,10","6,7,8",1,-1
230,"10,7,8","6,10,4",1,-1
231,"3,7,8","10,10",2,-1
232,"10,8,11,7","10,6,10","1,1",-1
233,"10,6,10","3,10,10",1,-1
234,"5,10,5","8,8,2","1,0",1
235,"7,3","11,10",,-1
236,"10,11","4,6,10",0,1
237,"10,10,10","10,5,7",1,-1
238,"8,11,2","9,3,6",1,1
239,"5,2,3","10,7",2,-1
240,"8,6,10","6,4,6,4",1,-1
241,"5,3","2,10,11,5",0,-1
242,"8,10,3","8,8,2",1,1
243,"10,9,4","10,7",1,-1
244,"11,7,10,10","9,5,3","1,1",-1
245,"4,7,9","3,10,10","1,0",1
246,"4,3","6,9,5",0,-1
247,"3,10,6","6,6,10","1,0",1
248,"10,4,3","3,10,9","1,0",1
249,"10,10","7,10",0,1
250,"7,9,8","2,10,2,4",1,-1
251,"10,7,10","9,10",1,-1
252,"10,10","10,10",0,0
253,"11,8","8,10",0,1
254,"11,3","10,10",0,-1
255,"6,10","10,11",,-1
256,"11,10","3,7,8",0,1
257,"10,3","10,7",0,-1
258,"3,9,10","9,10",1,-1
259,"7,10,4","10,6,9",1,1
260,"11,6,9,3","10,10","1,1,0",-1
261,"9,10","5,5,10",0,-1
262,"3,4,7,7","4,9,6","1,1",1
263,"9,8","5,10,5",0,-1
264,"9,10","5,8,10",0,1
265,"10,10","10,9",0,1
266,"10,6,10","6,2,11",1,-1
267,"10,5,6","8,8,10",1,1
268,"8,2,10","4,4,9","1,0",1
269,"11,10,3","11,6","1,0",-1
270,"3,11","10,2,5",0,-1
271,"4,7,11,2,3,8","6,10,6","1,1,1,1",-1
272,"10,11,5,2,2,10","10,3,6","1,1,1,1",-1
273,"9,10,4","10,4,11,10",1,-1
274,"5,8,10","10,8","3,2",-1
274,"5,10","10,8","3,2",-1
275,"9,10,4","10,10",1,-1
276,"6,10,4","7,11","1,0",1
277,"9,2,4","10,7",2,-1
278,"10,10","5,10,5",0,0
279,"4,7,2,5","3,10,10","1,1,0",1
280,"3,10","10,11",,-1
281,"10,10","3,11,4",0,1
282,"10,11","10,11",,0
283,"3,9,10","4,9,6",1,-1
284,"6,5,5","10,10",2,-1
285,"8,10","5,10,10",0,1
286,"5,10,10","6,10,3",1,-1
287,"2,7,2","10,4,11,5",2,-1
288,"4,10,10","10,7",2,-1
289,"8,10,10","10,8",1,-1
290,"10,4,8","10,5,2",2,-1
291,"5,3,6","7,9,10",2,1
292,"11,11,2,11,10,10","2,3,4,5,11,4","1,1,1,1",-1
293,"9,5,8","4,8,7",1,-1
294,"6,2","10,10",0,-1
295,"8,2,11","4,5,4,11,3",1,1
296,"11,10","5,4,10",0,1
297,"10,3","10,11",,-1
298,"10,10","6,6,3,3",0,1
299,"11,10","2,10,7",0,1
300,"7,6,6","9,4,6",2,0
301,"10,10","3,10,4",0,1
302,"9,6,10","10,10",2,-1
303,"6,2,6,5","2,3,10,2","1,1,0",1
304,"6,8,4","10,10","3,2",-1
304,"6,10","10,10","3,2",-1
305,"10,9","3,10,7",0,-1
306,"10,10","10,9",0,1
307,"6,2","9,11",0,-1
308,"10,2,6","6,8,7","1,0",-1
309,"9,3,10","10,4,10",2,-1
310,"2,10,3,10","5,3,11","1,1",-1
311,"10,4,7","2,10,8",1,1
312,"8,8,7","9,8",1,-1
313,"9,7","3,10,7",0,-1
314,"6,10,8","10,2,5",1,-1
315,"10,9","8,3,7",0,1
316,"4,9,3,10","4,6,9","1,1",-1
317,"10,2,8","4,10,4","1,0",1
318,"10,10","2,10,10",0,1
319,"8,10","8,3,10",0,-1
320,"7,9,7","2,8,7",1,-1
321,"10,6,8","4,2,5,10",1,-1
322,"10,10","11,10",,-1
323,"5,8,8","8,11",1,1
324,"10,6,10","9,2,3,3",1,-1
325,"11,2,10,11,2,6","8,10","1,1,1,1",-1
326,"4,8,5","11,9",2,-1
327,"10,8,10","10,9",1,-1
328,"10,2,2,7","10,5,6","1,1",0
329,"9,8,10","3,10,10",1,-1
330,"10,5,2,5","4,5,3,10","1,1",-1
331,"3,9,6,10","10,10","1,1",-1
332,"7,10,2,4","8,7,5","1,1",-1
333,"11,9,3,10","10,10","1,1",-1
334,"5,11,3,2","7,10","1,1",1
335,"10,10,5","10,8",1,-1
336,"8,2,4,8","8,9","1,1",-1
337,"9,5,10","8,11",1,-1
338,"8,11","6,11",0,1
339,"7,10,2","7,5,11,2,11,10","3,1,0",1
339,"7,11","7,5,11,2,11,10","3,1,0",1
340,"2,10,4,10","4,10,10","1,1",-1
341,"10,10","10,7",0,1
342,"2,3","10,4,6",0,-1
343,"9,10","4,7,7",0,1
344,"4,11,11,10,10","7,10","1,1,1",-1
345,"5,10,10","6,5,10",1,-1
346,"5,8,10","5,9,10",1,-1
347,"4,5,6,10","10,2,11,3,8","1,1",-1
348,"9,10","4,6,7",0,1
349,"4,9,9","10,10",1,-1
350,"9,7,8","10,10",1,-1
351,"4,10,10","4,4,10",1,-1
352,"5,4","11,10",,-1
353,"4,6,11","10,7",1,1
354,"7,3,7","8,9","1,0",0
355,"9,10","3,6,11",0,-1
356,"2,10,10","6,6,9",1,-1
357,"7,9,8","10,10",1,-1
358,"7,2","10,7",0,-1
359,"2,3","6,3,3,10",0,1
360,"3,7","10,6,10",0,1
361,"9,3","11,10",,-1
362,"11,3,3,11","6,10,10","1,1,0",1
363,"10,5,11,10","11,11,4,4","1,1",-1
364,"8,11","10,11",,-1
365,"8,7,10","8,4,8",1,-1
366,"5,9,2,6","10,10","1,1",-1
367,"6,8","11,10",,-1
368,"9,5,3,2","5,3,9","1,1,0",1
369,"10,10","11,6",0,1
370,"10,11","10,8",0,1
371,"6,10,8","9,9","3,1",-1
371,"6,3","9,9","3,1",-1
372,"10,10","10,3,2,2",0,1
373,"4,11,9,11,3","10,4,7","1,1,1,0",-1
374,"5,10","4,10,10",0,1
375,"10,10","2,5,6,10",0,1
376,"9,3","10,6,2",0,-1
377,"10,6,7","10,5,11,7",1,-1
378,"10,10","6,6,10",0,1
379,"7,6,10","6,10,10",1,-1
380,"10,10","10,8",0,1
381,"7,10","4,2,11",0,0
382,"2,11,7","8,8,10","1,0",1
383,"6,10,11,10","10,8","1,1",-1
384,"10,6,2","9,7,2","1,0",0
385,"11,5,6","11,6","1,0",-1
386,"9,7,5","9,4,4",1,1
387,"5,10,4","2,7,10","1,0",0
388,"10,3,11,7","2,11,10,9","1,1",1
389,"10,3","9,10",0,-1
390,"9,3","10,3,8",0,-1
391,"5,6","4,10,10",0,1
392,"10,5,10","2,5,10",1,-1
393,"2,10","10,3,10",0,1
394,"3,9","4,7,4,10",0,1
395,"8,2","7,9,7",0,1
396,"5,10,8","2,10,4,8",1,-1
397,"4,10,10","3,3,3,8",1,-1
398,"3,9,5,10","2,10,6","1,1",-1
399,"8,3","8,7,4",0,-1
400,"10,11","3,10,5",0,1
401,"7,5","9,5,8",0,1
402,"7,8,4","5,10,4","1,0",0
403,"5,10,6","5,2,6,4",1,1
404,"5,9","11,10",,-1
405,"7,10,11,2,10","10,10","1,1,1",-1
406,"3,2","7,5,7",0,-1
407,"10,2,10","10,5,9",2,-1
408,"3,5","7,6,10",0,1
409,"9,11","10,11",,-1
410,"6,10,3,5","4,2,9,7","1,1",-1
411,"10,5,10","2,11,3,2",1,-1
412,"10,8,3","6,10,5",1,0
413,"2,10,4","10,7",2,-1
414,"10,11,10","8,3,4,11,5",1,0
415,"11,10,8,6","11,8","1,1",-1
416,"9,10,6","3,9,10",1,-1
417,"6,10","10,11",,-1
418,"2,7","10,4,5",0,-1
419,"10,8,6","5,10,8",1,-1
420,"10,10,4","8,5,11,10",1,-1
421,"9,10,9","6,10,10",1,-1
422,"9,8,8","2,10,11,7",1,-1
423,"10,10,10","10,7",1,-1
424,"10,9,6","10,8",1,-1
425,"10,6,5","7,5,9",1,0
426,"10,11,3","9,8","1,0",-1
427,"6,10,10","10,3,6",2,-1
428,"4,11,3","11,9",2,-1
429,"11,10","11,5,6,10",0,1
430,"10,6,8","7,6,3,2",1,-1
431,"8,10","10,4,3",0,1
432,"10,3","4,5,4,7",0,-1
433,"10,10","11,10",,-1
434,"3,9,10","9,2,6",2,-1
435,"10,2","7,7,3",0,-1
436,"10,9","2,10,10",0,1
437,"10,4","8,4,7",0,-1
438,"10,4","8,7,10","3,0",1
438,"10,8","8,7,10","3,0",1
439,"2,5","10,8",0,-1
440,"10,4,10","10,7",2,-1
441,"4,10,11,11,3","3,7,3,10","1,1,1,0",1
442,"10,10","5,4,2,4,10",0,1
443,"3,8","10,4,2,10",0,1
444,"8,3","10,10",0,-1
445,"7,8","7,6,8",0,-1
446,"9,10,6","6,4,11",1,-1
447,"8,3","3,10,5",0,-1
448,"6,10","10,5,3",0,-1
449,"3,4","10,6,10",0,1
450,"10,4","9,7,4",0,-1
451,"2,10","10,5,4",0,-1
452,"10,2","9,6,10",0,1
453,"5,2","7,10","3,0",-1
453,"5,10","7,10","3,0",-1
454,"6,10","10,8",0,-1
455,"10,7,10","4,6,9",1,-1
456,"10,8,10","7,10",1,-1
457,"4,10","10,9",0,-1
458,"3,10","9,5,11,11,6","3,0",1
458,"3,9","9,5,11,11,6","3,0",1
459,"10,9,10","10,4,10",1,-1
460,"5,8,10","2,10,10",1,-1
461,"10,10,4","10,6,3",1,-1
462,"10,8,2","4,5,7,8","1,0",1
463,"2,5","5,9,7",0,-1
464,"10,10","7,10",0,1
465,"8,5","10,10",0,-1
466,"10,10","6,9,10",0,1
467,"4,8","10,2,9",0,-1
468,"9,5,8","2,3,2,7,7",1,-1
469,"5,3","6,2,10",0,-1
470,"8,9,10","4,9,6",1,-1
471,"4,11,10,4","2,2,3,6,8","1,1,0",-1
472,"11,6","10,10",0,-1
473,"10,10","3,10,4",0,1
474,"6,10","10,10",0,-1
475,"10,6,3","6,10,2","1,0",1
476,"11,10","6,3,3,10",0,1
477,"6,11","10,10",0,-1
478,"10,9","7,11",0,1
479,"9,7","11,10",,-1
480,"7,4,5","9,10",2,-1
481,"2,10,11","9,9",2,-1
482,"3,7","10,4,3",0,-1
483,"5,7,7","11,7",2,1
484,"11,5","11,3,10,10","3,0",1
484,"11,7","11,3,10,10","3,0",1
485,"8,9","3,10,11,10",0,1
486,"6,10","10,10",0,-1
487,"3,7,9","10,5,2",2,1
488,"4,3,9","7,3,5,11,10",2,1
489,"9,10","2,4,10,6",0,1
490,"8,10","8,7,9",0,1
491,"5,10,5","10,4,10",2,1
492,"10,5","4,2,4,10",0,-1
493,"11,6","2,11,11,3",0,0
494,"10,7,11","9,11","1,0",-1
495,"10,10","6,10,10",0,1
496,"10,10","10,10",0,0
497,"10,10","5,7,10",0,1
498,"2,4,7","10,10",2,-1
499,"8,10","4,9,9",0,1
500,"4,5","2,2,7,3,3",0,-1
501,"3,5","3,5,8,2",0,-1
502,"9,2,10","6,6,8",2,1
503,"10,6,4","9,10",2,1
504,"11,8","4,2,7,5",0,1
505,"6,10","10,11",,-1
506,"6,10,10","5,9,6",1,-1
507,"8,10","2,10,3,9",0,1
508,"11,3,10","3,7,6,10","1,0",1
509,"6,2,10","10,10",2,-1
510,"4,5","10,11",,-1
511,"3,6,6","8,10",2,-1
512,"10,4,10","10,10",2,-1
513,"8,3","3,11,8,10",0,1
514,"5,2,6","10,9",2,-1
515,"10,10,9","10,10",1,-1
516,"9,10,2","7,8,11,10",1,1
517,"10,3,10","10,2,10","3,3,2",-1
517,"10,9","10,2,10","3,3,2",1
517,"10,4","10,2,10","3,3,2",1
518,"2,11,10,10","4,8,10","1,1",-1
519,"10,3,5","2,9,3,9","1,0",1
520,"7,2,3","10,6,10",2,1
521,"11,6,11,4","8,10","1,1,0",-1
522,"4,10,8","8,8,9","3,2",-1
522,"4,9","8,8,9","3,2",1
523,"8,6","10,11",,-1
524,"5,11,7","9,10","3,3,2",-1
524,"5,8","9,10","3,3,2",-1
524,"5,6","9,10","3,3,2",-1
525,"10,6,10","10,10",2,-1
526,"5,10,2,8","5,4,5,3","1,1",-1
527,"7,9,11,10","6,6,10","1,1",-1
528,"10,10","8,4,6",0,1
529,"8,10","2,10,10",0,1
530,"7,9,5","2,6,3,8",1,1
531,"6,10","11,10",,-1
532,"11,9","5,10,4",0,1
533,"10,8","5,10,7",0,1
534,"10,10","7,10",0,1
535,"3,5,10","10,10",2,-1
536,"10,10","10,5,7",0,1
537,"10,7,10","10,10",2,-1
538,"10,10,8","8,4,3,11,3",1,-1
539,"5,10,9","8,4,4,5",1,-1
540,"4,2","3,3,7,8",0,-1
541,"5,4","3,10,2,2",0,-1
542,"2,10,7","10,3,7",2,-1
543,"5,2,3","9,7,9",2,1
544,"11,10","10,10",0,1
545,"11,7","4,5,7,10",0,1
546,"9,5,3","10,10","3,3,2",-1
546,"9,6","10,10","3,3,2",-1
546,"9,10","10,10","3,3,2",-1
547,"10,2,3","9,5,6",2,-1
548,"4,2,10","9,10",2,-1
549,"11,3,10","9,5,2,7",2,1
550,"5,10,6","8,10",1,1
551,"10,7","11,9",0,-1
552,"11,2,10","10,10",2,-1
553,"10,3,5","2,10,8","1,0",-1
554,"10,6","2,2,6,6,11",0,-1
555,"10,7,3","7,10","1,0",1
556,"8,4,9","10,3,10",2,1
557,"2,7,10","7,8,9",2,1
558,"6,8,6","5,10,6","3,1,0",-1
558,"6,5","5,10,6","3,1,0",-1
559,"7,9,11","11,6",2,0
560,"9,10","8,10",0,1
561,"10,10,7","11,9",1,-1
562,"4,3,8","7,10",2,-1
563,"2,7,5","9,5,11,10",2,1
564,"11,10,2","6,10,7",2,1
565,"2,10,10","10,10",2,-1
566,"3,5","3,11,4",0,-1
567,"10,7,8","8,9",1,-1
568,"10,4,10","10,10",2,-1
569,"6,2,3","10,10",2,-1
570,"10,9,2","10,3,10",1,1
571,"10,11","6,6,10",0,1
572,"3,2,9","7,6,8",2,-1
573,"10,2,11","7,10",2,-1
574,"6,11,5","10,6,7",2,1
575,"7,10,4","11,11,10,10",2,1
576,"7,10,4","11,2,10,8",2,0
577,"4,4","11,10",,-1
578,"6,10,5","10,2,10",2,1
579,"10,2,10","8,5,4",2,-1
580,"11,2","11,10",,-1
581,"10,8,8","11,8",2,-1
582,"3,10,4,7","3,4,10","3,3,1,1",-1
582,"3,6","3,4,10","3,3,1,1",-1
582,"3,8","3,4,10","3,3,1,1",-1
583,"4,7","4,7,10",0,-1
584,"6,9,7","3,5,3,8",1,-1
585,"11,4,10,4,6","7,6,4","3,1,1,1",-1
585,"11,10","7,6,4","3,1,1,1",1
586,"10,11","10,11",,0
587,"10,10","6,6,5",0,1
588,"5,9","6,9,5",0,-1
589,"6,3,10","10,9",2,0
590,"3,2,2","9,6,3",2,-1
591,"11,8,6","10,7","1,0",-1
592,"2,3,10","5,6,10",2,-1
593,"10,2,8","10,9",2,1
594,"3,9,5","9,4,5",2,-1
595,"10,7,3","10,10",2,0
596,"10,10,9","10,8",1,-1
597,"10,10,3","10,5,10",1,-1
598,"10,4,2","8,10","3,2",-1
598,"10,2","8,10","3,2",-1
599,"10,9,11","8,8,9","1,0",1
600,"10,10,11","10,7",1,1
601,"6,10,7","8,10",1,-1
602,"10,5,7","10,10",2,-1
603,"9,10","10,11",,-1
604,"5,8,8","9,4,10",2,1
605,"10,10","9,6,10",0,1
606,"4,10,3,10","3,4,3,5,10","1,1",-1
607,"4,5","5,4,10",0,-1
608,"10,10","3,2,9,2,3",0,1
609,"9,3","5,10,2",0,-1
610,"11,5,10,2,5","9,8","1,1,1",-1
611,"2,9,10","9,5,2,9",2,1
612,"9,2","4,10,9",0,1
613,"4,2,3","8,9",2,-1
614,"5,6,8","8,3,9",2,-1
615,"6,6","11,10",,-1
616,"10,6,6","8,10",1,-1
617,"9,11","9,10",0,1
618,"7,8,10","5,10,10",1,-1
619,"10,5,10","8,4,10",1,-1
620,"10,10","10,10",0,0
621,"7,9,7","2,10,7",1,-1
622,"3,10,5","10,10",2,-1
623,"3,8,2","10,3,8",2,-1
624,"9,6,6","10,7",2,1
625,"2,11,10,10","3,6,7,10","1,1",-1
626,"10,10","6,10,10",0,1
627,"8,10","8,6,5",0,-1
628,"7,10,8","10,10",1,-1
629,"10,8","5,10,10",0,1
630,"6,10,11,4","4,3,5,4,8","1,1",1
631,"8,10,10","10,3,11,10",1,-1
632,"6,3,10","5,7,9",2,-1
633,"10,4,10","9,4,7",2,-1
634,"4,11,2,6","8,2,7","1,1,0",-1
635,"4,6","8,5,10",0,1
636,"3,2,4","7,7,7",2,-1
637,"7,4,10","9,10",2,1
638,"9,4,7","8,9",2,1
639,"6,3,10","7,4,10",2,-1
640,"5,7,10","10,10",2,-1
641,"2,9,10","9,5,11,10",2,1
642,"11,2","11,10",,-1
643,"10,8,10","10,10",1,-1
644,"8,10","3,9,5",0,1
645,"10,6,10","2,10,7",1,-1
646,"10,10","4,2,2,3,10",0,-1
647,"3,8,10","9,11",2,1
648,"10,5,11","10,7",2,-1
649,"6,2","10,11",,-1
650,"3,11,4,10,10","5,10,5","1,1,1",-1
651,"10,10","9,11",0,0
652,"9,6,10","10,4,10",2,-1
653,"10,10","3,5,10",0,1
654,"10,7,6","8,8,2",1,-1
655,"10,8,5","10,10",1,-1
656,"10,10","4,3,4,10",0,-1
657,"7,4,3","6,6,5","3,2",-1
657,"7,10","6,6,5","3,2",0
658,"10,4,10","7,8,10",1,-1
659,"10,10","10,11",,-1
660,"3,5,10","8,2,11",2,-1
661,"6,2,3","3,7,10","3,2",-1
661,"6,4","3,7,10","3,2",-1
662,"10,3,10","10,9",2,-1
663,"10,7,9","11,2,8",2,-1
664,"10,10,3","10,10",1,-1
665,"5,10,10","9,10",2,-1
