round,player_hand,dealer_hand,actions,result
712,"9,11,10,8","7,7,2,3","1,1",-1
713,"9,6,6","10,10",2,1
714,"4,11,8","10,10",2,-1
715,"2,5,10","7,10",2,0
716,"4,10,3","6,5,9",2,-1
717,"10,8,6","6,8,8",1,-1
718,"10,11","10,11",,-1
719,"4,11,11","3,10,7",2,-1
720,"3,10,9","4,10,8",2,-1
721,"10,10,2","3,6,10",1,-1
722,"5,10,9","10,5,10",2,-1
723,"6,10,10","7,11",2,-1
724,"3,5,10","8,8,11",2,1
725,"5,9,10","10,4,11,9",2,-1
726,"5,2,10","6,3,9",2,-1
727,"8,7,6","10,2,10",2,1
728,"7,10,5","8,10",2,-1
729,"10,10,10","4,11,9,3",1,-1
730,"10,10","11,10",,-1
731,"10,2,10","4,10,5",2,-1
732,"9,9,11","10,2,9",2,-1
733,"10,5,3","10,9",2,-1
734,"10,4,7","11,2,10,3,8",2,1
735,"10,5,8","10,6,7",2,-1
736,"10,10,4","7,6,6",1,-1
737,"10,2,7","8,10",2,1
738,"10,2,11","4,11,10,7",2,0
739,"6,10,11","9,5,10",2,0
740,"9,7,3","8,10",2,1
741,"3,6","10,6,5",0,-1
742,"7,10,3","9,10",2,1
743,"10,9","11,10",,-1
744,"5,8,2","4,10,6",2,-1
745,"6,10,3","8,10",2,1
746,"4,3","10,10",0,-1
747,"10,6,2","9,9",2,0
748,"3,4,10","4,11,6",2,-1
749,"10,8,6","11,11,7",2,-1
750,"10,5,7","7,10",2,-1
751,"10,2,7","10,3,2,10",2,0
752,"10,10,5","9,9",1,-1
753,"11,4,10","7,2,4,11,9",2,0
754,"10,3,3","10,4,8",2,0
755,"10,5,10","6,8,2,3",2,-1
756,"9,11,7","2,5,4,10","1,0",-1
757,"10,10,10","9,10",1,-1
758,"11,8","5,10,6",0,-1
759,"7,9,10","7,8,5",2,-1
760,"10,2,10","2,5,8,10",2,-1
761,"2,7","11,3,10,4",0,-1
762,"11,10,6","6,10,7","1,0",0
763,"6,10,10","4,6,4,9",2,-1
764,"11,9,10,7","3,10,3,5","1,1",-1
765,"10,2,4","10,3,9",2,0
766,"4,3,10","5,3,9",2,0
767,"6,4,10","3,8,5,4",2,0
768,"7,2,2","6,10,10",2,0
769,"9,8,10","11,8",2,-1
770,"10,10,10","5,3,10",1,-1
771,"10,7,11","10,9",2,-1
772,"10,2,11","6,7,10",2,0
773,"10,10,10","4,8,11,2,6",1,-1
774,"5,11,10","10,3,10",2,0
775,"6,10,4","4,11,2",2,1
776,"8,6,6","10,10",2,0
777,"10,10,3","3,10,9",1,-1
778,"7,10,7","8,9",2,-1
779,"5,11,5","10,9",2,1
780,"7,9,2","10,10",2,-1
781,"5,5,10","10,4,9",2,0
782,"6,11,3","8,10",2,1
783,"11,10,2","7,8,10","1,0",0
784,"3,10,6","10,9",2,0
785,"2,11,10","2,6,10",2,-1
786,"9,3,10","6,3,4,10",2,-1
787,"10,4,11","7,3,10",2,-1
788,"5,9,10","6,10,8",2,-1
789,"10,4,7","5,11,3",2,1
790,"9,2","10,11",,-1
791,"8,10","7,5,11,9",0,0
792,"10,10,2","4,9,10",1,-1
793,"3,4,10","10,8","1,0",-1
794,"7,5,10","2,10,2,6",2,-1
795,"3,2,4","5,10,5",2,-1
796,"4,10,3","7,5,6",2,-1
797,"7,3,11","10,9",2,1
798,"11,9,10","6,11",2,1
799,"2,10,10","8,10",2,-1
800,"10,2,9","4,11,10,10",2,1
801,"7,3,2","10,6,8",2,0
802,"8,10,10","10,10",2,-1
803,"2,10,8","11,9",2,0
804,"5,10,6","8,10",2,1
805,"4,5,3","7,10",2,-1
806,"10,9,8","7,6,11,3",1,-1
807,"4,10,10","2,5,3,2,5",2,-1
808,"9,2,3","10,9",2,-1
809,"10,3,4","10,8",2,-1
810,"10,2,9","10,10",2,1
811,"9,7,9","2,11,10,10",2,-1
812,"9,10,7","3,10,11,10",1,-1
813,"10,5,4","10,8",2,1
814,"4,6,5","3,5,6,7",2,-1
815,"4,6,11","5,10,6",2,0
816,"9,5,3","11,3,7",2,-1
817,"2,4","10,10",0,-1
818,"11,7,10","10,6,11",2,1
819,"4,10","10,11",,-1
820,"8,10,10","3,10,10",1,-1
821,"10,10,8","5,6,5,10",1,-1
822,"9,8,3","10,9",2,1
823,"2,10,10","7,6,2,5",2,-1
824,"5,2,4","7,10",2,-1
825,"4,8,9","5,10,10",2,1
826,"4,8,10","3,7,8",2,-1
827,"9,8","2,10,10",0,0
828,"6,10,11","6,7,3,10",2,0
829,"11,4,11","7,2,10",2,-1
830,"11,3,10","10,3,10",2,0
831,"11,3,8","9,9",2,-1
832,"4,10,9","6,10,10",2,-1
833,"11,7,10,6","4,10,8","1,1",-1
834,"8,10,11,4","5,9,10","1,1",-1
835,"10,7,10","10,5,2",2,-1
836,"6,5,8","4,7,10",2,-1
837,"10,10,3","11,2,10,6",1,-1
838,"6,10,10","10,4,4",2,-1
839,"8,2,10","2,7,5,7",2,-1
840,"8,10,10","10,3,11,8",2,-1
841,"3,10","10,11",,-1
842,"10,2,5","9,5,9",2,0
843,"11,2,7","10,4,11,5",2,0
844,"10,6,9","9,4,7",2,-1
845,"5,11,7","2,7,4,3,10",2,0
846,"10,10,8","3,10,2,4",1,-1
847,"5,2,6","11,6","1,0",-1
848,"3,9,10","9,4,6",2,-1
849,"5,11,7","7,10",2,-1
850,"8,9,2","10,10",2,-1
851,"6,4,10","10,10",2,0
852,"10,10,10","2,6,8,11",1,-1
853,"6,10,4","9,7,5",2,-1
854,"7,5,8","4,3,5,6",2,1
855,"10,2","11,10",,-1
856,"6,9,7","3,10,10",2,-1
857,"4,2","9,5,10",0,0
858,"10,10,4","3,3,10,10",1,-1
859,"10,5,10","2,10,5",2,-1
860,"3,6","11,10",,-1
861,"3,10,6","10,5,8",2,0
862,"8,2,7","9,6,4",2,-1
863,"4,10,6","7,9,8",2,0
864,"2,5,9","3,3,10,4",2,-1
865,"9,10,10","8,10",1,-1
866,"3,10,4","7,3,10",2,-1
867,"7,10,10","7,4,10",2,-1
868,"3,3","10,9",0,-1
869,"5,5,9","9,4,4",2,1
870,"10,10,9","2,10,11,2,10",1,-1
871,"8,6,6","8,6,11,10",2,0
872,"6,8,11","10,5,10",2,0
873,"10,9,11,9","2,10,7","1,1",-1
874,"10,9","10,7",0,1
875,"5,3,10","3,10,2,2",2,1
876,"8,10","6,2,5,4",0,1
877,"3,7","11,10",,-1
878,"4,8,4","10,10",2,-1
879,"8,9,6","5,11,10,7",2,-1
880,"10,5,9","2,10,10",2,-1
881,"10,10,8","2,3,11,11",1,-1
882,"5,10,7","5,4,3,11,2,8",2,-1
883,"4,10,10","10,7",2,-1
884,"10,6,3","4,6,9",2,0
885,"11,10,10","2,6,9",1,1
886,"10,3,10","10,8",2,-1
887,"10,10,10","3,2,4,2,9",1,-1
888,"2,10,10","5,3,7,10",2,-1
889,"8,9,10","7,10",2,-1
890,"6,10,7","4,6,6,8",2,-1
891,"4,5","11,5,10,7",0,0
892,"3,11,6","10,2,10",2,0
893,"8,9,10","11,11,9",2,-1
894,"7,3,3","10,9",2,-1
895,"9,2,4","11,2,10,9",2,0
896,"10,10,2","6,10,10",1,-1
897,"8,10,7","4,10,3",1,-1
898,"5,10,5","6,10,9",2,0
899,"11,8,8","10,4,7","1,0",-1
900,"3,7,5","11,2,5",2,-1
901,"10,9,11,6","10,10","1,1",-1
902,"10,11,4","10,7","1,0",-1
903,"3,2","9,5,7",0,-1
904,"6,10,7","10,10",2,-1
905,"9,11,7","3,6,10","1,0",-1
906,"8,5,4","3,8,8",2,-1
907,"5,10,2","4,6,8",2,-1
908,"10,4,2","3,10,10",2,0
909,"9,4,10","3,7,7",2,-1
910,"11,5,7","8,8,10",2,0
911,"10,6,7","8,5,10",2,-1
912,"10,5,6","10,8",2,1
913,"10,11,6","10,3,10","1,0",0
914,"4,11,10","4,10,10",2,0
915,"10,2,2","9,10",2,-1
916,"10,10,10","9,10",1,-1
917,"11,11,7","8,11",2,0
918,"8,2,6","3,10,2,2",2,-1
919,"10,7,7","10,5,4",2,-1
920,"8,3,10","10,10",2,1
921,"6,10,4","10,9",2,1
922,"6,10,5","9,3,2,9",2,1
923,"10,2,6","5,7,2,11,4",2,-1
924,"10,5,10","9,8",2,-1
925,"6,11","5,9,10",0,0
926,"10,4","11,10",,-1
927,"7,3,10","4,7,6",2,1
928,"7,6,10","10,10",2,-1
929,"10,3,5","10,10",2,-1
930,"4,10,8","10,3,3,9",2,-1
931,"10,10,11","8,11",1,1
932,"10,8,7","10,6,10",2,-1
933,"10,2,2","5,2,10",2,-1
934,"8,10,7","10,10",2,-1
935,"2,3,3","6,5,4,10",2,0
936,"7,10","4,8,6",0,-1
937,"4,7,6","3,9,4,9",2,0
938,"6,10,10","10,10",2,-1
939,"5,10,3","10,7",2,1
940,"8,10,2","10,8",2,1
941,"10,7","2,4,10,10",0,0
942,"9,3,6","4,11,10,5",2,-1
943,"4,9,2","4,10,5",2,-1
944,"8,10,11","10,8",2,1
945,"11,9,11","7,2,9",1,1
946,"3,3","8,8,8",0,0
947,"4,8,10","10,10",2,-1
948,"10,6,11","2,9,6",2,0
949,"10,10,5","10,9",1,-1
950,"10,3,6","7,9,5",2,-1
951,"10,10,5","2,7,2,10",1,-1
952,"11,5,9","11,11,3,4",2,-1
953,"10,7,4","9,10",2,1
954,"10,10,4","4,10,2,8",1,-1
955,"7,11,6","3,4,9,6","1,0",0
956,"11,10,9,3","2,6,10","1,1",-1
957,"5,2","10,2,10",0,0
958,"10,10,5","11,11,10,10",1,-1
959,"9,8,6","10,10",2,-1
960,"2,6,9","3,2,3,10",2,-1
961,"5,10,7","10,2,11,8",2,-1
962,"11,3,4","10,10",2,-1
963,"10,10","10,11",,-1
964,"5,10,3","10,10",2,-1
965,"4,6,4","11,8",2,-1
966,"9,9,8","6,10,4",1,-1
967,"6,10,9","10,7",2,-1
968,"10,2,6","8,2,10",2,-1
969,"9,5,2","3,10,6",2,-1
970,"4,5,4","5,6,10",2,-1
971,"7,10","4,11,9,10",0,0
972,"2,10,7","8,10",2,1
973,"8,10","10,11",,-1
974,"7,7,3","5,9,4",2,-1
975,"10,11","8,3,10",0,0
976,"2,6,7","8,11",2,-1
977,"3,7,3","8,5,6",2,-1
978,"10,5,10","4,10,2,11",2,-1
979,"10,10,10","3,10,10",1,-1
980,"10,10,4","4,7,8",1,-1
981,"10,10,10","3,11,5",1,-1
982,"11,6,10","9,2,6",2,0
983,"6,7,10","3,2,4,10",2,-1
984,"10,2,10","2,10,6",2,-1
985,"8,10,4","10,5,5",2,-1
986,"2,10,10","11,5,10,8",2,-1
987,"8,11,4","4,7,3,5","1,0",-1
988,"9,9,10","9,7,3",2,-1
989,"6,8,11","10,10",2,-1
990,"4,10,3","10,9",2,-1
991,"3,10,9","2,8,11",2,-1
992,"4,9,10","10,6,3",2,-1
993,"10,11,4","5,10,6","1,0",-1
994,"8,6,5","2,11,3,4",2,-1
995,"10,9,10","7,5,8",1,-1
996,"2,10,11","10,7",2,-1
997,"10,6,8","10,10",2,-1
998,"4,5","10,6,7",0,0
999,"11,11,3","2,10,9",2,-1
