round,player_hand,dealer_hand,actions,result
130,"5,10,2","6,5,3,10","1,0",0
131,"10,10","3,7,10",0,0
132,"5,7","2,3,10,10",0,0
133,"5,6","4,6,11",0,-1
134,"2,4","4,9,10",0,0
135,"7,11,2","8,10","1,0",1
136,"6,3","5,2,2,2,10",0,-1
137,"11,9,10","10,6,7","1,0",0
138,"9,10,11","8,9","1,0",1
139,"10,7,10","8,7,6",1,-1
140,"4,2,10","10,5,10","1,0",0
141,"8,9,3","3,7,6,2","1,0",1
142,"4,6,9","9,8",2,1
143,"11,6,10","5,11,10,11",2,0
144,"10,6,8","10,8",1,-1
145,"10,10","11,5,10,10",0,0
146,"3,7","8,10","3,0",-1
146,"3,2","8,10","3,0",-1
147,"8,5,10","11,5,10,7",2,-1
148,"9,10","6,10,10",0,0
149,"6,5,2","6,9,5",2,-1
150,"8,7,4","11,3,11,11,6,4,5",2,-1
151,"4,2","10,3,3,10",0,0
152,"4,8,10","6,4,10",2,-1
153,"5,3","11,10",,-1
154,"10,10","10,8",0,1
155,"3,10","11,10",,-1
156,"7,10,10","8,10",1,-1
157,"10,3,9","5,9,7",1,-1
158,"7,10,10","2,6,10",1,-1
159,"9,10,10","10,10",1,-1
160,"10,2,3","9,7,11",2,-1
161,"10,5,2,10","4,4,8,10","1,1",-1
162,"10,3,9","2,11,4",2,-1
163,"4,11","6,4,4,10",0,0
164,"10,5,10","10,10",2,-1
165,"3,10","11,10",,-1
166,"4,11","8,10",0,-1
167,"6,8,8","8,5,5",2,-1
168,"5,2","10,10",0,-1
169,"10,7,3","5,2,10","1,0",1
170,"10,10","3,2,4,10",0,1
171,"10,7,10","5,10,10",1,-1
172,"10,2","3,10,7",0,-1
173,"10,7,10","7,8,8",1,-1
174,"5,4,2","4,4,9",2,-1
175,"7,3","4,11,9,10",0,0
176,"10,11","11,6",0,1
177,"10,3,4","4,7,10",2,-1
178,"10,8,9","10,9",2,-1
179,"10,7,8","10,6,2",2,-1
180,"11,10","10,10",0,1
181,"5,11,2","10,6,2","3,2",0
181,"5,7","10,6,2","3,2",-1
182,"5,6,3","11,9",2,-1
183,"11,4,3","10,9",2,-1
184,"10,6,10","7,6,10",2,-1
185,"4,10,2","8,9",2,-1
186,"10,4,8","2,8,8",1,-1
187,"5,7,3,10","4,3,10","1,1",-1
188,"10,10","5,5,6,7",0,0
189,"3,9,5","4,11,5",2,-1
190,"3,10,10","10,10",2,-1
191,"10,7,7","6,8,10",2,-1
192,"10,6,11,10","2,4,2,7,7","1,1",-1
193,"10,4,9","5,9,7",1,-1
194,"10,3,8","10,7",1,1
195,"4,7","10,9",0,-1
196,"10,4,10","6,3,10",1,-1
197,"10,9","11,5,11",0,1
198,"6,2,3","10,10","1,0",-1
199,"10,9,8","5,10,11,10",2,-1
200,"10,8,2","6,4,9","1,0",1
201,"11,8,10","10,2,10",2,0
202,"5,8,3","5,2,2,2,11,8",2,-1
203,"5,6,4","6,5,6",2,-1
204,"10,9","10,7",0,1
205,"4,9,10","10,8",2,-1
206,"10,11","3,10,10",0,1
207,"3,9,11","10,10",2,-1
208,"10,4,4","6,9,4","1,0",-1
209,"8,11,11","8,10","1,0",1
210,"6,10,7","4,7,3,6",1,-1
211,"3,6","11,10",,-1
212,"10,10","5,10,10",0,0
213,"10,4,3","10,3,10","1,0",0
214,"4,5,8","11,6","1,0",0
215,"7,5","10,4,10","3,0",0
215,"7,6","10,4,10","3,0",0
216,"6,8","7,2,9",0,-1
217,"5,2,5","2,3,11,10,8",2,0
218,"10,2,10","10,5,6",2,-1
219,"11,3,4","10,10",2,-1
220,"2,3","2,11,11,5",0,-1
221,"9,8,3","3,3,6,10",2,0
222,"10,2,10","4,10,11,5",2,-1
223,"10,9","9,8",0,1
224,"11,6","9,4,10",0,0
225,"2,7,3","10,4,10",2,0
226,"3,10,2,9","3,5,7,5","1,1",-1
227,"3,6,10","6,4,5,7",2,0
228,"7,10,5","7,6,10","3,3,1",-1
228,"7,9","7,6,10","3,3,1",0
228,"7,11","7,6,10","3,3,1",0
229,"10,2,5,3","10,8","1,1,0",1
230,"4,4,3","10,8",2,-1
231,"10,2,7","8,7,4",2,0
232,"10,11","9,11",0,1
233,"10,10","4,10,2,10",0,0
234,"11,2,11","8,10","1,0",-1
235,"7,10,9","4,6,10",1,-1
236,"10,8","8,10",0,0
237,"10,10","10,10",0,0
238,"7,10,10","10,6,4",1,-1
239,"8,10,9","2,6,10",2,-1
240,"10,9","10,5,9",0,0
241,"10,2,4","7,6,4",2,-1
242,"6,7","10,3,11,5",0,-1
243,"10,10","10,10",0,0
244,"4,10","5,2,10",0,-1
245,"9,9,10","7,9,2",2,-1
246,"5,10,2","10,10",2,-1
247,"5,5,8","6,10,11",2,1
248,"7,10,5","6,11",1,-1
249,"10,10","3,2,3,10",0,1
250,"9,11,3,10","3,10,10","1,1",-1
251,"4,7,10","5,10,3",2,1
252,"10,6,5","3,5,11",2,1
253,"10,10","10,4,10",0,0
254,"2,10,2","3,10,7",2,-1
255,"7,8,10","7,5,3,4",1,-1
256,"5,7,2","10,10",2,-1
257,"10,4,3,7","2,6,10","1,1",-1
258,"10,8,5","8,9",1,-1
259,"10,9,11","2,8,6,10","1,0",0
260,"10,10","10,4,9",0,0
261,"10,7","5,2,5,8",0,-1
262,"10,7","10,11",,-1
263,"9,11","8,4,10",0,0
264,"2,10,5","6,8,3",2,0
265,"10,9,9","8,5,7",1,-1
266,"8,10,9","3,7,10",1,-1
267,"7,10,2","11,7",2,1
268,"5,2","2,10,6",0,-1
269,"11,10,4","10,6,9",2,0
270,"3,5,2,10","10,4,10","1,1,0",0
271,"10,9,9","4,10,4",1,-1
272,"10,4","9,11",0,-1
273,"5,6","10,10",0,-1
274,"6,10,10","10,9",2,-1
275,"10,8,6","3,2,10,11,10",1,-1
276,"10,10","10,5,5",0,0
277,"8,5","5,3,10",0,-1
278,"11,6,4","10,6,10",2,1
279,"9,8,2,5","10,3,7","1,1",-1
280,"10,11,4","11,3,4",2,-1
281,"9,8,10","11,8",1,-1
282,"10,7,10","6,7,4",1,-1
283,"8,10,2","10,4,4",2,1
284,"11,7,10,11,10","9,10","1,1,1",-1
285,"6,2,10","2,6,10",2,0
286,"10,9,3","11,8",1,-1
287,"10,7","8,4,4,3",0,-1
288,"6,10,6","8,5,10",1,-1
289,"6,8,10","10,3,6",2,-1
290,"4,6,8","3,11,10,4",2,0
291,"6,10,7","3,3,10,11",1,-1
292,"2,7,10","9,6,7",2,0
293,"2,11,9","5,8,11,2,9",2,0
294,"5,2,10","6,2,2,3,9",2,0
295,"10,9,9","10,7",1,-1
296,"10,3,10","2,10,8",1,-1
297,"8,5,5","7,10",2,1
298,"6,2","10,3,6",0,-1
299,"3,7,7","10,8",2,-1
300,"10,9,10","5,6,11,2,10","3,1",-1
300,"10,9","5,6,11,2,10","3,1",0
301,"4,10,2","10,5,8",2,0
302,"11,4,2","8,10",2,-1
303,"3,7,10","10,7",2,1
304,"3,5","9,4,5",0,-1
305,"5,4","7,5,3,2",0,-1
306,"8,10,11,9","2,4,2,7,8","1,1",-1
307,"11,5,4","10,10",2,0
308,"6,11,10,10","8,3,7","1,1",-1
309,"6,8,10","9,3,10",2,-1
310,"10,2,10","10,10",2,-1
311,"5,6,10","6,10,10",2,1
312,"10,9","5,3,10",0,1
313,"8,6,10","7,4,10",2,-1
314,"2,10,5","8,11",2,-1
315,"10,10,10","10,10",2,-1
316,"8,10,7","10,8",2,-1
317,"4,8,6","5,3,3,8",2,-1
318,"9,10,10","11,6",1,-1
319,"11,3,10,6,10","5,10,6","1,1,1",-1
320,"9,7,10","10,4,4",2,-1
321,"4,9,8","4,10,10",1,1
322,"8,11,10,10","7,7,10","1,1",-1
323,"5,10,5,11","4,10,10","1,1",1
324,"3,3,7","9,4,5",2,-1
325,"4,6,10","8,7,6",2,-1
326,"3,9,4","2,2,10,6","1,0",-1
327,"10,9,9","10,8","3,1",-1
327,"10,10","10,8","3,1",1
328,"8,10,6","7,4,2,3,2",1,-1
329,"10,3","10,6,2",0,-1
330,"10,5,7","10,10",2,-1
331,"6,8,10","10,3,4","3,2",-1
331,"6,10","10,3,4","3,2",-1
332,"5,8,10","7,2,2,5,7",2,-1
333,"8,3,10","5,5,4,6",2,1
334,"11,2,7","7,3,4,10",2,0
335,"3,10,10","11,5,3",2,-1
336,"9,10,5","2,8,5,10",1,-1
337,"10,4,8","9,4,6",2,-1
338,"6,2","10,11",,-1
339,"10,10,5","10,8",1,-1
340,"6,10,10","7,10",1,-1
341,"10,5,7","4,10,10",1,-1
342,"3,10","10,8",0,-1
343,"6,11,5,10","3,10,4","1,1",-1
344,"3,11","7,8,10",0,0
345,"2,10,10","9,10",2,-1
346,"5,10,10","5,11,2",1,-1
347,"5,9,10","8,3,9",1,-1
348,"7,6,6,4","2,10,7","1,1",-1
349,"3,5,10","3,4,11",2,0
350,"3,11","10,11",,-1
351,"7,10,11","10,10",2,-1
352,"10,8,7","6,8,10",1,-1
353,"6,10,10","7,10",1,-1
354,"9,10,10","2,11,8",1,-1
355,"2,11,4","10,4,9",2,0
356,"10,10,6","4,10,3",1,-1
357,"5,3,6","2,5,7,10",2,0
358,"4,7,10","10,9",2,1
359,"8,5,3,11","9,10","1,1,0",-1
360,"3,11,2,6","6,10,2","1,1,0",-1
361,"4,2,8","10,8","1,0",-1
362,"9,5,4","5,9,2,9",2,0
363,"11,10","6,10,10",0,1
364,"3,5,10","2,9,9",2,-1
365,"4,10,7","6,10,8",1,1
366,"11,4","6,8,10",0,0
367,"3,7,9","9,10",2,0
368,"5,10","3,9,5",0,-1
369,"2,10","4,10,7",0,-1
370,"2,10,3","3,9,10","1,0",0
371,"10,9,10","6,10,10",1,-1
372,"9,5,10","8,7,4",2,-1
373,"10,10,8","10,6,5",1,-1
374,"7,6,6","8,2,4,10",2,0
375,"10,8,8","10,2,10",1,-1
376,"10,8,10","10,7",2,-1
377,"10,10,11","4,3,7,4",1,1
378,"8,5,11","10,9",2,-1
379,"4,3,10","11,9","1,0",-1
380,"6,3","10,10",0,-1
381,"2,10","10,11",,-1
382,"11,10","7,10",0,1
383,"10,10,10","10,8",1,-1
384,"10,10,5","2,2,3,5,8",1,-1
385,"8,10,9","10,9",2,-1
386,"10,10","10,11",,-1
387,"7,10","7,2,10",0,-1
388,"10,2,6","11,11,6",2,0
389,"10,10,11","10,8",2,1
390,"8,10,11","4,6,2,11,10","1,0",0
391,"9,6,7","9,5,10",2,-1
392,"3,5,10","3,3,10,2",2,0
393,"6,9","11,10",,-1
394,"10,4,11,7","4,2,2,10","1,1",-1
395,"8,2,3","10,8",2,-1
396,"10,7,7","10,10",2,-1
397,"10,11","6,5,6",0,1
398,"10,4,8","6,11",2,-1
399,"11,5,4,2","3,10,10","1,1,0",0
400,"9,10,9","10,4,3",1,-1
401,"7,2,6","5,9,4",2,-1
402,"2,10,4","4,6,3,5",2,-1
403,"8,2,7","6,2,3,10",2,-1
404,"4,11","10,9",0,-1
405,"9,4,11,9","9,10","1,1",-1
406,"11,4,7","4,3,10","1,0",-1
407,"3,6,6","10,6,5",2,-1
408,"5,8,10","9,7,8",2,-1
409,"8,2,7","10,9",2,-1
410,"10,11","11,6",0,1
411,"10,11","11,10",,-1
412,"8,10","10,10",0,-1
413,"5,2,3,6","10,7","1,1,0",-1
414,"7,2,10","4,5,8",2,1
415,"9,10,10","10,2,7",1,-1
416,"10,10,10","9,3,4,10",1,-1
417,"6,9,6","10,2,6",2,1
418,"9,2,11","10,10",2,-1
419,"6,3,3","10,10","1,0",-1
420,"10,7","8,6,2,10",0,0
421,"3,10,9","10,4,11,7",2,-1
422,"10,9,6","4,4,7,11,6",2,-1
423,"6,10,10","10,8",2,-1
424,"5,4,10","10,7","1,0",1
425,"5,11,7,4,10","5,9,7","1,1,1",-1
426,"5,6,7","8,10",2,0
427,"2,7,8","5,2,5,7",2,-1
428,"5,8","9,4,11,5","3,0",-1
428,"5,9","9,4,11,5","3,0",-1
429,"5,11","10,5,10",0,0
430,"5,6,6","7,10",2,0
431,"10,3,10","10,10",2,-1
432,"3,8,3","10,7",2,-1
433,"11,10","2,2,3,8,10",0,1
434,"4,6,9,6","11,11,7","1,1",-1
435,"8,6,4","10,6,4",2,-1
436,"2,11,6","6,7,10",2,0
437,"8,4,2","11,5,9,10",2,0
438,"11,5,10","10,2,10",2,0
439,"10,3,10","10,10",2,-1
440,"9,2","4,5,7,3",0,-1
441,"5,3","10,11",,-1
442,"4,9","10,11",,-1
443,"3,11,5","7,8,8",2,0
444,"4,3,10","10,5,10",2,0
445,"7,6,2","7,9,10",2,0
446,"7,8,2","10,8",2,-1
447,"9,4,3","9,4,10",2,0
448,"4,10,7","10,9",2,1
449,"9,3,3","10,8",2,-1
450,"10,10","10,10",0,0
451,"2,10","2,11,10,8",0,-1
452,"2,11,6,10,9","6,6,11,8","1,1,1",-1
453,"7,8,10","2,10,4,9",2,-1
454,"11,10","4,7,7",0,1
455,"10,7,3","10,7",2,1
456,"10,3,4","8,10",2,-1
457,"6,10,3","11,9","3,2",-1
457,"6,3","11,9","3,2",-1
458,"10,6,3","10,3,3,5",2,-1
459,"10,7,5","8,8,7",1,-1
460,"5,10","2,2,2,4,10",0,-1
461,"7,11,9,4","9,10","1,1",1
462,"10,10","3,9,6",0,1
463,"7,10,6","6,10,10",1,-1
464,"10,8","10,8",0,0
465,"11,9,10","5,3,9","1,0",1
466,"10,3","5,10,9",0,0
467,"9,6,10","7,10",2,-1
468,"8,8","8,3,10",0,-1
469,"10,5","10,11",,-1
470,"11,9","10,10",0,0
471,"5,9,3","10,6,6",2,0
472,"11,8","10,4,10",0,0
473,"10,10","7,2,8",0,1
474,"5,5,2","4,11,4",2,-1
475,"2,3","6,10,5",0,-1
476,"10,10,5","3,2,10,6",2,-1
477,"6,4,7,10","10,7","1,1",-1
478,"8,5,4,10","2,10,7","1,1",-1
479,"9,9,9","2,4,10,11",1,-1
480,"11,10","10,2,10",0,1
481,"6,8,10","4,10,8",1,-1
482,"2,10,10","8,11",2,-1
483,"9,5","10,11",,-1
484,"11,4,4,5,10","8,7,5","1,1,1",-1
485,"3,6,9","7,10",2,1
486,"10,11,10","7,6,10",2,1
487,"10,3,10","10,6,11",2,-1
488,"2,10,4","10,6,3","3,2",-1
488,"2,3","10,6,3","3,2",-1
489,"9,2,4","10,8",2,-1
490,"3,10","11,10",,-1
491,"7,11,10","2,5,6,10","1,0",0
492,"10,10","10,4,10",0,0
493,"10,10","4,5,11",0,0
494,"9,10","8,4,10",0,0
495,"7,11,7","3,9,5",2,-1
496,"4,3,6","10,9","1,0",-1
497,"4,2,11,6","10,2,2,10","1,1,0",0
498,"7,10","10,11",,-1
499,"9,10,7","9,11",1,-1
500,"4,8,10","10,2,10",2,-1
501,"2,5","7,10",0,-1
502,"10,6,7","7,10",1,-1
503,"10,7","3,10,4",0,0
504,"10,5","10,6,9",0,0
505,"11,4,9","10,10",2,-1
506,"3,8,7","8,8,11",2,1
507,"4,10,5","9,8",2,1
508,"7,3,4","10,6,11",2,-1
509,"10,9,3","9,9",1,-1
510,"8,4,4","3,10,10",2,0
511,"10,3,10","2,6,6,3",2,-1
512,"7,5,10","10,3,10",2,-1
513,"10,11","8,10",0,1
514,"2,10,6","8,7,8",2,0
515,"5,11,10,11,10","6,11","1,1,1",-1
516,"6,3,9","3,10,7",2,-1
517,"10,10,2","2,2,4,3,2,7",2,-1
518,"5,3,11,6","10,10","1,1,0",-1
519,"5,4,8","5,3,3,2,10",2,0
520,"6,10,9","11,6",2,-1
521,"10,4,4","8,6,8",2,0
522,"5,6,4","7,7,5",2,-1
523,"8,4,11","9,6,10",2,0
524,"11,6,10,2","5,9,10","1,1,0",0
525,"8,4,9","2,8,11",1,0
526,"10,10","10,2,2,9",0,0
527,"7,4,7","10,5,7",2,0
528,"5,11,8","2,6,2,10","1,0",-1
529,"6,10,11,10","3,7,9","1,1",-1
530,"10,9","11,9",0,-1
531,"3,10,8","10,5,3",2,1
532,"8,10,10","10,10",2,-1
533,"9,10,10","10,4,10",1,-1
534,"10,11","6,10,10",0,1
535,"5,10,8","7,10",1,-1
536,"11,8,10","10,10","1,0",-1
537,"2,4","7,2,10",0,-1
538,"6,8,5","3,8,7","1,0",1
539,"4,10","11,10",,-1
540,"8,8,4","2,11,3,10,10","1,0",0
541,"10,11","8,7,4",0,1
542,"6,5","4,10,4","3,0",-1
542,"6,4","4,10,4","3,0",-1
543,"5,2,11","2,3,9,9",2,0
544,"9,2,8","10,4,10",2,0
545,"2,7,10","11,2,10,7","1,0",-1
546,"10,10","9,2,11,10",0,0
547,"10,3,2","10,6,10",2,0
548,"10,10","9,10",0,1
549,"7,10,5","10,5,7","3,2",-1
549,"7,3","10,5,7","3,2",0
550,"7,9,2,11,10","7,10","1,1,1",-1
551,"6,2,11,5","10,2,8","1,1,0",-1
552,"11,6,3","3,5,10","1,0",1
553,"8,9,10","3,4,4,8",1,-1
554,"10,5,4","10,6,4",2,-1
555,"8,9,4","2,2,10,10",1,1
556,"10,5,10","7,11",1,-1
557,"9,10,6","8,3,6",1,-1
558,"10,10","9,10",0,1
559,"11,10,3","10,4,10","1,0",0
560,"9,5,10","3,9,7",2,-1
561,"7,6,8","7,5,2,5",2,1
562,"10,11","10,3,10",0,1
563,"10,9,3","11,3,9,7",2,-1
564,"6,10,9","4,3,7,10",1,-1
565,"10,10","10,2,5",0,1
566,"9,8,4","4,11,9,10",2,1
567,"5,10,5","4,4,7,7",2,0
568,"5,7,4","9,5,7",2,-1
569,"9,10","10,3,2,10",0,0
570,"10,4,10","6,10,10",2,-1
571,"10,10","6,6,10",0,0
572,"6,5,2","6,3,10",2,-1
573,"3,5,10","8,11",2,-1
574,"4,6,4","9,10",2,-1
575,"2,4,10","10,9","1,0",-1
576,"10,9","7,6,10",0,0
577,"10,7,11,3","5,2,10","1,1",1
578,"10,9","10,10",0,-1
579,"5,2,10","3,10,4",2,0
580,"4,5,2","10,10",2,-1
581,"10,7,2","10,7",2,1
582,"5,11,11","5,6,4,3","1,0",-1
583,"10,10","7,8,10",0,0
584,"10,9","10,11",,-1
585,"10,10","11,5,10,10",0,0
586,"9,11","9,4,10",0,0
587,"5,10,2","10,6,11",2,0
588,"8,9","11,10",,-1
589,"7,10,9","2,8,10",1,-1
590,"10,9,10","8,3,6",1,-1
591,"10,7,4","10,10",1,1
592,"4,8,3","2,5,11",2,-1
593,"4,10,10","9,2,2,8",2,-1
594,"2,7,10","2,10,10",2,0
595,"2,9,4","10,2,3,5",2,-1
596,"3,4,6","5,2,10",2,-1
597,"10,8,10","8,11",1,-1
598,"7,6,6","10,10",2,-1
599,"5,10,10","10,10",2,-1
600,"9,4,5,2","4,9,11,5","1,1,0",1
601,"10,8,7","6,5,11,8",2,-1
602,"10,10,8","10,10","3,1",-1
602,"10,10","10,10","3,1",0
603,"8,10,10","6,10,10",1,-1
604,"11,10","11,10",,-1
605,"10,7,8","6,8,10",1,-1
606,"10,3","8,10",0,-1
607,"3,5,6,4","8,7,3","1,1,0",0
608,"3,7,10,10","11,11,9","1,1",-1
609,"10,10","4,3,6,3,2",0,1
610,"6,3,3","8,5,10",2,0
611,"10,5,9","4,5,8",1,-1
612,"10,9,7","6,10,5",1,-1
613,"3,4","8,6,6",0,-1
614,"2,11,10","7,4,3,6",2,-1
615,"5,7,7","9,7,10",2,0
616,"10,6,10","2,10,9",2,-1
617,"3,2,5","9,11","3,2",-1
617,"3,10","9,11","3,2",-1
618,"10,8,6","11,9",2,-1
619,"2,6,10,2,10","10,9","1,1,1",-1
620,"5,9,11","6,2,6,10",2,0
621,"10,3","10,5,10",0,0
622,"9,8,8","3,2,7,10",1,-1
623,"8,10,8","3,10,2,8",1,-1
624,"6,10,9","10,3,6",2,-1
625,"9,5,5","10,9",2,0
626,"10,11","6,10,7",0,1
627,"10,11","10,6,4",0,1
628,"7,9,4","3,10,4","1,0",1
629,"10,10,5","10,8",1,-1
630,"10,2,2","10,7",2,-1
631,"11,8,2","10,3,7",1,1
632,"10,8,10","2,10,10",1,-1
633,"6,5,10","11,2,6",1,1
634,"4,9,8","2,5,6,2,10",1,1
635,"9,9","11,10",,-1
636,"11,7,10,10","10,4,6","1,1",-1
637,"3,11,10","8,8,7",2,0
638,"5,11,9","11,7",2,-1
639,"10,6,4","10,10",2,0
640,"9,5,10","7,3,10",2,-1
641,"7,2,8,5","4,6,10","1,1",-1
642,"7,2,10","8,10",2,1
643,"2,11,10","9,3,7",2,-1
644,"10,11","11,5,11",0,1
645,"3,10,11","10,8",2,-1
646,"10,8,10","6,2,3,2,10",1,-1
647,"11,5,4","4,10,5","1,0",1
648,"10,11,9,6","10,9","1,1",-1
649,"10,10","7,10",0,1
650,"4,10,5","10,3,5",2,1
651,"3,4,4","3,10,10",2,0
652,"3,11,10,2","4,3,7,10","1,1,0",0
653,"10,10","7,10","3,0",1
653,"10,3","7,10","3,0",-1
654,"10,10","5,10,8",0,0
655,"9,6,10","9,10",2,-1
656,"10,5,6","3,3,5,7",1,1
657,"2,9,8","4,10,10",2,0
658,"3,8,10","2,10,4,7",2,1
659,"9,2,3","6,10,5",2,-1
660,"10,8,4","7,6,5",1,-1
661,"5,2","11,10",,-1
662,"10,2,3","9,2,11,10",2,0
663,"2,10,3","10,10",2,-1
664,"4,8","11,10",,-1
665,"11,10","4,7,10",0,0
666,"9,9,8","8,2,10",1,-1
667,"6,2,10,10","7,8,4","1,1",-1
668,"9,3,10","8,9",2,-1
669,"10,10,10","8,6,10",1,-1
670,"2,10","9,10",0,-1
671,"5,4,10","10,10",2,-1
672,"4,6,10","5,2,4,4,11,10",2,0
673,"10,11,7","9,10",2,-1
674,"3,7","10,11",,-1
675,"10,10","2,4,9,6",0,-1
676,"10,10","3,8,10",0,-1
677,"10,9","10,11",,-1
678,"10,10","11,3,10,8",0,0
679,"9,10,4","10,8","3,1",-1
679,"9,10","10,8","3,1",1
680,"3,6,3","6,8,11,7",2,0
681,"6,5","6,9,8",0,0
682,"10,7,3","10,8",2,1
683,"10,11,6,6","8,10","1,1",-1
684,"5,10,2","8,10",2,-1
685,"6,11,10,7","2,3,11,5","1,1",-1
686,"10,11,10","10,10",1,1
687,"10,2,10","6,10,10",2,-1
688,"10,10,4","9,3,11,3,6",1,-1
689,"7,10,5","10,5,11,11",2,-1
690,"10,8,7","8,2,2,5",1,-1
691,"10,10,10","4,2,7,10",1,-1
692,"9,10,5","11,7",2,-1
693,"7,10,7","4,5,8",1,-1
694,"10,7,10","9,10",2,-1
695,"7,10,4","5,8,4",1,1
696,"10,10,7","2,7,3,10",1,-1
697,"10,7","10,11",,-1
698,"10,10,8","10,6,3",1,-1
