round,player_hand,dealer_hand,actions,result
2284,"7,3","10,11",,-1
2285,"10,3,6","5,10,3",2,1
2286,"9,11","11,11,4,8,10",0,0
2287,"6,5,4","11,7",2,-1
2288,"11,5,2","10,9",2,-1
2289,"5,10,3","10,4,10",2,0
2290,"6,10,2,7","6,10,4","1,1",-1
2291,"10,3,2","7,5,8",2,-1
2292,"9,10","7,7,10",0,0
2293,"10,10","10,10",0,0
2294,"10,10","4,10,3",0,1
2295,"10,8,10","10,9",1,-1
2296,"10,5,10","4,5,4,5",1,-1
2297,"10,4,10","2,5,3,10",1,-1
2298,"8,10,9","11,11,10,10",2,-1
2299,"7,2,7","6,7,3,10","3,3,2",0
2299,"7,9","6,7,3,10","3,3,2",0
2299,"7,10","6,7,3,10","3,3,2",0
2300,"3,4","11,6",0,-1
2301,"4,9,5","9,10",2,-1
2302,"4,6,10","2,2,3,4,7",2,1
2303,"11,9","3,10,10",0,0
2304,"6,7,4","10,3,10",2,0
2305,"3,8,6","6,10,8",2,0
2306,"10,7,10","3,8,2,5",1,-1
2307,"4,2","10,8",0,-1
2308,"10,2,10","8,10",2,-1
2309,"10,11","10,10",0,1
2310,"10,10","10,10",0,0
2311,"7,2,4","5,7,3,3",2,-1
2312,"10,2","11,10",,-1
2313,"3,10,7","10,10",2,0
2314,"10,8,9","2,7,2,10",1,-1
2315,"10,11","3,2,5,4,4",0,1
2316,"4,10,11","8,8,8",2,0
2317,"4,3","4,8,6",0,-1
2318,"4,10,10","5,6,3,5",2,-1
2319,"10,11","10,10",0,1
2320,"10,10","6,8,10",0,0
2321,"10,2,10","7,3,5,11,9",2,-1
2322,"2,10,10","10,9",2,-1
2323,"6,4,8","6,11",2,1
2324,"3,8,11","10,8",2,-1
2325,"5,3,9","2,9,10",2,-1
2326,"10,5,4","2,7,10","1,0",0
2327,"2,9,9","11,5,11",2,1
2328,"11,3,10","5,10,9","3,2",0
2328,"11,4","5,10,9","3,2",0
2329,"3,9,9","9,10",2,1
2330,"2,8,6","7,10",2,-1
2331,"10,7,5","10,4,11,6",2,-1
2332,"6,10,10","5,10,5",1,-1
2333,"7,8,9","10,5,8",2,-1
2334,"8,10,7","11,11,2,5",2,-1
2335,"3,10,5","6,10,9",2,0
2336,"9,8","10,11",,-1
2337,"9,6,10","2,11,3,10,11",1,-1
2338,"6,9,3","8,5,7",2,-1
2339,"2,8,9","8,10","3,2",1
2339,"2,10","8,10","3,2",-1
2340,"10,3,10","7,8,6",2,-1
2341,"2,11","10,5,11,10",0,0
2342,"4,7,10","2,10,10",2,1
2343,"7,3,10","10,8",2,1
2344,"9,6,3","10,8",2,0
2345,"2,10,8","7,7,9",2,0
2346,"11,10","5,4,10",0,1
2347,"2,7,10","10,10",2,-1
2348,"8,7,8","7,4,5,10",1,-1
2349,"9,7,10","10,10",2,-1
2350,"5,6,11","10,4,10",2,0
2351,"6,10,11","10,10",2,-1
2352,"10,6,7","8,7,2",1,-1
2353,"3,10,10","10,10",2,-1
2354,"5,10,9","4,5,10",1,-1
2355,"5,10,6","9,6,6",2,0
2356,"5,10,9","10,7",2,-1
2357,"9,2,10","10,10",2,1
2358,"3,2","4,10,5",0,-1
2359,"6,4,9","4,10,10",2,0
2360,"3,7","11,10",,-1
2361,"3,9,5","4,3,2,4,8",2,-1
2362,"10,5,6","3,9,9",1,0
2363,"11,5,10,11,2","5,10,8","1,1,1,0",0
2364,"3,9","10,11",,-1
2365,"2,10,4","10,10",2,-1
2366,"4,7,4","3,5,4,4,10",2,0
2367,"10,9","10,5,4",0,0
2368,"7,6,10","10,2,10",2,-1
2369,"10,10","11,6",0,1
2370,"7,4,9","2,8,10",2,0
2371,"4,10,11","5,10,10",2,0
2372,"2,5","9,9",0,-1
2373,"6,10,8","10,5,5",2,-1
2374,"10,7,8","10,3,10",2,-1
2375,"11,6,10","11,8",2,-1
2376,"10,5,8","9,6,7",2,-1
2377,"3,10,7","3,3,10,6",2,0
2378,"5,11,2","10,10",2,-1
2379,"6,4,5","6,7,4",2,-1
2380,"4,7,10","7,9,2",2,1
2381,"11,6,7","9,10","1,0",-1
2382,"11,6,10,2","10,2,10","1,1,0",0
2383,"10,4,10","7,10",2,-1
2384,"10,4,10","10,6,8",2,-1
2385,"9,5,10","10,10",2,-1
2386,"3,11,10","8,3,2,10",2,0
2387,"6,3,6","10,10",2,-1
2388,"3,4","10,10",0,-1
2389,"5,3,10","4,11,10,4",2,-1
2390,"11,10","10,3,10",0,1
2391,"3,10,9","6,10,6","3,3,2",-1
2391,"3,8","6,10,6","3,3,2",0
2391,"3,9","6,10,6","3,3,2",0
2392,"2,10,9","10,10",2,1
2393,"10,3,5","10,5,3",2,0
2394,"10,11","8,10",0,1
2395,"10,10","5,10,10",0,0
2396,"2,10,2","3,4,7,5",2,-1
2397,"10,10","5,10,3",0,1
2398,"6,11,2","5,9,5","1,0",0
2399,"9,8,7","2,8,10",1,-1
2400,"9,10","6,3,11",0,-1
2401,"8,6,11","10,6,8",2,0
2402,"10,7,10","5,10,7",1,-1
2403,"10,2","10,11",,-1
2404,"11,10","6,9,6",0,0
2405,"4,10,4","10,6,10",2,0
2406,"10,10","8,3,9",0,0
2407,"8,3,11","10,8","3,2",-1
2407,"8,2","10,8","3,2",-1
2408,"3,10,6","10,2,7",2,0
2409,"8,7,7","10,10",2,-1
2410,"10,9,9","9,4,7",1,-1
2411,"10,4,4","5,2,2,11",2,-1
2412,"2,5","3,4,8,10",0,0
2413,"4,3","6,9,10",0,0
2414,"10,8,6","7,7,11,7",1,-1
2415,"11,10","3,9,10",0,1
2416,"7,10,5","11,7",2,-1
2417,"10,5","11,10",,-1
2418,"10,4,10","6,10,5",2,-1
2419,"3,9,9","5,3,10",2,1
2420,"7,10,5","4,10,11,10","3,1",-1
2420,"7,8","4,10,11,10","3,1",0
2421,"10,3,5","11,3,10,7",2,-1
2422,"10,5","11,10",,-1
2423,"4,2","10,7",0,-1
2424,"10,2,10","5,10,7",2,-1
2425,"10,10,10","10,6,10",1,-1
2426,"10,9,9","10,10",1,-1
2427,"3,4","2,11,10,11,10",0,0
2428,"10,6,10","5,11,2",1,-1
2429,"11,2,10","7,10",2,-1
2430,"10,9,5","2,5,11",1,-1
2431,"10,6,6","6,9,7",1,-1
2432,"8,10,4","10,8",1,-1
2433,"5,3","10,2,2,10",0,0
2434,"9,9,2,7","7,8,9","1,1",-1
2435,"10,10,10","8,4,3,10",1,-1
2436,"4,8,8","8,10",2,1
2437,"10,3,10","5,8,11,9",2,-1
2438,"10,2,6","7,9,11",2,1
2439,"5,8,11","8,2,4,5",2,-1
2440,"3,10,10","10,9","3,2",-1
2440,"3,9","10,9","3,2",-1
2441,"3,6,10","6,9,3",2,1
2442,"7,9,7","2,4,8,2,10",1,-1
2443,"10,4,5","6,3,6,6",2,-1
2444,"10,3,7","10,10",2,0
2445,"10,11,3","10,8","1,0",-1
2446,"10,10,8","9,11",1,-1
2447,"10,10,6","10,4,10",1,-1
2448,"4,6,10","10,10",2,0
2449,"9,10,10","8,10",1,-1
2450,"9,10,5","9,9",1,-1
2451,"10,9,11,8","4,3,10","3,1,1",-1
2451,"10,2","4,3,10","3,1,1",-1
2452,"10,2,10","8,10",2,-1
2453,"8,10,4","2,10,4,10",1,-1
2454,"11,7,10,5","2,11,6","1,1",-1
2455,"3,10,9","6,6,10",2,-1
2456,"3,7,4","6,10,10",2,0
2457,"3,6,8","7,5,4,5",2,-1
2458,"9,6","10,11",,-1
2459,"8,10","2,9,5,9",0,0
2460,"10,6,10","10,10",2,-1
2461,"7,10","10,5,11,2",0,-1
2462,"10,9,11,3","4,5,9","1,1",-1
2463,"2,3","10,8",0,-1
2464,"6,4,5","3,8,7",2,-1
2465,"10,3,10","7,4,5,10",2,-1
2466,"10,4,8","3,4,6,10","3,2",-1
2466,"10,6","3,4,6,10","3,2",0
2467,"10,8,7","7,10","3,1",-1
2467,"10,10","7,10","3,1",1
2468,"11,8,10,5","5,2,9,8","1,1",-1
2469,"10,4,10","2,10,10","3,1",-1
2469,"10,6","2,10,10","3,1",0
2470,"6,3","11,11,10,6",0,-1
2471,"7,6,9","10,3,11,9",2,-1
2472,"3,4","6,10,10","3,0",0
2472,"3,8","6,10,10","3,0",0
2473,"11,2,8","4,10,2,10",2,1
2474,"10,11","6,8,10",0,1
2475,"3,11,10,5,4","2,7,6,10","1,1,1",-1
2476,"7,6,10","8,5,2,9",2,-1
2477,"10,11","10,10",0,1
2478,"11,9,5,3,10","2,2,5,7,10","1,1,1",-1
2479,"10,2,5","9,9",2,-1
2480,"3,7,7","4,8,5",2,0
2481,"6,9,3,2","3,3,5,10","1,1,0",-1
2482,"10,3,6","9,10",2,0
2483,"3,8","11,10",,-1
2484,"10,9,8","10,5,5",1,-1
2485,"4,10,2","5,5,10",2,-1
2486,"11,10","9,9",0,1
2487,"10,10,11","10,10",1,1
2488,"10,10","8,10",0,1
2489,"6,11,10,10","6,2,10","1,1",-1
2490,"10,2","11,10",,-1
2491,"10,7","10,10",0,-1
2492,"2,4","3,4,10",0,-1
2493,"8,7,11,11,9","4,9,2,4","1,1,1",-1
2494,"10,10","2,10,11,10",0,0
2495,"3,10,3","4,8,10",2,0
2496,"6,8,5","10,4,4",2,1
2497,"3,5","10,8","3,0",-1
2497,"3,5","10,8","3,0",-1
2498,"5,10,9","7,10",1,-1
2499,"11,8","6,9,10",0,0
2500,"7,8","8,4,5",0,-1
2501,"9,2,10","5,10,11,4",2,1
2502,"3,7,6","2,5,10",2,-1
2503,"10,3,10","8,5,4",2,-1
2504,"10,10","2,7,5,8",0,0
2505,"10,2,10","10,10",2,-1
2506,"11,9","10,2,7",0,1
2507,"7,3,7","10,9",2,-1
2508,"10,11","9,10",0,1
2509,"10,10","10,11",,-1
2510,"2,7,10","9,10",2,0
2511,"11,10","2,8,8",0,1
2512,"10,7,10","9,9",1,-1
2513,"4,8,6","5,11,2",2,0
2514,"3,6,2","4,3,10","3,2",-1
2514,"3,10","4,3,10","3,2",-1
2515,"4,10","10,11",,-1
2516,"5,4,8","7,4,10",2,-1
2517,"5,8,10","10,10",2,-1
2518,"10,4,10","10,4,2,8",2,-1
2519,"10,2,2","10,4,7",2,-1
2520,"10,5,6","8,5,8",2,0
2521,"11,6,6","5,10,6","1,0",-1
2522,"10,3,9","5,2,6,10",2,-1
2523,"8,7,4","5,11,10,3",2,0
2524,"4,7,10","10,3,6",2,1
2525,"10,5,11,10","3,10,10","1,1",-1
2526,"7,5,4","6,11",2,-1
2527,"7,6,10","10,10",2,-1
2528,"3,8,10","2,10,10",2,1
2529,"3,10,11","10,3,2,6",2,-1
2530,"6,8,10","10,10",2,-1
2531,"10,4,11","4,9,10",2,0
2532,"2,6","3,10,3,10",0,0
2533,"4,2","10,11",,-1
2534,"8,4,6","2,10,5",2,1
2535,"6,4,10","11,4,10,10",2,0
2536,"9,10","11,4,9,3",0,1
2537,"5,10,10","7,3,7",2,-1
2538,"2,10,7","2,6,4,11,2,8",2,0
2539,"4,2","6,11",0,-1
2540,"7,5,9","11,9","3,2",1
2540,"7,2","11,9","3,2",-1
2541,"9,10,10","10,5,2",1,-1
2542,"3,4,5","6,4,9","3,2",-1
2542,"3,11","6,4,9","3,2",-1
2543,"7,5,10","10,7",2,-1
2544,"4,11,10,4,10","3,5,10","1,1,1",-1
2545,"2,10,2","3,10,5",2,-1
2546,"2,9,10","9,7,10",2,1
2547,"10,8,6","10,7",1,-1
2548,"9,8","10,4,5",0,-1
2549,"6,3,8","9,10",2,-1
2550,"5,11,7","4,10,4","1,0",-1
2551,"10,5,10","10,10",2,-1
2552,"6,10,7","3,10,10",1,-1
2553,"10,10","6,2,7,4",0,1
2554,"5,6,2","11,8",2,-1
2555,"10,11","10,2,4,7",0,1
2556,"3,2","11,3,4",0,-1
2557,"10,10","3,8,8",0,1
2558,"11,10","4,5,10",0,1
2559,"10,10","9,8",0,1
2560,"11,10","10,10",0,1
2561,"10,10,10","10,4,8",2,-1
2562,"5,10,8","7,7,3",1,-1
2563,"11,10","10,11",,-1
2564,"10,8,10","10,6,10",1,-1
2565,"8,2,10","6,10,4",2,0
2566,"7,10,2","10,9","1,0",0
2567,"8,10,10","7,9,3",1,-1
2568,"10,10","7,3,11",0,-1
2569,"9,3,2","3,5,10",2,-1
2570,"6,10,5","4,6,9",1,1
2571,"2,4","11,6",0,-1
2572,"2,9","10,11",,-1
2573,"6,10","11,10",,-1
2574,"3,2","11,8",0,-1
2575,"10,2,11","6,3,3,3,7",2,0
2576,"9,5","10,11",,-1
2577,"10,4,8","2,4,2,6,6",1,-1
2578,"9,6,5","9,9",2,1
2579,"5,10,11","10,10",2,-1
2580,"3,6,3","8,6,4",2,-1
2581,"8,10,8","7,10",1,-1
2582,"9,5,5,10","2,10,11,11,8","1,1",-1
2583,"5,10,10","10,9",2,-1
2584,"5,4,3","7,5,4,10",2,0
2585,"6,6,7","4,4,6,7",2,-1
2586,"8,10,9","2,7,3,7",1,-1
2587,"10,10","3,10,3,2",0,1
2588,"10,10,6","10,10",1,-1
2589,"7,10,10","10,10",2,-1
2590,"2,11,3","9,5,10",2,0
2591,"10,11","7,6,2,10",0,1
2592,"4,9,6","4,8,5",2,1
2593,"10,2,8","5,7,10",2,0
2594,"3,7,10","9,10",2,1
2595,"6,11,4","10,10",2,1
2596,"2,4","10,11",,-1
2597,"5,6,2","8,10",2,-1
2598,"9,7,10","6,10,11",1,-1
2599,"4,5","10,6,10",0,0
2600,"10,10","3,5,10",0,1
2601,"4,10","11,10",,-1
2602,"10,10,2","10,6,8",1,-1
2603,"6,8,10","10,4,4",2,-1
2604,"11,4,2","10,6,10",2,0
2605,"8,4,9","10,3,10",2,1
2606,"7,3,10","6,7,5",2,1
2607,"11,10","9,2,2,11,10",0,1
2608,"9,7,10","8,10",2,-1
2609,"3,10,10","9,3,5","3,2",-1
2609,"3,4","9,3,5","3,2",-1
2610,"3,6,2","3,11,8,9",2,-1
2611,"7,5,11","10,5,10",2,0
2612,"8,9,10","4,3,10",1,-1
2613,"7,9","11,10",,-1
2614,"9,10","10,11",,-1
2615,"11,10","8,5,6",0,1
2616,"8,7,6","4,10,8",1,1
2617,"10,10","11,10",,-1
2618,"10,10","10,6,5",0,-1
2619,"10,2,11","6,2,3,8",2,-1
2620,"4,8,5","4,10,8",2,0
2621,"7,11,6","10,6,8",2,0
2622,"10,11","3,5,2,3,4",0,1
2623,"3,6,10","3,8,10",2,-1
2624,"9,6,7","6,6,4,4",2,-1
2625,"11,10","10,5,10",0,1
2626,"9,10,2","9,10",1,1
2627,"9,2,10","3,7,8",2,1
2628,"2,3","10,7",0,-1
2629,"3,11,9","10,10",2,-1
2630,"3,5,4","11,2,8",2,-1
2631,"11,8","3,3,10,10",0,0
2632,"10,7,9","10,9",2,-1
2633,"9,7,7","6,10,10",1,-1
2634,"4,11,2","10,2,2,11,2",2,0
2635,"10,2,11","9,10",2,-1
2636,"5,9,10","8,6,9","3,2",-1
2636,"5,8","8,6,9","3,2",0
2637,"6,10,5","10,10","3,2",1
2637,"6,10","10,10","3,2",-1
2638,"2,5,9","5,10,5",2,-1
2639,"10,10","5,10,8",0,0
2640,"7,3,10","10,2,4,3",2,1
2641,"3,7,10","10,2,10",2,0
2642,"10,2,3","4,2,4,8",2,-1
2643,"8,6,3","10,10",2,-1
2644,"3,7,10","11,4,7,4,10",2,0
2645,"11,7,3","6,4,10",1,1
2646,"9,4,10","11,8",2,-1
2647,"9,7,9","2,4,10,3",1,-1
2648,"6,10,3","10,9",2,0
2649,"7,10,3","6,7,8","1,0",-1
2650,"10,7,10","10,2,2,5",2,-1
2651,"10,8,10","10,4,8",2,-1
2652,"10,7,11,9","5,10,10","1,1",-1
2653,"9,5,10","11,5,10,7",2,-1
2654,"10,10","11,4,11,11",0,1
2655,"11,10","10,6,5",0,0
2656,"5,2,6","10,10",2,-1
2657,"10,10","5,10,10",0,0
2658,"6,8,10","5,4,10",2,-1
2659,"5,9,10","10,8",2,-1
2660,"4,11,10,10","6,3,8","1,1",-1
2661,"9,9,10","3,10,8",1,-1
2662,"8,3,10","10,10",2,1
2663,"5,3,8","9,9",2,-1
2664,"7,2,3","4,10,10",2,0
2665,"10,5,10","11,7",2,-1
2666,"7,10,11,10","6,10,10","1,1",-1
2667,"3,6,10","8,6,5",2,0
2668,"10,10","9,4,9",0,0
2669,"10,10","5,6,4,11,10",0,0
2670,"7,11,2","10,5,7",2,0
2671,"9,4,2","6,9,10",2,0
2672,"10,2,2","9,3,2,9",2,0
2673,"4,3","5,9,7",0,-1
2674,"7,6,4","11,2,10,11,10","3,2",0
2674,"7,4","11,2,10,11,10","3,2",0
2675,"5,7,10","7,5,5",2,-1
2676,"10,6,3,4","8,4,6","1,1",-1
2677,"3,10,10","6,11",2,-1
2678,"7,5,10","9,6,6",2,-1
2679,"9,10,8","2,11,3,2",1,-1
2680,"8,10,9","8,7,8",1,-1
2681,"3,4","10,9",0,-1
2682,"6,10,2,7","6,10,10","1,1",-1
2683,"6,10,9","10,10",2,-1
2684,"10,4,4","8,3,2,10",2,0
2685,"10,10,10","7,3,7",1,-1
2686,"10,6","11,10",,-1
2687,"3,10,2","4,8,10",2,0
2688,"5,2","11,8",0,-1
2689,"3,8,11","8,6,5",2,-1
2690,"10,7,5","10,2,10",2,-1
2691,"10,9,10","8,8,5",1,-1
2692,"2,10,10","10,9",2,-1
2693,"8,10,10","10,10",2,-1
2694,"10,10,9","8,9",1,-1
2695,"10,8,10","4,11,5",1,-1
2696,"11,3,4","10,5,8",2,0
2697,"2,5,10","6,7,6",2,-1
2698,"11,10","2,10,7",0,1
2699,"3,6,10","8,2,6,10",2,0
2700,"2,10,7","10,10",2,-1
2701,"10,2,11","11,3,10,11,3","3,2",-1
2701,"10,5","11,3,10,11,3","3,2",-1
2702,"9,7,5","8,10",1,1
2703,"2,11,3","9,8",2,-1
2704,"3,10,8","7,8,2",2,1
2705,"9,4,10","10,10",2,-1
2706,"3,7,3","10,5,4",2,-1
2707,"10,2,11","10,10",2,-1
2708,"11,10","9,5,10",0,1
2709,"3,2","10,2,8",0,-1
2710,"2,10,3","3,6,2,11,4,10",2,0
2711,"5,10,10","8,10",2,-1
2712,"4,10,11","8,10",2,-1
2713,"9,2,10","6,8,11,10",2,1
2714,"10,10,5","11,6",1,-1
2715,"6,5,2","11,5,10,10",2,0
2716,"10,11","7,10",0,1
2717,"9,10,8","8,2,2,10",1,-1
2718,"6,10,10","10,7",2,-1
2719,"2,4","7,4,5,7",0,0
2720,"5,6,5","8,4,10",2,0
2721,"2,4","9,9",0,-1
2722,"10,10,10","9,10",1,-1
2723,"8,6,5,3","2,8,6,10","1,1",-1
2724,"9,10,4","6,10,10",1,-1
2725,"4,5,10","10,9",2,0
2726,"4,3","5,4,8",0,-1
2727,"11,10","10,4,10",0,1
2728,"10,4,11","7,11",2,-1
2729,"10,5,7","3,4,10",1,-1
2730,"7,9","10,11",,-1
2731,"4,10,3","8,4,4,7",2,0
2732,"4,6,10","10,10",2,0
2733,"5,2,10","6,11",2,0
2734,"3,10,7","6,9,8",2,0
2735,"2,3","11,10",,-1
2736,"10,10","5,8,10",0,0
2737,"10,9,11","7,10","1,0",1
2738,"4,7,3","10,10",2,-1
2739,"2,10,6","6,10,6","3,2",0
2739,"2,11","6,10,6","3,2",0
2740,"3,7,9","5,11,10,10",2,0
2741,"10,3,8","10,10",2,1
2742,"6,10,3,9","6,5,11,9","1,1",-1
2743,"9,7,10","10,7",2,-1
2744,"8,2,11","7,11",2,1
2745,"4,6,6","9,9","3,2",-1
2745,"4,10","9,9","3,2",-1
2746,"11,4,10","10,7",2,-1
2747,"10,10","10,6,3",0,1
2748,"8,10,10","10,10","3,1",-1
2748,"8,9","10,10","3,1",-1
2749,"2,8,9","10,8",2,1
2750,"10,2,5","10,5,10",2,0
2751,"5,11,10","9,10",2,-1
2752,"10,10","3,6,10",0,1
2753,"10,11","10,10",0,1
2754,"10,10","10,7",0,1
2755,"10,8,7","4,10,5",1,-1
2756,"4,5,4","8,7,6",2,-1
2757,"9,9,11","8,7,10","1,0",0
2758,"6,2,3","2,7,3,10",2,0
2759,"10,10","6,10,11",0,1
2760,"4,7,9","10,10",2,0
2761,"3,10,10","10,5,10",2,-1
2762,"4,9,10","11,4,10,10",2,-1
2763,"6,11,7,7","3,10,10","1,1",1
2764,"6,5,6","10,7",2,0
2765,"9,3,2","9,5,4",2,-1
2766,"4,9,5","5,10,10",2,0
2767,"11,6,9,5","8,5,10","1,1",1
2768,"7,10,4","10,9",1,1
2769,"6,10,10","9,10",1,-1
2770,"8,8","11,10",,-1
2771,"2,4","10,10",0,-1
2772,"6,8,10","5,11,6,5",2,-1
2773,"4,5,7","10,7",2,-1
2774,"8,2,10","10,7",2,1
2775,"7,10,10","10,6,10",1,-1
2776,"3,9,7","8,10",2,1
2777,"11,2,11","4,2,11",2,-1
2778,"4,7,9","2,10,2,9",2,0
2779,"5,11,11","10,10",2,-1
2780,"10,10","10,2,11,4",0,1
2781,"8,10,3","5,9,5",1,1
2782,"9,2,2","10,7",2,-1
2783,"2,6,8","2,5,6,10",2,0
2784,"10,11","10,3,4",0,1
2785,"10,7,11,3","4,11,3","1,1",1
2786,"8,2,8","7,10",2,1
2787,"8,10","2,3,6,6",0,1
2788,"4,10,9","7,4,3,10",1,-1
2789,"3,5,10","10,3,8",2,-1
2790,"10,8","10,9",0,-1
2791,"6,11,10,6","4,10,3","1,1",-1
2792,"10,8","9,2,10",0,-1
2793,"5,10,10","3,10,10",1,-1
2794,"10,9","9,5,4",0,1
2795,"7,2,7","7,10",2,-1
2796,"10,6,10","9,4,9",1,-1
2797,"7,2,9","4,9,10",2,0
2798,"9,2,4","7,6,6",2,-1
2799,"10,7","11,10",,-1
2800,"7,2,5","3,2,10,9",2,0
2801,"10,5,11","11,11,4,9,10",2,0
2802,"10,5,2","9,6,2",2,0
2803,"6,7,10","2,4,11",1,-1
2804,"10,6,10","10,6,2",2,-1
2805,"4,11,9","9,5,4",2,-1
2806,"5,8,11","6,10,10",2,0
2807,"3,6,6","6,4,2,7","3,2",-1
2807,"3,8","6,4,2,7","3,2",-1
2808,"3,10,5","7,8,9",2,0
2809,"8,4,3","10,8",2,-1
2810,"7,10,9","3,11,5",1,-1
2811,"4,10,7","10,3,4","3,2",1
2811,"4,8","10,3,4","3,2",-1
2812,"2,11,11,10,10","2,7,11","1,1,1",-1
2813,"10,10","7,7,3",0,1
2814,"11,10","2,5,2,4,8",0,0
2815,"10,10","10,10",0,0
2816,"10,2,10","10,7",2,-1
2817,"9,5,5","8,6,10",2,0
2818,"5,11,10,5","9,7,3","1,1",1
2819,"10,3,10","8,10",2,-1
2820,"8,5,3","8,10",2,-1
2821,"11,2,6","10,10",2,-1
2822,"10,10","8,5,10",0,0
2823,"3,10,9","7,2,9",2,-1
2824,"7,11,3","8,8,10",1,1
2825,"11,6,10,11,11","3,10,10","1,1,1,0",0
2826,"10,7,11,10","4,10,8","1,1",-1
2827,"11,4,10","10,5,10",2,0
2828,"8,5,5,2","3,10,3,10","1,1,0",0
2829,"10,5,3","10,7",2,1
2830,"8,4,6","10,4,10",2,0
2831,"3,7,6","11,11,2,10,8",2,0
2832,"4,10,9","4,10,10",1,-1
2833,"6,10,2,6","8,8,6","1,1",-1
2834,"2,4","6,3,6,6",0,-1
2835,"10,8,10","10,6,10",1,-1
2836,"10,10","10,6,3",0,1
2837,"9,6,10","2,2,10,9",1,-1
2838,"5,3,9","11,7",2,-1
2839,"3,4","10,2,7",0,-1
2840,"3,10,8","10,6,10",2,1
2841,"10,9,4","10,4,5",1,-1
2842,"8,10,4","2,3,4,10",1,-1
2843,"10,3,10","4,6,5,3",2,-1
2844,"2,6,11","4,10,10",2,0
2845,"10,11","11,8",0,1
2846,"3,4","11,4,11,10,7",0,0
2847,"8,3,6","10,10",2,-1
2848,"9,10,3","7,6,11,4",1,-1
2849,"6,11","11,10",,-1
2850,"9,10,3","6,7,10",1,-1
2851,"10,2,4","5,8,5",2,-1
2852,"4,10,7","10,7",2,1
2853,"7,10,10","10,10",1,-1
2854,"9,7,7","9,9",1,-1
2855,"3,4","2,6,9",0,-1
2856,"7,2,2","7,2,5,8",2,0
2857,"5,9,10","10,10","3,2",-1
2857,"5,7","10,10","3,2",-1
2858,"9,4,11","4,10,8",2,0
2859,"5,9","10,11",,-1
2860,"2,10,10","10,10",2,-1
2861,"10,9,4","10,5,9",1,-1
2862,"10,2,10","9,9",2,-1
2863,"4,10,10","5,3,8,3",2,-1
2864,"7,5,8","10,10",2,0
2865,"10,10","10,6,8",0,0
2866,"8,9,9","10,10",2,-1
2867,"11,10","11,10",,-1
2868,"10,7,2,5","4,10,9","1,1",-1
2869,"5,10,10","10,10",2,-1
2870,"7,8,5","6,8,2,3","1,0",1
2871,"2,10,2","4,6,8",2,-1
2872,"10,10","7,10",0,1
2873,"10,4,5","10,10",2,-1
2874,"3,6,3","2,3,8,10",2,0
2875,"7,10,6","4,10,5",1,-1
2876,"2,6,5","10,3,9",2,0
2877,"5,10","11,10",,-1
2878,"10,4,10","4,8,2,10",1,-1
2879,"9,5,7","10,2,10",2,1
2880,"4,11,11,11,10,9","6,10,3","1,1,1,1",-1
2881,"10,6,10","10,9",2,-1
2882,"2,10,10","3,4,3,9",2,-1
2883,"9,10,4","10,6,10",1,-1
2884,"7,4,11","10,10",2,-1
2885,"4,3,9","7,11",2,-1
2886,"2,10,4","9,11",2,-1
2887,"9,3","10,11",,-1
2888,"6,4,10","8,11",2,1
2889,"7,10,8","5,5,8",1,-1
2890,"8,7,2","10,10",2,-1
2891,"2,7,5","11,4,10,10",2,0
2892,"9,3,3","8,5,10",2,0
2893,"10,8,6","7,3,10",1,-1
2894,"4,2","3,2,10,10",0,0
2895,"6,10,2","10,8",2,0
2896,"9,8,10","4,10,7",1,-1
2897,"2,10,8","7,7,10",2,0
2898,"11,10","10,8",0,1
2899,"6,8,10","11,7",2,-1
2900,"8,10,10","6,2,10",1,-1
2901,"6,5,9","11,4,2",2,1
2902,"10,3,9","11,9",2,-1
2903,"8,10,3","8,11",1,1
2904,"3,6,11","8,10",2,1
2905,"2,3","10,5,5",0,-1
2906,"4,10,2","5,10,4",2,-1
2907,"11,7,10,7","5,10,4","1,1",-1
2908,"7,6,10","6,6,8",2,-1
2909,"10,11","10,5,11,3",0,1
2910,"9,7,10","9,10",1,-1
2911,"6,3,8","7,9,10",2,0
2912,"11,10","9,4,10",0,1
2913,"11,7,10,7","10,7","1,1",-1
2914,"2,5","11,10",,-1
2915,"10,10","4,5,10",0,1
2916,"6,11,10,10","10,8","1,1",-1
2917,"7,2,4","3,4,10",2,-1
2918,"8,7,10","9,10",2,-1
2919,"10,10","9,10",0,1
2920,"5,8,9","7,6,3,10",2,-1
2921,"10,8,4","10,7",1,-1
2922,"10,11","7,10",0,1
2923,"2,9,6","9,3,11,5",2,-1
2924,"7,9,2,3","2,10,6","1,1",1
2925,"2,5,9","6,6,10",2,0
2926,"8,5,8","3,11,11,10,6",1,0
2927,"2,4","5,7,9",0,-1
2928,"5,3,4","10,4,10",2,0
2929,"9,10","10,10",0,-1
2930,"7,10,2","10,5,2","1,0",1
2931,"4,5,5","11,6",2,-1
2932,"10,3,3","7,10",2,-1
2933,"4,9,11","8,9",2,-1
2934,"4,3,2","10,10",2,-1
2935,"11,10","11,8",0,1
2936,"10,5,10","10,8",2,-1
2937,"3,2","11,10",,-1
2938,"6,5,5","10,3,10",2,0
2939,"7,10,10","4,7,8",1,-1
2940,"8,6,3,10","4,10,10","1,1",-1
2941,"5,9,4","5,2,6,10","1,0",0
2942,"2,10,9","10,2,10",2,1
2943,"10,3,10","7,10",2,-1
2944,"3,10,10","11,6",2,-1
