round,player_hand,dealer_hand,actions,result
68,"11,3","10,2,11,10","3,0",0
69,"10,7,9","4,11,6",1,-1
70,"3,10","9,10",0,-1
71,"10,11","11,4,10,10",0,1
72,"3,10","8,10",0,-1
73,"11,10","10,5,10",0,1
74,"7,10","11,10",,-1
75,"10,8","10,2,7","3,0",-1
75,"10,6","10,2,7","3,0",-1
76,"10,7","10,8",0,-1
77,"10,10","4,9,5",0,1
78,"2,10,7","3,4,7,2,11","3,1,0",1
78,"2,10","3,4,7,2,11","3,1,0",-1
79,"8,5","10,8",0,-1
80,"5,7","10,10",0,-1
81,"6,7","9,2,10",0,-1
82,"7,4","10,3,2,11,10",0,0
83,"4,11","10,11",,-1
84,"7,9","10,9",0,-1
85,"4,10,10","11,7",2,-1
86,"10,4","10,8",0,-1
87,"5,4","10,10",0,-1
88,"10,7","10,3,9",0,0
89,"10,7,4","6,10,4",1,1
90,"5,9,3","11,2,10,10",2,0
91,"10,3,10","11,8","3,2",-1
91,"10,10","11,8","3,2",1
92,"9,11","6,2,5,7",0,0
93,"4,10,10","10,9",2,-1
94,"5,10,5","4,10,2,7","3,1,0",0
94,"5,6","4,10,2,7","3,1,0",0
95,"8,10","11,6",0,1
96,"9,7,3","3,11,6","1,0",-1
97,"11,5,10,11,11,7","4,8,6","1,1,1,1",-1
98,"11,6","10,5,5",0,-1
99,"10,9","11,2,3,3","3,0",0
99,"10,5","11,2,3,3","3,0",-1
100,"2,8","3,10,2,5",0,-1
101,"5,3","5,2,4,10","3,0",-1
101,"5,10","5,2,4,10","3,0",-1
102,"10,5","11,3,5","3,3,3,0",-1
102,"10,10","11,3,5","3,3,3,0",1
102,"10,9","11,3,5","3,3,3,0",0
102,"10,8","11,3,5","3,3,3,0",-1
103,"10,8","4,4,10",0,0
104,"11,10","10,10",0,1
105,"4,8","4,2,8,10","3,0",0
105,"4,7","4,2,8,10","3,0",0
106,"2,10,9","9,11",2,1
107,"10,5","4,10,2,5",0,-1
108,"10,3,10","10,7",2,-1
109,"3,6","2,2,10,7",0,-1
110,"3,6","9,10",0,-1
111,"9,7","6,3,2,10",0,-1
112,"5,10","2,3,10,10",0,0
113,"2,10,4","11,4,10,10",2,0
114,"2,3","6,9,5",0,-1
115,"2,10,8","10,9",2,1
116,"8,9","7,4,2,6","3,0",-1
116,"8,9","7,4,2,6","3,0",-1
117,"10,9","8,10",0,1
118,"10,7","10,3,3,5",0,-1
119,"7,4","4,7,10",0,-1
120,"8,11","7,6,6",0,0
121,"7,10","6,4,6,3",0,-1
122,"4,5,6","11,5,10,8",2,0
123,"5,11","10,6,9",0,0
124,"10,3","6,10,8",0,0
125,"10,10","2,4,9,10",0,0
126,"10,7","7,10",0,0
127,"7,4,10","10,10",2,1
128,"5,9","4,2,10,3",0,-1
129,"4,10","9,3,10",0,0
130,"4,5,5","9,10",2,-1
131,"10,10","10,10",0,0
132,"8,10","3,11,10,10",0,0
133,"10,2,10","2,10,10",2,-1
134,"10,3","8,2,10",0,-1
135,"3,2","11,8",0,-1
136,"10,8","8,11",0,-1
137,"10,8","4,6,5,10",0,0
138,"10,5","7,10",0,-1
139,"4,2","10,11",,-1
140,"7,9,9","3,4,9,9",1,-1
141,"5,10,4","5,3,8,11","1,0",1
142,"5,7,2","8,9","3,2",-1
142,"5,5","8,9","3,2",-1
143,"10,2,11","8,5,3,9",2,0
144,"5,10","10,7",0,-1
145,"7,2,4","5,6,10",2,-1
146,"11,6","7,4,10",0,-1
147,"8,6,10","10,5,10",2,-1
148,"10,6","10,7",0,-1
149,"8,10","3,3,11",0,1
150,"3,10,8","10,4,7",2,0
151,"10,6","11,10",,-1
152,"3,10","6,5,3,11,9",0,0
153,"4,11","10,8",0,-1
154,"10,10","10,9",0,1
155,"3,5,10","9,7,9",2,0
156,"3,5,8","10,10",2,-1
157,"9,10","10,6,3",0,0
158,"10,6","11,2,10,10",0,0
159,"10,5,9","2,10,9",1,-1
160,"10,3,7","8,4,6",2,1
161,"2,11,10,9","2,3,6,2,4","1,1",-1
162,"4,10,6","10,10",2,0
163,"10,4,8","10,6,5",2,-1
164,"10,6","7,10",0,-1
165,"4,10,9","5,6,10",1,-1
166,"10,10","7,10",0,1
167,"3,10,8","10,3,2,9",2,1
168,"10,10","4,2,9,3",0,1
169,"2,10,7","10,10",2,-1
170,"3,5,10","7,2,2,7",2,0
171,"7,3,10","10,5,10",2,0
172,"10,5,5","11,11,6",2,1
173,"10,9","3,10,8",0,-1
174,"3,6,10","11,4,7,10",2,0
175,"3,2","11,5,5",0,-1
176,"6,11","10,6,10",0,0
177,"8,10","7,4,9",0,-1
178,"5,3,7","9,6,10","3,3,2",0
178,"5,6","9,6,10","3,3,2",0
178,"5,8","9,6,10","3,3,2",0
179,"9,10","8,10",0,1
180,"11,6","2,7,7,10",0,0
181,"2,11,10,5","4,9,9","1,1,0",0
182,"8,4,4,6","4,10,8","1,1",-1
183,"7,5,3","9,2,9",2,-1
184,"10,2,11","10,5,9",2,0
185,"7,5,8","8,6,8",2,0
186,"4,11,4","7,7,10","1,0",0
187,"10,10","10,10",0,0
188,"7,8,10","8,9",1,-1
189,"6,10,9","5,2,3,5,9","3,1",-1
189,"6,7","5,2,3,5,9","3,1",0
190,"5,10,8","5,10,10",1,-1
191,"10,4,11","8,3,6",2,-1
192,"10,6,10","8,3,10",1,-1
193,"10,10","5,10,7",0,0
194,"2,10,4","10,4,10",2,0
195,"4,10,2,10","6,4,8","1,1",-1
196,"4,9,10","10,10",2,-1
197,"6,10,7","8,3,3,5",1,-1
198,"4,5","10,11",,-1
199,"10,10","6,6,4,4",0,0
200,"11,4","10,11",,-1
201,"6,7,3","10,2,10",2,0
202,"10,6,10","2,6,10",1,-1
203,"10,3,10","8,10",2,-1
204,"10,10","5,11,10,10",0,0
205,"9,6,10","11,11,7",2,-1
206,"5,10,9","3,10,9",1,-1
207,"7,9,8","5,10,4",1,-1
208,"7,10,10","5,4,10",1,-1
209,"9,8,7","4,11,8,5",1,-1
210,"2,10,11,10","5,11,11","3,1,1",-1
210,"2,5","5,11,11","3,1,1",-1
211,"10,2,10","10,2,10",2,-1
212,"7,10,2,10","10,3,6","1,1",-1
213,"6,4,6","8,8,3",2,-1
214,"10,11","8,11",3,1
214,"10,3","8,11",3,-1
215,"9,6,5","10,6,3",2,1
216,"10,3,10","3,10,3,6",1,-1
217,"7,5,3,6","2,5,5,2,10","1,1",1
218,"4,5","10,11",,-1
219,"9,2,2","8,11",2,-1
220,"9,6,9","10,10",2,-1
221,"10,4,3","10,9",2,-1
222,"10,4,7","8,4,10",2,1
223,"7,10,10","10,9",1,-1
224,"2,10,10","10,2,4,2",2,-1
225,"8,3,10","10,10",2,1
226,"6,11,6,5,8","4,10,10","3,1,1,1",-1
226,"6,10","4,10,10","3,1,1,1",0
227,"8,5,10","10,10",2,-1
228,"6,5,10","2,8,8",1,1
229,"10,3,11","7,7,6",2,-1
230,"10,10","2,8,11",0,-1
231,"10,8,9","3,9,2,10",1,-1
232,"10,9,10","11,2,2,8,10",1,-1
233,"10,10,5","9,10",1,-1
234,"4,10,3","10,2,10","3,2",0
234,"4,10","10,2,10","3,2",0
235,"10,10","11,10",,-1
236,"7,10,2,10","6,5,4,10","1,1",-1
237,"7,8,10","10,7",2,-1
238,"9,10,9","6,2,8,7",1,-1
239,"10,5,7","8,3,10",1,-1
240,"11,9,3","10,9","3,1,0",-1
240,"11,7","10,9","3,1,0",-1
241,"8,4,8,6","4,10,4","1,1",-1
242,"5,8,2,11,10","3,6,8","1,1,1",-1
243,"10,3,10","2,7,10",1,-1
244,"10,6,2,10","3,8,10","1,1",-1
245,"10,4,10","10,7",2,-1
246,"5,10","11,10",,-1
247,"4,3","2,10,5",0,-1
248,"10,3,3,4,4","7,2,7,5","1,1,1",-1
249,"7,5,8","10,10",2,0
250,"5,9,4,10","2,10,8","1,1",-1
251,"10,4,3","11,3,10,11,2","3,2",0
251,"10,10","11,3,10,11,2","3,2",1
252,"9,2,10","4,7,8",1,1
253,"11,11","11,10",,-1
254,"11,7,8,9","10,7","1,1",-1
255,"9,8,5","11,6",2,-1
256,"3,4","11,10",,-1
257,"8,11,5","11,11,6","1,0",-1
258,"10,4,3,3,10","5,6,5,9","1,1,1",-1
259,"3,10,5","9,10",2,-1
260,"6,8,10","10,10",2,-1
261,"6,10,6","7,2,4,2,5",1,-1
262,"4,8,10","8,2,10",2,-1
263,"3,9,4","9,10",2,-1
264,"10,2,10","2,10,11,10",1,-1
265,"5,6","5,10,6",0,-1
266,"9,2","2,2,3,10",0,-1
267,"10,4,10","10,8","3,2",-1
267,"10,8","10,8","3,2",0
268,"6,5,11","10,7","3,2",-1
268,"6,6","10,7","3,2",-1
269,"8,10","10,9",0,-1
270,"9,5","8,9",0,-1
271,"8,9,10","6,9,2",1,-1
272,"10,7","10,3,11,5","3,3,0",-1
272,"10,5","10,3,11,5","3,3,0",-1
272,"10,7","10,3,11,5","3,3,0",-1
273,"8,10,11,10","4,9,6","1,1",-1
274,"10,2,6,10","4,9,10","1,1",-1
275,"9,2,4","10,10","3,2",-1
275,"9,4","10,10","3,2",-1
276,"6,7,3,10","2,6,9","1,1",-1
277,"3,7,11","10,10",2,1
278,"7,10,10","7,7,10","3,1",-1
278,"7,10","7,7,10","3,1",0
279,"10,7","10,3,3,10","3,3,0",0
279,"10,11","10,3,3,10","3,3,0",1
279,"10,10","10,3,3,10","3,3,0",0
280,"5,7,2","7,6,6",2,-1
281,"2,10,7","10,5,4","3,2",0
281,"2,10","10,5,4","3,2",-1
282,"10,2","5,2,3,8",0,-1
283,"8,4","6,8,10",0,0
284,"8,2","7,4,4,7",0,0
285,"9,11,6,10","2,10,3,7","1,1",-1
286,"2,5","4,3,10",0,-1
287,"7,10","9,8",0,0
288,"3,5","7,10",0,-1
289,"10,8,6","5,6,2,9","3,1",-1
289,"10,11","5,6,2,9","3,1",1
290,"8,2","6,10,10",0,0
291,"6,10,8","4,10,10",1,-1
292,"10,5,10","9,9",2,-1
293,"6,10,3,6","4,3,10","3,1,1",-1
293,"6,10","4,3,10","3,1,1",-1
294,"9,11,3","6,10,4","1,0",-1
295,"10,11,4,10","5,11,4","1,1",-1
296,"9,7,8","10,4,8",2,-1
297,"2,10,11","10,2,6",2,-1
298,"5,10,9","10,4,6","3,2",-1
298,"5,8","10,4,6","3,2",-1
299,"10,11","3,4,10",3,1
299,"10,7","3,4,10",3,0
300,"7,4","5,7,3,2",0,-1
301,"3,6","10,11",,-1
302,"4,9,10","10,10",2,-1
303,"10,7","10,10","3,3,0",-1
303,"10,3","10,10","3,3,0",-1
303,"10,2","10,10","3,3,0",-1
304,"10,4,6","10,10",2,0
305,"5,4,9","8,10",2,0
306,"9,10,4","6,10,4",1,-1
307,"10,9,10","6,11",1,-1
308,"3,11,7","5,10,8",1,1
309,"10,8,10","4,5,5,6",1,-1
310,"3,10,8","6,3,9",2,1
311,"5,6","2,5,3,10",0,-1
312,"10,7,10","6,4,8",1,-1
313,"7,8,2","10,10",2,-1
314,"10,2,7","4,5,7,10","3,3,2",0
314,"10,10","4,5,7,10","3,3,2",0
314,"10,10","4,5,7,10","3,3,2",0
315,"5,2,10","8,5,10",2,0
316,"10,8","11,2,11,10,2,11","3,0",1
316,"10,8","11,2,11,10,2,11","3,0",1
317,"10,11","3,10,10",0,1
318,"3,9,7","10,9","3,2",0
318,"3,3","10,9","3,2",-1
319,"10,7","9,10",0,-1
320,"10,11","6,6,6",0,1
321,"6,8,7","4,10,10",2,1
322,"3,5,10","7,4,2,11,5",2,-1
323,"10,10","2,3,11,7,10",0,0
324,"11,8","10,10",0,-1
325,"2,6,10","10,10","3,2",-1
325,"2,4","10,10","3,2",-1
326,"10,10","10,4,10",0,0
327,"3,10,3","7,2,6,8",2,0
328,"6,9,2,4","4,6,5,11,11","1,1",1
329,"9,8","10,4,3",0,0
330,"10,10","10,10",0,0
331,"10,7,2","2,10,3,10","1,0",0
332,"10,4,10","2,11,2,10,11,10",1,-1
333,"10,9","2,7,9",0,1
334,"10,5","10,2,8",0,-1
335,"8,5,6","8,11","1,0",0
336,"11,10","8,11",0,1
337,"11,10","7,10",0,1
338,"10,6,5","5,3,10",1,1
339,"10,6,10","3,11,10,10",1,-1
340,"10,10,7","10,7",1,-1
341,"9,10","4,2,3,4,10",0,0
342,"7,10","2,8,10",0,-1
343,"9,7","10,10",0,-1
344,"11,10","9,2,9",0,1
345,"8,10","9,6,2",0,1
346,"10,4,5","10,3,2,5",2,-1
347,"3,5","10,10",0,-1
348,"2,10,11","6,3,4,6",2,-1
349,"9,4,11","6,8,10",2,0
350,"10,10","10,9",0,1
351,"5,4,6","8,5,5",2,-1
352,"7,10","9,3,6",0,-1
353,"9,10","10,6,6",0,0
354,"8,4,6","5,4,10",2,-1
355,"7,7","11,10",,-1
356,"4,10","9,8",0,-1
357,"5,8,5","10,10",2,-1
358,"5,3","10,10",0,-1
359,"10,7","11,5,2",0,-1
360,"7,10,2","6,10,9","1,0",0
361,"10,9","10,11",,-1
362,"5,4,9","10,2,3,2",2,1
363,"9,10","7,9,5",0,-1
364,"5,11,9,10","4,2,10,9","1,1",-1
365,"8,10,5","8,9",1,-1
366,"3,10,11","5,11,7,8",2,-1
367,"10,10","4,5,10",0,1
368,"5,10,10","3,10,10",1,-1
369,"10,5","11,10",,-1
370,"10,3,7","2,4,3,11","1,0",0
371,"3,10,10","4,10,10","3,2",-1
371,"3,10","4,10,10","3,2",0
372,"7,4,6","10,10",2,-1
373,"2,10,10","6,5,9",2,-1
374,"10,3,9","10,8",2,-1
375,"6,5,8","7,3,4,8",2,0
376,"2,11,4","10,2,10",2,0
377,"10,3,3","10,7",2,-1
378,"10,9","10,2,2,4",0,1
379,"11,10","4,11,7,10",3,1
379,"11,6","4,11,7,10",3,0
380,"10,3,10","6,8,11,11,9",2,-1
381,"10,7,3","7,2,4,10","1,0",0
382,"10,11","6,7,5",0,1
383,"10,3,9","11,3,2,8,5","3,2",-1
383,"10,10","11,3,2,8,5","3,2",1
384,"6,7,9","6,2,9",2,-1
385,"11,10","4,10,5",0,1
386,"10,6","10,10","3,0",-1
386,"10,7","10,10","3,0",-1
387,"6,9","10,10",0,-1
388,"4,2","9,4,6",0,-1
389,"2,6","10,5,2",0,-1
390,"9,5","6,9,10",0,0
391,"6,2,8","10,4,11,8",2,0
392,"8,5,10","4,8,10",2,-1
393,"10,4,10","10,10",2,-1
394,"3,10","7,3,9",0,-1
395,"11,5,7,7","4,10,11,10","1,1,0",0
396,"11,9","6,10,7",0,0
397,"10,10","8,10",0,1
398,"4,6,5","10,7",2,-1
399,"10,5","8,10",0,-1
400,"8,10","8,8,2",0,0
401,"10,7","8,10",0,-1
402,"11,3,6","5,10,7","1,0",0
403,"5,10","9,10",0,-1
404,"6,10","7,3,10",0,-1
405,"4,9","8,10",0,-1
406,"6,11","4,10,10",0,0
407,"10,10","8,10",0,1
408,"10,6","10,7",0,-1
409,"2,10,5","4,3,4,5,10",2,0
410,"5,2","5,10,6",0,-1
411,"9,3,8","10,8",2,1
412,"8,7,2","4,4,10","1,0",-1
413,"2,9,7","10,5,6","1,0",-1
414,"10,6","10,6,5",0,-1
415,"10,10","3,10,10",0,0
416,"10,2,3","8,7,11,3",2,-1
417,"3,4","11,10",,-1
418,"4,10","8,10",0,-1
419,"10,9","4,5,7,3",0,0
420,"2,7,7","11,2,6",2,-1
421,"2,11,6","3,7,9","1,0",0
422,"5,11,3","6,2,4,7","1,0",0
423,"10,9","10,10",0,-1
424,"10,2,10","10,2,5",2,-1
425,"6,9,10","11,6",2,-1
426,"8,2,6","10,10",2,-1
427,"11,5","9,9",0,-1
428,"6,9,5","6,10,10","1,0",0
429,"9,8,11","4,8,3,7","1,0",0
430,"10,10","5,3,5,8",0,-1
431,"4,10,10","10,2,2,10",2,-1
432,"10,3,7","10,10","3,3,2",0
432,"10,6","10,10","3,3,2",-1
432,"10,6","10,10","3,3,2",-1
433,"10,10","3,2,4,8",0,1
434,"8,4,8","8,10",2,1
435,"8,7,9","11,3,6",2,-1
436,"11,9","2,11,3,2",0,1
437,"9,10","10,4,2,4",0,-1
438,"8,2","2,9,10",0,-1
439,"5,10,7","3,7,10",1,-1
440,"5,3,9","10,9",2,-1
441,"6,10","7,10",0,-1
442,"2,9,4","7,9,10","3,3,2",0
442,"2,5","7,9,10","3,3,2",0
442,"2,5","7,9,10","3,3,2",0
443,"10,7","10,9",0,-1
444,"9,10","10,11",,-1
445,"3,11,7","11,8",2,1
446,"7,10,6","7,10","3,1",-1
446,"7,10","7,10","3,1",0
447,"8,10","5,2,8,9",0,0
448,"11,4,8,3,10","4,10,10","1,1,1",-1
449,"5,4,10","10,10",2,-1
450,"4,11,11","10,5,4",2,-1
451,"10,3,8","10,4,6","3,2",1
451,"10,8","10,4,6","3,2",-1
452,"7,4,7","6,3,10",2,-1
453,"11,7,8,10","7,10","1,1",-1
454,"10,4,8","11,9",2,-1
455,"10,4","6,2,8,10",0,0
456,"6,10","8,5,10",0,0
457,"5,10,2,7","5,5,10","1,1",-1
458,"6,10,3","10,7",2,1
459,"10,10","8,6,8",0,0
460,"6,10,10","5,11,10,8",1,-1
461,"5,4,10","11,3,9,8",2,-1
462,"7,3","2,10,4,10",0,0
463,"3,11,3","9,10",2,-1
464,"11,2,8","9,11",2,1
465,"10,10","7,10",0,1
466,"7,10,9","4,11,9,5",1,-1
467,"10,6,11,6","6,8,6","1,1",-1
468,"10,10","3,10,2,3",0,1
469,"5,6,10","3,7,3,5",1,1
470,"10,4,4","6,11",2,1
471,"11,6,10,5","6,11","1,1",-1
472,"10,5,5","6,10,2","1,0",1
473,"6,4","4,3,2,7,7",0,0
474,"5,4,11","10,7",2,1
475,"10,9,10","10,10",1,-1
476,"9,6,10","7,10",1,-1
477,"10,7,11","10,3,10",2,0
478,"2,10,9","10,9",2,1
479,"11,10","3,10,2,10",0,1
480,"3,11","11,10",,-1
481,"9,8,5","6,8,3",1,-1
482,"10,6,2,5","6,9,6","1,1",-1
483,"10,10","3,3,5,4,11,10",0,0
484,"10,9,8","10,10",1,-1
485,"5,4,8","10,5,11,9",2,0
486,"6,3,7","9,5,10",2,0
487,"3,6","5,2,3,10",0,-1
488,"7,10","11,10",,-1
489,"8,9,5","6,10,9",1,-1
490,"10,7","11,10",,-1
491,"10,3,4,8","3,11,10,10","1,1",-1
492,"10,8,4","10,3,2,9",2,-1
493,"10,8,7","3,8,11,10",1,-1
494,"10,2,9","7,2,3,3,5",2,1
495,"3,4","8,10",0,-1
496,"10,4,11,10","6,10,10","1,1",-1
497,"10,10","4,4,3,4,10",0,0
498,"8,7,10","10,2,10",2,-1
499,"9,10,6","6,7,4",1,-1
500,"9,10","3,10,10",0,0
501,"2,10,10","8,5,2,10",2,-1
502,"9,6,7","4,4,3,8",1,-1
503,"10,5,2,10","2,9,8","1,1",-1
504,"5,2","11,11,11,10,10",0,0
505,"10,10","5,6,6",0,1
506,"2,10,11,8","3,8,10","1,1",0
507,"2,5,4","8,5,5",2,-1
508,"7,3,2","9,2,10",2,-1
509,"10,4,10","10,10","3,3,3,2",-1
509,"10,10","10,10","3,3,3,2",0
509,"10,11","10,10","3,3,3,2",1
509,"10,7","10,10","3,3,3,2",-1
510,"2,7,4","8,11",2,-1
511,"10,11,10","10,10",1,1
512,"10,6,9","5,4,8",1,-1
513,"9,10,10","7,11",1,-1
514,"10,4,6","8,6,4",2,1
515,"3,2","10,10",0,-1
516,"11,8,4","6,9,5","1,0",-1
517,"5,11,10,8","6,2,11","1,1",-1
518,"11,10","9,2,5,3",0,1
519,"4,9,10","5,6,9",2,-1
520,"8,10,2","10,8",2,1
521,"2,5","5,10,9",0,0
522,"10,5,11","10,3,10","3,3,3,2",0
522,"10,10","10,3,10","3,3,3,2",0
522,"10,7","10,3,10","3,3,3,2",0
522,"10,7","10,3,10","3,3,3,2",0
523,"3,10,7","4,4,2,5,10","1,0",0
524,"11,6,4","2,10,5",1,1
525,"11,3,10,2,6","2,7,3,10","1,1,1",-1
526,"7,4","4,10,5",0,-1
527,"7,9,5","10,8",2,1
528,"3,9","5,10,6",0,-1
529,"10,10","10,10",0,0
530,"7,10,10","4,4,11",1,-1
531,"4,8,3","8,9",2,-1
532,"9,4,8","9,10",2,1
533,"7,10,10","10,8","3,2",-1
533,"7,2","10,8","3,2",-1
534,"4,2","5,2,6,10",0,0
535,"10,10","10,10",0,0
536,"4,8,10","8,9",2,-1
537,"5,10,9","3,11,8,9",1,-1
538,"10,4,11","10,9",2,-1
539,"9,9,2","4,8,11,10","1,0",0
540,"5,3","6,7,2,10",0,0
541,"2,5","4,10,2,10",0,0
542,"7,10,3","10,2,4,9",2,0
543,"10,10","10,3,9",0,0
544,"8,7,7","10,5,3",2,-1
545,"2,7","6,6,10",0,0
546,"8,11","10,6,7",0,0
547,"5,10,2,2","5,10,10","1,1,0",0
548,"10,10","4,9,6",0,1
549,"6,5,10","10,4,10",2,1
550,"5,8,2,6","2,10,7","1,1",1
551,"9,10","10,6,5",0,-1
552,"10,8","5,11,10,5",0,-1
553,"8,10","10,2,10",0,0
554,"5,10,7","10,10",2,-1
555,"8,11","10,11",,-1
556,"10,2","3,10,10",0,0
557,"11,3,10","10,3,10",2,0
558,"6,2,11","9,6,5",2,-1
559,"10,5,10","9,10",2,-1
560,"10,10","3,10,5",0,1
561,"3,2","5,10,8",0,0
562,"7,2","11,10",,-1
563,"10,11","4,7,4,10",0,1
564,"10,9","7,10",0,1
565,"9,3","5,10,11,4",0,-1
566,"10,3","6,10,8",0,0
567,"10,10","5,9,2,8",0,0
568,"6,9,6","10,10","3,2",1
568,"6,10","10,10","3,2",-1
569,"10,2,9","11,6",2,1
570,"6,10,10","10,10",2,-1
571,"9,10","9,4,9",0,0
572,"11,3,10","8,9","3,2",-1
572,"11,2","8,9","3,2",-1
573,"11,5,10","11,7",2,-1
574,"2,3","10,10",0,-1
575,"10,10","10,10",0,0
576,"5,6","2,10,8",0,-1
577,"10,10","5,10,8",0,0
578,"7,6,4","9,10",2,-1
579,"7,11","4,10,2,10",0,0
580,"3,4","8,6,9",0,0
581,"5,7","4,8,7",0,-1
582,"10,10","10,8",0,1
583,"3,5","5,10,2",0,-1
584,"10,2","4,10,4",0,-1
585,"5,10,7","4,3,2,6,6",1,-1
586,"6,3,6","8,7,7",2,0
587,"11,4,10,3","4,2,9,10","1,1,0",0
588,"10,2","2,5,10",0,-1
589,"7,11","9,6,7",0,0
590,"4,7","6,8,6",0,-1
591,"10,5,9","11,3,10,8",2,-1
592,"3,6","4,7,5,8",0,0
593,"10,10","10,9",0,1
594,"4,10","11,10",,-1
595,"6,7","10,11",,-1
596,"7,3,8","10,10",2,-1
597,"5,10,3","5,10,3","1,0",0
598,"10,5,7","10,2,5",2,-1
599,"2,3","10,10",0,-1
600,"10,10","11,10",,-1
601,"4,7,7","4,10,11,10",2,0
602,"11,10","10,3,8",0,0
603,"9,7","8,3,8",0,-1
604,"3,10,6","2,3,10,3","3,2",1
604,"3,10","2,3,10,3","3,2",-1
605,"7,4,10","10,6,2",2,1
606,"4,11","7,5,10",0,0
607,"10,11","7,6,8",0,0
608,"9,4,10","10,8",2,-1
609,"10,2,2","10,4,10",2,0
610,"8,6,8","5,2,11",2,-1
611,"10,8","3,3,8,3",0,1
612,"5,10,4","10,6,10",2,0
613,"7,8,6","2,11,8",1,0
614,"4,10,10","9,2,6",2,-1
615,"3,10,10","10,8",2,-1
616,"11,10","6,9,10",0,1
617,"8,9,7","6,11",1,-1
618,"10,7","7,9,10",0,0
619,"5,10","10,11",,-1
620,"7,2,9","8,10",2,0
621,"10,5,3","9,10",2,-1
622,"2,4","10,10",0,-1
623,"6,10,10","5,6,3,7",1,-1
624,"7,10","2,10,10",0,0
625,"10,3,4","11,2,7","3,2",-1
625,"10,10","11,2,7","3,2",0
626,"10,8","10,10","3,3,0",-1
626,"10,3","10,10","3,3,0",-1
626,"10,10","10,10","3,3,0",0
627,"10,2,3","6,10,9",2,0
628,"11,2,11","10,8",2,-1
629,"9,4","10,11",,-1
630,"9,7,11","4,2,10,7","1,0",0
631,"9,10","2,7,4,11,10",0,0
632,"5,11,10","10,3,5",2,-1
633,"5,2","5,10,10",0,0
634,"10,2,8","3,3,3,8",2,1
635,"2,5","6,9,10",0,0
636,"3,5","4,5,6,11,4",0,-1
637,"7,10","6,10,7",0,0
638,"2,10,6","8,10",2,0
639,"5,10","8,11",0,-1
640,"9,3,6","2,10,8",2,-1
641,"10,10","10,4,6",0,0
642,"3,11,8","10,5,9",2,0
643,"5,10","6,9,8",0,0
